skill,conditions.conditions.type,conditions.conditions.arg,conditions.conditions.arg,change_conditions.conditions.type,change_conditions.conditions.arg,change_conditions.conditions.arg,child_conditions.conditions.type,child_conditions.conditions.arg,child_conditions.conditions.arg,child_conditions.conditions.type,child_conditions.conditions.arg,child_conditions.conditions.arg,levelup_conditions.conditions.type,levelup_conditions.conditions.arg,levelup_conditions.conditions.arg
803912,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,110,7,CCT_VALUE_GE,CVT_SKILL_EXP,1600
803913,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,110,9,CCT_VALUE_GE,CVT_SKILL_EXP,1900
803914,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,110,9,CCT_VALUE_GE,CVT_SKILL_EXP,2200
803916,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,110,9,CCT_VALUE_GE,CVT_SKILL_EXP,2500
803917,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,110,12,CCT_VALUE_GE,CVT_SKILL_EXP,2800
803918,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,110,12,CCT_VALUE_GE,CVT_SKILL_EXP,3200
803919,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,110,12,CCT_VALUE_GE,CVT_SKILL_EXP,3600
804011,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,110,15,CCT_VALUE_GE,CVT_SKILL_EXP,4000
804012,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,110,15,CCT_VALUE_GE,CVT_SKILL_EXP,4400
804013,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,110,15,CCT_VALUE_GE,CVT_SKILL_EXP,4800
804014,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,110,20,CCT_FAIL,SKILL_LEVEL_MAX,
804111,,,,COST_ITEM,9053,1,CCT_PHASE_IN,CP_TEENAGER,CP_ADULT,CCT_ACTOR_STAR_GE,202,1,CCT_VALUE_GE,CVT_SKILL_EXP,100
804112,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,202,3,CCT_VALUE_GE,CVT_SKILL_EXP,200
804113,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,202,3,CCT_VALUE_GE,CVT_SKILL_EXP,300
804114,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,202,3,CCT_VALUE_GE,CVT_SKILL_EXP,400
804211,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,202,5,CCT_VALUE_GE,CVT_SKILL_EXP,500
804212,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,202,5,CCT_VALUE_GE,CVT_SKILL_EXP,700
804213,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,202,5,CCT_VALUE_GE,CVT_SKILL_EXP,900
804214,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,202,7,CCT_VALUE_GE,CVT_SKILL_EXP,1100
804311,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,202,7,CCT_VALUE_GE,CVT_SKILL_EXP,1300
804312,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,202,7,CCT_VALUE_GE,CVT_SKILL_EXP,1600
804313,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,202,9,CCT_VALUE_GE,CVT_SKILL_EXP,1900
804314,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,202,9,CCT_VALUE_GE,CVT_SKILL_EXP,2200
804316,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,202,9,CCT_VALUE_GE,CVT_SKILL_EXP,2500
804317,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,202,12,CCT_VALUE_GE,CVT_SKILL_EXP,2800
804318,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,202,12,CCT_VALUE_GE,CVT_SKILL_EXP,3200
804319,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,202,12,CCT_VALUE_GE,CVT_SKILL_EXP,3600
804411,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,202,15,CCT_VALUE_GE,CVT_SKILL_EXP,4000
804412,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,202,15,CCT_VALUE_GE,CVT_SKILL_EXP,4400
804413,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,202,15,CCT_VALUE_GE,CVT_SKILL_EXP,4800
804414,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,202,20,CCT_FAIL,SKILL_LEVEL_MAX,
804511,,,,COST_ITEM,9053,1,CCT_PHASE_IN,CP_TEENAGER,CP_ADULT,CCT_ACTOR_STAR_GE,203,1,CCT_VALUE_GE,CVT_SKILL_EXP,100
804512,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,203,3,CCT_VALUE_GE,CVT_SKILL_EXP,200
804513,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,203,3,CCT_VALUE_GE,CVT_SKILL_EXP,300
804514,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,203,3,CCT_VALUE_GE,CVT_SKILL_EXP,400
804611,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,203,5,CCT_VALUE_GE,CVT_SKILL_EXP,500
804612,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,203,5,CCT_VALUE_GE,CVT_SKILL_EXP,700
804613,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,203,5,CCT_VALUE_GE,CVT_SKILL_EXP,900
804614,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,203,7,CCT_VALUE_GE,CVT_SKILL_EXP,1100
804711,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,203,7,CCT_VALUE_GE,CVT_SKILL_EXP,1300
804712,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,203,7,CCT_VALUE_GE,CVT_SKILL_EXP,1600
804713,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,203,9,CCT_VALUE_GE,CVT_SKILL_EXP,1900
804714,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,203,9,CCT_VALUE_GE,CVT_SKILL_EXP,2200
804716,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,203,9,CCT_VALUE_GE,CVT_SKILL_EXP,2500
804717,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,203,12,CCT_VALUE_GE,CVT_SKILL_EXP,2800
804718,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,203,12,CCT_VALUE_GE,CVT_SKILL_EXP,3200
804719,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,203,12,CCT_VALUE_GE,CVT_SKILL_EXP,3600
804811,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,203,15,CCT_VALUE_GE,CVT_SKILL_EXP,4000
804812,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,203,15,CCT_VALUE_GE,CVT_SKILL_EXP,4400
804813,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,203,15,CCT_VALUE_GE,CVT_SKILL_EXP,4800
804814,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,203,20,CCT_FAIL,SKILL_LEVEL_MAX,
804911,,,,COST_ITEM,9053,1,CCT_PHASE_IN,CP_TEENAGER,CP_ADULT,CCT_ACTOR_STAR_GE,206,1,CCT_VALUE_GE,CVT_SKILL_EXP,100
804912,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,206,3,CCT_VALUE_GE,CVT_SKILL_EXP,200
804913,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,206,3,CCT_VALUE_GE,CVT_SKILL_EXP,300
804914,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,206,3,CCT_VALUE_GE,CVT_SKILL_EXP,400
805011,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,206,5,CCT_VALUE_GE,CVT_SKILL_EXP,500
805012,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,206,5,CCT_VALUE_GE,CVT_SKILL_EXP,700
805013,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,206,5,CCT_VALUE_GE,CVT_SKILL_EXP,900
805014,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,206,7,CCT_VALUE_GE,CVT_SKILL_EXP,1100
805111,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,206,7,CCT_VALUE_GE,CVT_SKILL_EXP,1300
805112,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,206,7,CCT_VALUE_GE,CVT_SKILL_EXP,1600
805113,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,206,9,CCT_VALUE_GE,CVT_SKILL_EXP,1900
805114,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,206,9,CCT_VALUE_GE,CVT_SKILL_EXP,2200
805116,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,206,9,CCT_VALUE_GE,CVT_SKILL_EXP,2500
805117,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,206,12,CCT_VALUE_GE,CVT_SKILL_EXP,2800
805118,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,206,12,CCT_VALUE_GE,CVT_SKILL_EXP,3200
805119,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,206,12,CCT_VALUE_GE,CVT_SKILL_EXP,3600
805211,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,206,15,CCT_VALUE_GE,CVT_SKILL_EXP,4000
805212,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,206,15,CCT_VALUE_GE,CVT_SKILL_EXP,4400
805213,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,206,15,CCT_VALUE_GE,CVT_SKILL_EXP,4800
805214,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,206,20,CCT_FAIL,SKILL_LEVEL_MAX,
805311,,,,COST_ITEM,9053,1,CCT_PHASE_IN,CP_TEENAGER,CP_ADULT,CCT_ACTOR_STAR_GE,212,1,CCT_VALUE_GE,CVT_SKILL_EXP,100
805312,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,212,3,CCT_VALUE_GE,CVT_SKILL_EXP,200
805313,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,212,3,CCT_VALUE_GE,CVT_SKILL_EXP,300
805314,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,212,3,CCT_VALUE_GE,CVT_SKILL_EXP,400
805411,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,212,5,CCT_VALUE_GE,CVT_SKILL_EXP,500
805412,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,212,5,CCT_VALUE_GE,CVT_SKILL_EXP,700
805413,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,212,5,CCT_VALUE_GE,CVT_SKILL_EXP,900
805414,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,212,7,CCT_VALUE_GE,CVT_SKILL_EXP,1100
805511,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,212,7,CCT_VALUE_GE,CVT_SKILL_EXP,1300
805512,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,212,7,CCT_VALUE_GE,CVT_SKILL_EXP,1600
805513,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,212,9,CCT_VALUE_GE,CVT_SKILL_EXP,1900
805514,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,212,9,CCT_VALUE_GE,CVT_SKILL_EXP,2200
805516,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,212,9,CCT_VALUE_GE,CVT_SKILL_EXP,2500
805517,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,212,12,CCT_VALUE_GE,CVT_SKILL_EXP,2800
805518,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,212,12,CCT_VALUE_GE,CVT_SKILL_EXP,3200
805519,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,212,12,CCT_VALUE_GE,CVT_SKILL_EXP,3600
805611,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,212,15,CCT_VALUE_GE,CVT_SKILL_EXP,4000
805612,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,212,15,CCT_VALUE_GE,CVT_SKILL_EXP,4400
805613,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,212,15,CCT_VALUE_GE,CVT_SKILL_EXP,4800
805614,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,212,20,CCT_FAIL,SKILL_LEVEL_MAX,
805711,,,,COST_ITEM,9053,1,CCT_PHASE_IN,CP_TEENAGER,CP_ADULT,CCT_ACTOR_STAR_GE,217,1,CCT_VALUE_GE,CVT_SKILL_EXP,100
805712,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,217,3,CCT_VALUE_GE,CVT_SKILL_EXP,200
805713,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,217,3,CCT_VALUE_GE,CVT_SKILL_EXP,300
805714,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,217,3,CCT_VALUE_GE,CVT_SKILL_EXP,400
805811,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,217,5,CCT_VALUE_GE,CVT_SKILL_EXP,500
805812,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,217,5,CCT_VALUE_GE,CVT_SKILL_EXP,700
805813,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,217,5,CCT_VALUE_GE,CVT_SKILL_EXP,900
805814,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,217,7,CCT_VALUE_GE,CVT_SKILL_EXP,1100
805911,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,217,7,CCT_VALUE_GE,CVT_SKILL_EXP,1300
805912,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,217,7,CCT_VALUE_GE,CVT_SKILL_EXP,1600
805913,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,217,9,CCT_VALUE_GE,CVT_SKILL_EXP,1900
805914,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,217,9,CCT_VALUE_GE,CVT_SKILL_EXP,2200
805916,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,217,9,CCT_VALUE_GE,CVT_SKILL_EXP,2500
805917,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,217,12,CCT_VALUE_GE,CVT_SKILL_EXP,2800
805918,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,217,12,CCT_VALUE_GE,CVT_SKILL_EXP,3200
805919,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,217,12,CCT_VALUE_GE,CVT_SKILL_EXP,3600
806011,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,217,15,CCT_VALUE_GE,CVT_SKILL_EXP,4000
806012,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,217,15,CCT_VALUE_GE,CVT_SKILL_EXP,4400
806013,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,217,15,CCT_VALUE_GE,CVT_SKILL_EXP,4800
806014,,,,COST_ITEM,9053,1,,,,CCT_ACTOR_STAR_GE,217,20,CCT_FAIL,SKILL_LEVEL_MAX,
