id,name,female_plot,male_plot,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,next_plot,events.events.type,events.events.arg,events.events.arg,fief_events.events.type,fief_events.events.arg,fief_events.events.arg,lock_option
310421,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,104,smile,,NAME,高月离,,,SUBTITLE,问人家的毒有多猛烈？大概像你爱上我的感觉一样吧。,soundeffects/gaoyueli5,,,,,,,,,,,,,,,
310422,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,104,smile,,NAME,高月离,,,SUBTITLE,你走近来看看，这双目中所倒影的人影，是不是我的爱人？,soundeffects/gaoyueli6,,,,,,,,,,,,,,,
310501,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,smile,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,是非无需验，水清石自见。,soundeffects/tuobajin_hanxuan1,,,,,,,,,,,
310502,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,smile,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,我们……是不是在哪里见过？,soundeffects/tuobajin_hanxuan2,,,,,,,,,,,
310503,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,frown,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,来找我……有什么事么？,soundeffects/tuobajin_hanxuan3,,,,,,,,,,,
310504,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,smile,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,多谢，我正好需要这件东西。,soundeffects/tuobajin_xieli1,,,,,,,,,,,
310505,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,smile,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,前人敬风折春，现有良友赠礼，皆为佳话。,soundeffects/tuobajin_xieli2,,,,,,,,,,,
310506,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,frown,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,摔碎瑶琴凤尾寒，子期不在对谁弹。,soundeffects/tuobajin_xieli3,,,,,,,,,,,
310507,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,smile,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,你站的，太近了。,soundeffects/tuobajin_tiaoxi1,,,,,,,,,,,
310508,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,smile,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,嗯？我的脸上有什么东西吗？,soundeffects/tuobajin_tiaoxi2,,,,,,,,,,,
310509,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,smile,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,问我为何把书藏在怀里？哼，自是为了不让它被晨露打湿。,soundeffects/tuobajin_tiaoxi3,,,,,,,,,,,
310510,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,smile,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,就知道是你来了。,soundeffects/tuobajin_hanxuan4,,,,,,,,,,,
310511,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,smile,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,红尘笑我痴，我笑红尘错。,soundeffects/tuobajin_hanxuan5,,,,,,,,,,,
310512,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,smile,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,今晚的月色，真美。,soundeffects/tuobajin_xieli4,,,,,,,,,,,
310513,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,smile,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,你若能听懂笛声，为何听不懂我的心声。,soundeffects/tuobajin_xieli5,,,,,,,,,,,
310514,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,smile,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,这是新谱的曲子，喜欢吗？……嗯，是为你谱的。,soundeffects/tuobajin_tiaoxi4,,,,,,,,,,,
310515,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,smile,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,手有什么用？庖丁解牛、舞文弄墨、抚琴吹笛，还有……不让你走。,soundeffects/tuobajin_tiaoxi5,,,,,,,,,,,
310516,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,shy,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,别闹，我……很怕痒。,soundeffects/tuobajin_tiaoxi6,,,,,,,,,,,
310517,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,smile,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,人生譬朝露，居世多屯蹇。,soundeffects/tuobajin1,,,,,,,,,,,
310518,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,smile,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,飘风不终朝，骤雨不终日。,soundeffects/tuobajin2,,,,,,,,,,,
310519,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,smile,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,喜欢的颜色？大概是白色吧。,soundeffects/tuobajin3,,,,,,,,,,,
310520,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,sad,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,这支玉笛，乃一位柔然国的巧匠所制……可惜他已离去了。,soundeffects/tuobajin4,,,,,,,,,,,
310521,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,frown,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,已经这个时辰了，嗯……等这一本看完就走吧。,soundeffects/tuobajin5,,,,,,,,,,,
310522,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,105,sad,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,秋风萧萧愁杀人。,soundeffects/tuobajin6,,,,,,,,,,,
310601,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,smile,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,怎么？见到大姐不打声招呼吗？,soundeffects/lichangle_hanxuan1,,,,,,,,,,,
310602,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,smile,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,哎……今天又有这么多公子上门，可没一个入得了眼的。,soundeffects/lichangle_hanxuan2,,,,,,,,,,,
310603,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,frown,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,高阳王殿下……什么时候才能注意到我呢？,soundeffects/lichangle_hanxuan3,,,,,,,,,,,
310604,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,smile,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,如果我说不喜欢的话……嘿嘿，逗你玩呢。,soundeffects/lichangle_xieli1,,,,,,,,,,,
310605,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,smile,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,我很喜欢这个，有机会再一起赏花吧。,soundeffects/lichangle_xieli2,,,,,,,,,,,
310606,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,smile,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,干嘛总送我礼物，都要放不下了。,soundeffects/lichangle_xieli3,,,,,,,,,,,
310607,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,smile,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,怎么？我的新衣服好看吗？,soundeffects/lichangle_tiaoxi1,,,,,,,,,,,
310608,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,shy,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,别动，你的脸上有什么东西，我帮你擦擦……现在好了。,soundeffects/lichangle_tiaoxi2,,,,,,,,,,,
310609,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,smile,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,女人的手，其实是她另外一张脸。,soundeffects/lichangle_tiaoxi3,,,,,,,,,,,
310610,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,smile,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,既有雅兴，不如让长乐帮你抚琴吧。,soundeffects/lichangle_hanxuan4,,,,,,,,,,,
310611,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,shy,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,长乐只有和你在一起的时候，才能感到安心。,soundeffects/lichangle_hanxuan5,,,,,,,,,,,
310612,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,smile,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,什么时候才能再见到那么美的月亮呢？,soundeffects/lichangle_xieli4,,,,,,,,,,,
310613,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,smile,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,真巧，这东西，居然和我昨夜梦到的一模一样。,soundeffects/lichangle_xieli5,,,,,,,,,,,
310614,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,smile,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,讨厌……下次摸我脸之前，告诉我一声。,soundeffects/lichangle_tiaoxi4,,,,,,,,,,,
310615,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,shy,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,你这样……长乐会不好意思的。,soundeffects/lichangle_tiaoxi5,,,,,,,,,,,
310616,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,smile,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,要我转个圈？呵呵，你若先转给我看，长乐就转。,soundeffects/lichangle_tiaoxi6,,,,,,,,,,,
310617,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,smile,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,小女长乐，这厢有礼了。,soundeffects/lichangle1,,,,,,,,,,,
310618,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,angry,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,我不会放过任何机会！,soundeffects/lichangle2,,,,,,,,,,,
310619,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,smile,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,你的心里只许装我一人。,soundeffects/lichangle3,,,,,,,,,,,
310620,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,smile,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,呵呵，本小姐哪需要亲自动手？,soundeffects/lichangle4,,,,,,,,,,,
310621,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,smile,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,全天下最美？呵呵呵，小女子哪里承担的起，这人外总是有人的。,soundeffects/lichangle5,,,,,,,,,,,
310622,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,106,smile,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,你觉得，这里的花鸟风月，哪个更适合本小姐？,soundeffects/lichangle6,,,,,,,,,,,
310701,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,smile,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,让常茹帮你理一下头发吧，别让旁人笑话了。,soundeffects/lichangru_hanxuan1,,,,,,,,,,,
310702,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,sad,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,刚刚看见只个小鸟被弹弓打了下来，好可怜啊……,soundeffects/lichangru_hanxuan2,,,,,,,,,,,
310703,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,smile,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,来的刚好，常茹刚刚做了糕点，一起来吃吧。,soundeffects/lichangru_hanxuan3,,,,,,,,,,,
310704,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,smile,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,这个，真的要送给常茹？常茹太喜欢了。,soundeffects/lichangru_xieli1,,,,,,,,,,,
310705,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,smile,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,其实，常茹也学过一些舞蹈，不如为你跳上一曲？,soundeffects/lichangru_xieli2,,,,,,,,,,,
310706,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,smile,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,就让我做个香囊作为回礼吧。,soundeffects/lichangru_xieli3,,,,,,,,,,,
310707,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,smile,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,鱼儿啊，游一游，摆着尾，晃着头。,soundeffects/lichangru_tiaoxi1,,,,,,,,,,,
310708,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,shy,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,这、这样做的话，若是被别人看去……,soundeffects/lichangru_tiaoxi2,,,,,,,,,,,
310709,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,shy,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,嘿嘿，被摸头的感觉真舒服。,soundeffects/lichangru_tiaoxi3,,,,,,,,,,,
310710,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,smile,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,你来啦，常茹也是刚刚才到。,soundeffects/lichangru_hanxuan4,,,,,,,,,,,
310711,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,shy,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,那、那个……刚刚看你的房间有点乱，常茹就整理了一下。,soundeffects/lichangru_hanxuan5,,,,,,,,,,,
310712,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,smile,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,我还记得，在湖面上躲雨的那一夜……,soundeffects/lichangru_xieli4,,,,,,,,,,,
310713,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,smile,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,其实常茹不需要什么礼物，只要和你在一起就好……,soundeffects/lichangru_xieli5,,,,,,,,,,,
310714,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,shy,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,唔……轻、轻一点。,soundeffects/lichangru_tiaoxi4,,,,,,,,,,,
310715,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,frown,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,啊……刚刚，簪子好像被你弄掉了。,soundeffects/lichangru_tiaoxi5,,,,,,,,,,,
310716,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,shy,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,水温刚刚好，可以……去沐浴了。,soundeffects/lichangru_tiaoxi6,,,,,,,,,,,
310717,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,frown,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,一滴墨，能染一缸水。一根藤，足占一棵榕。,soundeffects/lichangru1,,,,,,,,,,,
310718,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,smile,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,有能之人，真假何如。,soundeffects/lichangru2,,,,,,,,,,,
310719,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,smile,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,一辈子很长，能够遇到你的时光却很短。,soundeffects/lichangru3,,,,,,,,,,,
310720,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,shy,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,诶？肩膀酸了吗？让常茹帮你捏捏吧。,soundeffects/lichangru4,,,,,,,,,,,
310721,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,sad,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,日思夜想，所以痴狂。,soundeffects/lichangru5,,,,,,,,,,,
310722,,,,BACKGROUND,sprites/juqing_lifu4,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,107,smile,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,只要你在我身边，哪怕与全世界为敌。,soundeffects/lichangru6,,,,,,,,,,,
310801,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,smile,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,要记住，我可是偷偷溜出来的，千万别告诉我父皇！,soundeffects/tuobadi_hanxuan1,,,,,,,,,,,
310802,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,smile,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,我看你很符本公主的胃口，要不要进宫来服侍我？,soundeffects/tuobadi_hanxuan2,,,,,,,,,,,
310803,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,smile,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,咦，又是你！哼哼，怎么？是不是想本公主啦？,soundeffects/tuobadi_hanxuan3,,,,,,,,,,,
310804,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,frown,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,哼！这么好的东西，你为什么不早点拿出来？,soundeffects/tuobadi_xieli1,,,,,,,,,,,
310805,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,smile,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,下次有什么事，就喊我来帮忙吧。,soundeffects/tuobadi_xieli2,,,,,,,,,,,
310806,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,smile,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,父皇的赏赐好像太重了点，还是我自己找些好玩的送你吧。,soundeffects/tuobadi_xieli3,,,,,,,,,,,
310807,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,angry,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,女人要笑不露齿？这是谁定的规定，我偏要露！,soundeffects/tuobadi_tiaoxi1,,,,,,,,,,,
310808,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,frown,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,准备好了么？我要开始找你了！,soundeffects/tuobadi_tiaoxi2,,,,,,,,,,,
310809,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,smile,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,挠手掌，小时候经常和父皇玩这个游戏。,soundeffects/tuobadi_tiaoxi3,,,,,,,,,,,
310810,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,angry,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,竟敢本公主等你，哼！待会可要好好陪我玩！,soundeffects/tuobadi_hanxuan4,,,,,,,,,,,
310811,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,smile,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,我是不是比别的女人都要可爱！嘿！谁叫我是公主呢！,soundeffects/tuobadi_hanxuan5,,,,,,,,,,,
310812,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,smile,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,哇，你怎么知道我想要这个？来来来快让本公主抱一下！,soundeffects/tuobadi_xieli4,,,,,,,,,,,
310813,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,shy,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,既然你这么用心……那本公主就陪你一整天吧！,soundeffects/tuobadi_xieli5,,,,,,,,,,,
310814,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,shy,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,怎么，比赛挠痒痒吗？你别跑！嘻嘻，哈哈，哎呀你干嘛~~,soundeffects/tuobadi_tiaoxi4,,,,,,,,,,,
310815,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,frown,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,哎，你是不是偷看了？我明明藏得这么好，不行，再来一次！,soundeffects/tuobadi_tiaoxi5,,,,,,,,,,,
310816,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,angry,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,哎呀不要闹了……跟你说不要了啦，再这样本公主可要生气了~,soundeffects/tuobadi_tiaoxi6,,,,,,,,,,,
310817,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,frown,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,见识一下鲜卑女儿的勇武吧！ ,soundeffects/tuobadi1,,,,,,,,,,,
310818,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,smile,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,闪开闪开，让本公主来解决他们。,soundeffects/tuobadi2,,,,,,,,,,,
310819,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,smile,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,嘻嘻嘻，待会一起出去看戏班子表演吧。,soundeffects/tuobadi3,,,,,,,,,,,
310820,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/beiliang,open,,ACTOR_SPINE_ANIMATION,108,angry,,LIGHT_ACTOR,108,,,NAME,拓跋迪,,,SUBTITLE,你能不能快点儿！别磨磨蹭蹭的。,soundeffects/tuobadi4,,,,,,,,,,,
