id,type,arg,desc,icon,title
1321,OT_ADVENTURE,321,副本第27章第11关,,
1322,OT_ADVENTURE,322,副本第27章第12关,,
1323,OT_ADVENTURE,323,副本第28章第1关,,
1324,OT_ADVENTURE,324,副本第28章第2关,,
1325,OT_ADVENTURE,325,副本第28章第3关,,
1326,OT_ADVENTURE,326,副本第28章第4关,,
1327,OT_ADVENTURE,327,副本第28章第5关,,
1328,OT_ADVENTURE,328,副本第28章第6关,,
1329,OT_ADVENTURE,329,副本第28章第7关,,
1330,OT_ADVENTURE,330,副本第28章第8关,,
1331,OT_ADVENTURE,331,副本第28章第9关,,
1332,OT_ADVENTURE,332,副本第28章第10关,,
1333,OT_ADVENTURE,333,副本第28章第11关,,
1334,OT_ADVENTURE,334,副本第28章第12关,,
1335,OT_ADVENTURE,335,副本第29章第1关,,
1336,OT_ADVENTURE,336,副本第29章第2关,,
1337,OT_ADVENTURE,337,副本第29章第3关,,
1338,OT_ADVENTURE,338,副本第29章第4关,,
1339,OT_ADVENTURE,339,副本第29章第5关,,
1340,OT_ADVENTURE,340,副本第29章第6关,,
1341,OT_ADVENTURE,341,副本第29章第7关,,
1342,OT_ADVENTURE,342,副本第29章第8关,,
1343,OT_ADVENTURE,343,副本第29章第9关,,
1344,OT_ADVENTURE,344,副本第29章第10关,,
1345,OT_ADVENTURE,345,副本第29章第11关,,
1346,OT_ADVENTURE,346,副本第29章第12关,,
1347,OT_ADVENTURE,347,副本第30章第1关,,
1348,OT_ADVENTURE,348,副本第30章第2关,,
1349,OT_ADVENTURE,349,副本第30章第3关,,
1350,OT_ADVENTURE,350,副本第30章第4关,,
1351,OT_ADVENTURE,351,副本第30章第5关,,
1352,OT_ADVENTURE,352,副本第30章第6关,,
1353,OT_ADVENTURE,353,副本第30章第7关,,
1354,OT_ADVENTURE,354,副本第30章第8关,,
1355,OT_ADVENTURE,355,副本第30章第9关,,
1356,OT_ADVENTURE,356,副本第30章第10关,,
1357,OT_ADVENTURE,357,副本第30章第11关,,
1358,OT_ADVENTURE,358,副本第30章第12关,,
1359,OT_ADVENTURE,359,副本第31章第1关,,
1360,OT_ADVENTURE,360,副本第31章第2关,,
1361,OT_ADVENTURE,361,副本第31章第3关,,
1362,OT_ADVENTURE,362,副本第31章第4关,,
1363,OT_ADVENTURE,363,副本第31章第5关,,
1364,OT_ADVENTURE,364,副本第31章第6关,,
1365,OT_ADVENTURE,365,副本第31章第7关,,
1366,OT_ADVENTURE,366,副本第31章第8关,,
1367,OT_ADVENTURE,367,副本第31章第9关,,
1368,OT_ADVENTURE,368,副本第31章第10关,,
1369,OT_ADVENTURE,369,副本第31章第11关,,
1370,OT_ADVENTURE,370,副本第31章第12关,,
1371,OT_ADVENTURE,371,副本第32章第1关,,
1372,OT_ADVENTURE,372,副本第32章第2关,,
1373,OT_ADVENTURE,373,副本第32章第3关,,
1374,OT_ADVENTURE,374,副本第32章第4关,,
1375,OT_ADVENTURE,375,副本第32章第5关,,
1376,OT_ADVENTURE,376,副本第32章第6关,,
1377,OT_ADVENTURE,377,副本第32章第7关,,
1378,OT_ADVENTURE,378,副本第32章第8关,,
1379,OT_ADVENTURE,379,副本第32章第9关,,
1380,OT_ADVENTURE,380,副本第32章第10关,,
1381,OT_ADVENTURE,381,副本第32章第11关,,
1382,OT_ADVENTURE,382,副本第32章第12关,,
1383,OT_ADVENTURE,383,副本第33章第1关,,
1384,OT_ADVENTURE,384,副本第33章第2关,,
1385,OT_ADVENTURE,385,副本第33章第3关,,
1386,OT_ADVENTURE,386,副本第33章第4关,,
1387,OT_ADVENTURE,387,副本第33章第5关,,
1388,OT_ADVENTURE,388,副本第33章第6关,,
1389,OT_ADVENTURE,389,副本第33章第7关,,
1390,OT_ADVENTURE,390,副本第33章第8关,,
1391,OT_ADVENTURE,391,副本第33章第9关,,
1392,OT_ADVENTURE,392,副本第33章第10关,,
1393,OT_ADVENTURE,393,副本第33章第11关,,
1394,OT_ADVENTURE,394,副本第33章第12关,,
1395,OT_ADVENTURE,395,副本第34章第1关,,
1396,OT_ADVENTURE,396,副本第34章第2关,,
1397,OT_ADVENTURE,397,副本第34章第3关,,
1398,OT_ADVENTURE,398,副本第34章第4关,,
1399,OT_ADVENTURE,399,副本第34章第5关,,
1400,OT_ADVENTURE,400,副本第34章第6关,,
1401,OT_ADVENTURE,401,副本第34章第7关,,
1402,OT_ADVENTURE,402,副本第34章第8关,,
1403,OT_ADVENTURE,403,副本第34章第9关,,
1404,OT_ADVENTURE,404,副本第34章第10关,,
1405,OT_ADVENTURE,405,副本第34章第11关,,
1406,OT_ADVENTURE,406,副本第34章第12关,,
1407,OT_ADVENTURE,407,副本第35章第1关,,
1408,OT_ADVENTURE,408,副本第35章第2关,,
1409,OT_ADVENTURE,409,副本第35章第3关,,
1410,OT_ADVENTURE,410,副本第35章第4关,,
1411,OT_ADVENTURE,411,副本第35章第5关,,
1412,OT_ADVENTURE,412,副本第35章第6关,,
1413,OT_ADVENTURE,413,副本第35章第7关,,
1414,OT_ADVENTURE,414,副本第35章第8关,,
1415,OT_ADVENTURE,415,副本第35章第9关,,
1416,OT_ADVENTURE,416,副本第35章第10关,,
1417,OT_ADVENTURE,417,副本第35章第11关,,
1418,OT_ADVENTURE,418,副本第35章第12关,,
1419,OT_ADVENTURE,419,副本第36章第1关,,
1420,OT_ADVENTURE,420,副本第36章第2关,,
1421,OT_ADVENTURE,421,副本第36章第3关,,
1422,OT_ADVENTURE,422,副本第36章第4关,,
1423,OT_ADVENTURE,423,副本第36章第5关,,
1424,OT_ADVENTURE,424,副本第36章第6关,,
1425,OT_ADVENTURE,425,副本第36章第7关,,
1426,OT_ADVENTURE,426,副本第36章第8关,,
1427,OT_ADVENTURE,427,副本第36章第9关,,
1428,OT_ADVENTURE,428,副本第36章第10关,,
1429,OT_ADVENTURE,429,副本第36章第11关,,
1430,OT_ADVENTURE,430,副本第36章第12关,,
1431,OT_ADVENTURE,431,副本第37章第1关,,
1432,OT_ADVENTURE,432,副本第37章第2关,,
1433,OT_ADVENTURE,433,副本第37章第3关,,
1434,OT_ADVENTURE,434,副本第37章第4关,,
1435,OT_ADVENTURE,435,副本第37章第5关,,
1436,OT_ADVENTURE,436,副本第37章第6关,,
1437,OT_ADVENTURE,437,副本第37章第7关,,
1438,OT_ADVENTURE,438,副本第37章第8关,,
1439,OT_ADVENTURE,439,副本第37章第9关,,
1440,OT_ADVENTURE,440,副本第37章第10关,,
1441,OT_ADVENTURE,441,副本第37章第11关,,
1442,OT_ADVENTURE,442,副本第37章第12关,,
1443,OT_ADVENTURE,443,副本第38章第1关,,
1444,OT_ADVENTURE,444,副本第38章第2关,,
1445,OT_ADVENTURE,445,副本第38章第3关,,
1446,OT_ADVENTURE,446,副本第38章第4关,,
1447,OT_ADVENTURE,447,副本第38章第5关,,
1448,OT_ADVENTURE,448,副本第38章第6关,,
1449,OT_ADVENTURE,449,副本第38章第7关,,
1450,OT_ADVENTURE,450,副本第38章第8关,,
1451,OT_ADVENTURE,451,副本第38章第9关,,
1452,OT_ADVENTURE,452,副本第38章第10关,,
1453,OT_ADVENTURE,453,副本第38章第11关,,
1454,OT_ADVENTURE,454,副本第38章第12关,,
1455,OT_ADVENTURE,455,副本第39章第1关,,
1456,OT_ADVENTURE,456,副本第39章第2关,,
1457,OT_ADVENTURE,457,副本第39章第3关,,
1458,OT_ADVENTURE,458,副本第39章第4关,,
1459,OT_ADVENTURE,459,副本第39章第5关,,
1460,OT_ADVENTURE,460,副本第39章第6关,,
1461,OT_ADVENTURE,461,副本第39章第7关,,
1462,OT_ADVENTURE,462,副本第39章第8关,,
1463,OT_ADVENTURE,463,副本第39章第9关,,
1464,OT_ADVENTURE,464,副本第39章第10关,,
1465,OT_ADVENTURE,465,副本第39章第11关,,
1466,OT_ADVENTURE,466,副本第39章第12关,,
1467,OT_ADVENTURE,467,副本第40章第1关,,
1468,OT_ADVENTURE,468,副本第40章第2关,,
1469,OT_ADVENTURE,469,副本第40章第3关,,
1470,OT_ADVENTURE,470,副本第40章第4关,,
1471,OT_ADVENTURE,471,副本第40章第5关,,
1472,OT_ADVENTURE,472,副本第40章第6关,,
1473,OT_ADVENTURE,473,副本第40章第7关,,
1474,OT_ADVENTURE,474,副本第40章第8关,,
1475,OT_ADVENTURE,475,副本第40章第9关,,
1476,OT_ADVENTURE,476,副本第40章第10关,,
1477,OT_ADVENTURE,477,副本第40章第11关,,
1478,OT_ADVENTURE,478,副本第40章第12关,,
2001,OT_ADVENTURE,1001,命运"挡箭而亡"第一关,,
2002,OT_ADVENTURE,1002,命运"挡箭而亡"第二关,,
2003,OT_ADVENTURE,1003,命运"挡箭而亡"第三关,,
2004,OT_ADVENTURE,1004,命运"挡箭而亡"第四关,,
2005,OT_ADVENTURE,1005,命运"挡箭而亡"第五关,,
2006,OT_ADVENTURE,1006,命运"鲁莽拒绝"第一关,,
2007,OT_ADVENTURE,1007,命运"鲁莽拒绝"第二关,,
2008,OT_ADVENTURE,1008,命运"鲁莽拒绝"第三关,,
2009,OT_ADVENTURE,1009,命运"鲁莽拒绝"第四关,,
2010,OT_ADVENTURE,1010,命运"窃取玉佩"第一关,,
2011,OT_ADVENTURE,1011,命运"窃取玉佩"第二关,,
2012,OT_ADVENTURE,1012,命运"窃取玉佩"第三关,,
2013,OT_ADVENTURE,1013,命运"窃取玉佩"第四关,,
2014,OT_ADVENTURE,1014,命运"窃取玉佩"第五关,,
2015,OT_ADVENTURE,1015,命运"窃取玉佩"第六关,,
2016,OT_ADVENTURE,1016,命运"身份败露"第一关,,
2017,OT_ADVENTURE,1017,命运"身份败露"第二关,,
2018,OT_ADVENTURE,1018,命运"身份败露"第三关,,
2019,OT_ADVENTURE,1019,命运"身份败露"第四关,,
2020,OT_ADVENTURE,1020,命运"身份败露"第五关,,
2021,OT_ADVENTURE,1021,命运"邪道索命"第一关,,
2022,OT_ADVENTURE,1022,命运"邪道索命"第二关,,
2023,OT_ADVENTURE,1023,命运"邪道索命"第三关,,
2024,OT_ADVENTURE,1024,命运"邪道索命"第四关,,
2025,OT_ADVENTURE,1025,命运"邪道索命"第五关,,
2026,OT_ADVENTURE_EPISODE,1001,通关副本第1章复仇结局,,
2027,OT_ADVENTURE_EPISODE,1003,通关副本第3章复仇支线,,
2028,OT_ADVENTURE_EPISODE,1004,通关副本第3章复仇结局,,
2029,OT_ADVENTURE_EPISODE,1011,通关副本第9章复仇支线,,
2030,OT_ADVENTURE_EPISODE,1012,通关副本第39章复仇支线,,
2031,OT_ADVENTURE_EPISODE,1010,通关副本第35章复仇支线,,
2032,OT_ADVENTURE_EPISODE,1015,通关副本第14章复仇支线,,
2033,OT_ADVENTURE_EPISODE,1009,通关副本第19章复仇支线,,
2034,OT_ADVENTURE_EPISODE,1006,通关副本第23章复仇支线,,
2035,OT_ADVENTURE_EPISODE,1002,通关副本第1章隐忍结局,,
2036,OT_ADVENTURE_EPISODE,1005,通关副本第4章隐忍结局,,
2037,OT_ADVENTURE_EPISODE,1017,通关副本第6章隐忍结局,,
2038,OT_ADVENTURE_EPISODE,1016,通关副本第23章隐忍支线,,
2039,OT_ADVENTURE_EPISODE,1018,通关副本第11章隐忍支线,,
2040,OT_ADVENTURE_EPISODE,1014,通关副本第13章隐忍支线,,
2041,OT_ADVENTURE_EPISODE,1013,通关副本第15章隐忍支线,,
2042,OT_ADVENTURE_EPISODE,1007,通关副本第33章隐忍支线,,
2043,OT_ADVENTURE_EPISODE,1008,通关副本第21章隐忍支线,,
9999,OT_ADVENTURE_NEW,,最新关,,
20000,OT_LIEZHUAN,,列传,,
20001,OT_LIEZHUAN,1001,列传-红罗传,,
20002,OT_LIEZHUAN,1002,列传-李敏峰传,,
20003,OT_LIEZHUAN,1003,列传-叱云天传,,
20004,OT_LIEZHUAN,1004,列传-拓跋瑾传,,
20005,OT_LIEZHUAN,1005,列传-太子妃传,,
20006,OT_LIEZHUAN,1006,列传-李萧然传,,
20007,OT_LIEZHUAN,1007,列传-叱云柔传,,
20008,OT_LIEZHUAN,1008,列传-高月离传,,
30000,OT_WAIGUAN_SHOP,100,易容商店购买,,
30001,OT_WAIGUAN_SHOP,101,易容商店购买,,
30002,OT_WAIGUAN_SHOP,200,服饰商店购买,,
30003,OT_WAIGUAN_SHOP,201,服饰商店购买,,
30004,OT_HUANZHUANG_COMPOSE,,尚衣署制作,,
40001,OT_LEAGUE,LJT_MAIN,前往家族,,
40002,OT_LEAGUE,LJT_DONATE,前往捐献,,
40003,OT_LEAGUE,LJT_URBAN_MANAGEMENT,前往外交厅,,
40004,OT_LEAGUE,LJT_ZHENG_WU,前往政务厅,,
40005,OT_LEAGUE,LJT_LEAGUE_CAMPAIGN,前往挑战家族首领,,
50001,OT_LIEMING,1,花冢第一冢,,
50002,OT_LIEMING,2,花冢第二冢,,
50003,OT_LIEMING,3,花冢第三冢,,
50004,OT_LIEMING,4,花冢第四冢,,
50005,OT_LIEMING,5,花冢第五冢,,
50006,OT_LIEMING,6,花冢第六冢,,
50007,OT_LIEMING,7,花冢第七冢,,
50008,OT_LIEMING,8,花冢第八冢,,
50009,OT_LIEMING,9,花冢第九冢,,
50010,OT_LIEMING,10,花冢第十冢,,
50011,OT_LIEMING,11,花冢第十一冢,,
50012,OT_LIEMING,12,花冢第十二冢,,
50013,OT_LIEMING,13,花冢第十三冢,,
50014,OT_LIEMING,14,花冢第十四冢,,
50015,OT_LIEMING,15,花冢第十五冢,,
50016,OT_LIEMING,16,花冢第十六冢,,
50017,OT_LIEMING,17,花冢第十七冢,,
50018,OT_LIEMING,18,花冢第十八冢,,
50019,OT_EQUIPMENT_COMPOSE,,花魂育花,,
50020,OT_VIP,,贵族特权,,
50021,OT_EQUIPMENT_LOTTERY,,珍宝阁,,
50022,OT_EQUIPMENT,HandBook,花魂图鉴,,
60001,OT_XINWU_EXCHANGE,,信物兑换,,
