id,name,female_plot,male_plot,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,next_plot,events.events.type,events.events.arg,events.events.arg,fief_events.events.type,fief_events.events.arg,fief_events.events.arg,lock_option
450002,,,,BACKGROUND,sprites/juqing_dadian2,,,MUSIC,music/xuanyi1,open,,ACTOR_ANIMATION,202,middle_appear,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,边烽警榆塞，侠客度桑乾。没错，本次的考题与江湖侠客有关。,,,,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,江湖侠客身手敏捷，骁勇善战，我想你们已经知道该穿着怎样的服装了吧。,,,,,,,,,,,,,NAME,我,,,SUBTITLE,江湖侠客吗，有点意思。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450003,,,,BACKGROUND,sprites/juqing_dadian2,,,MUSIC,music/xuanyi1,open,,ACTOR_ANIMATION,202,middle_appear,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,每年冬日，圣上将统领群臣祭祀上天。,,,,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,礼乐祭祀时的穿着礼仪，便是本日的题目。,,,,,,,,,,,,,NAME,我,,,SUBTITLE,看来这次，就是要穿上和奏乐相关的服饰了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450004,,,,BACKGROUND,sprites/juqing_dadian2,,,MUSIC,music/xuanyi1,open,,ACTOR_ANIMATION,202,middle_appear,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,我大魏以武立国，官员无论文武，随时都应准备提枪纵马，征战沙场。,,,,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,你们的穿着，得能震慑住我大魏军中的儿郎。,,,,,,,,,,,,,NAME,我,,,SUBTITLE,军人的穿戴么。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450005,,,,BACKGROUND,sprites/juqing_dadian2,,,MUSIC,music/xuanyi1,open,,ACTOR_ANIMATION,202,middle_appear,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,此次的考题，与宫廷舞蹈相关。,,,,,LIGHT_ACTOR,202,,,NAME,拓跋翰,,,SUBTITLE,宫廷舞蹈最是考验魅力、才华与气质。要求舞者面面俱到，更要准备合适的华服进行表演。,,,,,,,,,,,,,NAME,我,,,SUBTITLE,宫廷舞蹈应该身着怎样的装扮呢？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490101,,,,BACKGROUND,sprites/juqing_huanggong1,,,MUSIC,music/richang1,open,,SUBTITLE,[旁白]前些日子接到宫里的旨意，皇后殿下设宴招待朝中重臣，邀请尚书府几位小姐少爷务必前往。,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,106,left_appear,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,虽说不是皇上设的正宴，可皇后殿下此举的确也有拉拢之心，可莫要穿的太过寒酸了。,,,,,,,,,ACTOR_ANIMATION,101,right_appear,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,二姐还没想好要穿什么吗？,,,,,,,,,NAME,我,,,SUBTITLE,我没有接触过皇后殿下，全然不知应该如何投其所好。,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,107,left_appear,,ACTOR_ANIMATION,106,left_disappear,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,皇后殿下吗？我倒是有过一面之缘，不怒自威，有母仪天下之风，若是穿得太过轻佻可不太好。,,,,,,,,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,既然是去宫中，还是要挑选足够奢华的衣服，若是再能显得成熟沉稳就再好不过了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490201,,,,BACKGROUND,sprites/juqing_qinglou,,,MUSIC,music/richang1,open,,SUBTITLE,[旁白]琴瑟争鸣，红绡满布。正是初夏音律大家斗艺之时。,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,105,middle_appear,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,相比之前琴台雅集的阳春白雪，这次的集会反而更加雅俗并包。,,,,,,,,,NAME,我,,,SUBTITLE,七殿下会邀请我来参加，我很是意外呢。,,,,,,,,,,,,,,,,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,音律并不仅仅是文人雅士的专属，反而更能反映生活，反映身边的草木湖海。听说你还有准备一首曲子？,,,,,,,,,,,,,NAME,我,,,SUBTITLE,一首拙作，便当做抛砖引玉。,,,,,,,,,,,,,,,,,,,,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,就穿你身上的这身衣服演奏吗？,,,,,,,,,,,,,NAME,我,,,SUBTITLE,当然不是，衣饰应与心境曲意相称，我这就要去换一身的。,,,,,,,,,,,,,LIGHT_ACTOR,105,,,NAME,拓跋瑾,,,SUBTITLE,不仅是为了奏乐，身为尚书之女，既有大家闺秀的端庄又有奏曲之人的风流，才是最为绝妙的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490301,,,,BACKGROUND,sprites/bg_masterroom1,,,MUSIC,music/qingsong1,open,,ACTOR_ANIMATION,204,right_appear,,LIGHT_ACTOR,204,,,NAME,李常喜,,,SUBTITLE,二姐！可别在睡了，先生马上就要到了！,,,,,SUBTITLE,[旁白]听到李常喜叫我，我才恍然想起父亲说不能让家里的小姐少爷们荒废了学业，请了位教书先生在府上教习。,,,,,,,,,,,,,,,,,,,,,SUBTITLE,[旁白]睡眼惺忪地揉了揉乱糟糟的鬓发，就见白芷紫烟已经进来了。,,,,,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,218,left_appear,,LIGHT_ACTOR,218,,,NAME,白芷,,,SUBTITLE,人家先生今天头一天到府上，小姐若现在就迟到，可是又给大夫人抓住把柄了。,,,,,,,,,NAME,我,,,SUBTITLE,好好，那我们快些梳洗更衣吧。,,,,,,,,,,,,,,,,,,,,,LIGHT_ACTOR,204,,,NAME,李常喜,,,SUBTITLE,今日既然是要去念书，还是穿一身书墨气质的衣服吧。,,,,,,,,,,,,,LIGHT_ACTOR,218,,,NAME,白芷,,,SUBTITLE,不过小姐如此青春丽质，也不需要太过死板，简单活泼一些，先生肯定会喜欢的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490401,,,,BACKGROUND,sprites/juqing_yuanlin,,,MUSIC,music/shenqing,open,,ACTOR_ANIMATION,103,middle_appear,,LIGHT_ACTOR,103,,,NAME,拓跋余,,,SUBTITLE,前日邀请二小姐同来耦香园赏灯游园，却未曾想你当真会答应。,,,,,NAME,我,,,SUBTITLE,早前便听说耦香园睡莲盛开，夏季夜晚赏灯纳凉，本就是件乐事，我又为何要拒绝殿下的好意呢？,,,,,,,,,,,,,,,,,LIGHT_ACTOR,103,,,NAME,拓跋余,,,SUBTITLE,本王已备下一只画舫，二小姐可愿同我湖中同游？,,,,,,,,,,,,,NAME,我,,,SUBTITLE,殿下美意，小女当然乐意，只是……,,,,,,,,,,,,,,,,,LIGHT_ACTOR,103,,,NAME,拓跋余,,,SUBTITLE,只是如何？,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,殿下的画舫金漆玉饰、雕龙画凤，好生奢华，我这一身素衣着实不能相称，殿下可能待小女换上一身衣服再来？,,,,,,,,,,,,,,,,,LIGHT_ACTOR,103,,,NAME,拓跋余,,,SUBTITLE,本王拭目以待。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490501,,,,BACKGROUND,sprites/juqing_lifu2,,,MUSIC,music/richang2,open,,SUBTITLE,[旁白]今日老夫人邀请了玉泉寺的高僧来府上讲习佛法，要全部家眷院内冥想祈福。,,,,,,,,,,,,,,,,,SUBTITLE,[旁白]可坐了许久也没有结束，坐在旁边的李敏德便偷偷拍了拍我的肩膀。,,,,,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,101,middle_appear,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,二姐，这冥想好生无趣……,,,,,,,,,NAME,我,,,SUBTITLE,嘘……莫要被大夫人听见，一会儿又要说你了。,,,,,,,,,,,,,,,,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,她哪里听得到，你看，都睡着了。,,,,,,,,,,,,,,,,,SUBTITLE,[旁白]我顺着他说的看去，果然叱云柔虽然仍保持着盘坐的姿势，头却已经低下睡着了，也忍不住笑了起来。,,,,,,,,,,,,,,,,,,,,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,二姐，我们逃出去玩儿吧，我知道一处好地方，有山有水，还能打些野味！,,,,,,,,,NAME,我,,,SUBTITLE,真的？可是……若是被发现了，怎么说？,,,,,,,,,,,,,,,,,,,,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,交给我就是了！,,,,,NAME,我,,,SUBTITLE,不过我这一身衣服可不适合出门郊游，你先待我回房间换上一身清凉方便的衣服，我们后院集合！,,,,,,,,,,,,,LIGHT_ACTOR,101,,,NAME,李敏德,,,SUBTITLE,一言为定！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490601,,,,BACKGROUND,sprites/bg_masterroom2,,,MUSIC,music/xuanyi1,open,,SUBTITLE,[旁白]一夜风雨没停歇，我睡得不是很安稳，隐隐约约听到了些许打斗的声音。,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,难道说出事了？,,,,,,,,,,,,,,,,,NAME,女子,,,SUBTITLE,救命啊……救……,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,女子的求救声？不行，我得去看看。,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,218,middle_appear,,LIGHT_ACTOR,218,,,NAME,白芷,,,SUBTITLE,小姐？还没睡吗？,,,,,,,,,,,,,NAME,我,,,SUBTITLE,已经打算睡了，白芷你也早些睡吧，外面听起来不太平，你莫要出门。,,,,,,,,,,,,,,,,,LIGHT_ACTOR,218,,,NAME,白芷,,,SUBTITLE,嗯，我方才也听到了打斗的声响，不过我们尚书府内自然是安全的，小姐早些睡吧。,,,,,,,,,SUBTITLE,[旁白]这件事还是不要惊动白芷为好，更重要的是，不能给尚书府招惹是非，怎么办才好呢？,,,,,,,,,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,对了，换上一身隐蔽的夜行衣应该就没问题了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490701,,,,BACKGROUND,sprites/juqing_huanggong3,,,MUSIC,music/yuehui,open,,ACTOR_ANIMATION,212,middle_appear,,LIGHT_ACTOR,212,,,NAME,太子妃,,,SUBTITLE,今日邀请诸位太子府小聚，实在荣幸，我听闻尚书府的长女李长乐舞技超绝，不知可否给大家献上一曲助助兴？,,,,,SUBTITLE,[旁白]太子妃设宴，酒过三巡，她主动提出要李长乐献舞。,,,,,,,,,,,,,,,,,,,,,SUBTITLE,[旁白]李长乐前些日子出门遇到歹人，受了些伤，虽然表面看起来没有大碍，但要是献舞却很勉强，此事李府不愿声张，可太子妃执意邀约，该如何是好呢？,,,,,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,106,middle_appear,,ACTOR_ANIMATION,212,middle_disappear,,LIGHT_ACTOR,106,,,NAME,李长乐,,,SUBTITLE,小女……,,,,,NAME,我,,,SUBTITLE,太子妃殿下，我长姐的舞技想必大家都见识过了，而小女最近习得一支外邦舞曲，不知各位可愿给小女个机会？,,,,,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,102,middle_appear,,ACTOR_ANIMATION,106,middle_disappear,,LIGHT_ACTOR,102,,,NAME,拓跋浚,,,SUBTITLE,相识许久，却从未见过你跳舞，如此甚好。,,,,,NAME,我,,,SUBTITLE,感谢高阳王提携，那待小女换上一身舞衣便为各位献舞。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490801,,,,BACKGROUND,sprites/juqing_simiao2,,,MUSIC,music/richang1,open,,SUBTITLE,[旁白]东岳巍峨，夙彼晨霞，钟鸣声阵阵，正是东岳祭天之时。,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,我不过是尚书府一个普通的庶女，皇上陛下竟会允许我参与祭典，着实受宠若惊。,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,102,middle_appear,,LIGHT_ACTOR,102,,,NAME,拓跋浚,,,SUBTITLE,虽然你是庶女，同时却也是皇上亲封的县主，参加祭典无可厚非。,,,,,,,,,NAME,我,,,SUBTITLE,我从未参加过这样的祭典，不知应该注意些什么。,,,,,,,,,,,,,,,,,LIGHT_ACTOR,102,,,NAME,拓跋浚,,,SUBTITLE,礼仪之类的自然有人同你讲清，但最好还是提前准备好一套参加祭典的服饰比较好。,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,华丽、庄重，这些我都明白……,,,,,,,,,,,,,,,,,LIGHT_ACTOR,102,,,NAME,拓跋浚,,,SUBTITLE,只追求华丽庄重可不够，山上不同平地，气候严寒寒，还要注意保暖才是。,,,,,,,,,NAME,我,,,SUBTITLE,多谢提点了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490901,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/shuqing2,open,,ACTOR_ANIMATION,107,middle_appear,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,二姐，你可懂梨园之艺？,,,,,SUBTITLE,[旁白]晴好的傍晚，我与常茹在庭院假山旁乘凉，却听到远处有琴瑟戏曲之声传来，常茹托着脸转而问我。,,,,,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,我虽然听过一些，但算不上太懂。,,,,,,,,,,,,,,,,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,那你想不想跟我过去看看？,,,,,,,,,,,,,NAME,我,,,SUBTITLE,你说外面？,,,,,,,,,,,,,,,,,,,,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,嗯！其实没到夏天暮色降临之后，平城多处都会请戏班子搭台唱戏，可是我娘嫌这些都是些三教九流的东西，不许我多看。,,,,,,,,,,,,,NAME,我,,,SUBTITLE,原来是这样……乘凉听戏本是件乐事，如此将你关在家中的确不合适，不如我带你出去看看？,,,,,,,,,,,,,LIGHT_ACTOR,107,,,NAME,李常茹,,,SUBTITLE,好呀，那我们都先换上一身适合戏曲的衣服吧！一会儿我在院子门口的海棠树下等你。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491001,,,,BACKGROUND,sprites/juqing_zhangpeng1,,,MUSIC,music/zhandou1,open,,ACTOR_ANIMATION,110,middle_appear,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,以为你会临阵脱逃，没想到还真有勇气。,,,,,NAME,我,,,SUBTITLE,你叱云军驻扎我的封地，是皇上亲派上阵督军，怎有脱逃的道理。,,,,,,,,,,,,,,,,,LIGHT_ACTOR,110,,,NAME,叱云南,,,SUBTITLE,原来你就是穿着这样的衣服来军营督军的吗？果然是文官之女。,,,,,,,,,,,,,SUBTITLE,[旁白]叱云南皱起眉头，很不耐烦，我才意识到接旨匆忙，还未来得及换下衣裙。,,,,,,,,,,,,,,,,,,,,,NAME,我,,,SUBTITLE,此时不劳叱云将军操心，你也不必因为我是文官之女而看轻我，校场之上，一定让你见到一个不同以往的李二小姐！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491101,,,,BACKGROUND,sprites/juqing_jiedao1,,,MUSIC,music/youmo,open,,NAME,我,,,SUBTITLE,你这是要带我去什么地方啊？,,,,,,,,,,,,,ACTOR_ANIMATION,102,middle_appear,,LIGHT_ACTOR,102,,,NAME,拓跋浚,,,SUBTITLE,今日南城庙会，你不想去看看？,,,,,,,,,NAME,我,,,SUBTITLE,庙会？你作为高阳王去那种地方可是会引发骚动的！,,,,,,,,,,,,,,,,,LIGHT_ACTOR,102,,,NAME,拓跋浚,,,SUBTITLE,天下人都说高阳王如何如何，可是又有几个人真的见过我长什么样子呢？,,,,,,,,,,,,,NAME,我,,,SUBTITLE,唔，你这么说倒也有些道理。不过庙会上什么好玩儿的呢？,,,,,,,,,,,,,,,,,,,,,LIGHT_ACTOR,102,,,NAME,拓跋浚,,,SUBTITLE,让我想想啊……杂曲百戏，锤丸灯谜，各种小吃，还有投壶！,,,,,,,,,,,,,NAME,我,,,SUBTITLE,投壶！我喜欢这个，那殿下稍等，我换上一身适合出游的轻便衣服就随你同去。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491201,,,,BACKGROUND,sprites/juqing_huayuan1,,,MUSIC,music/youmo,open,,NAME,我,,,SUBTITLE,啊……我受不了了！为什么天气这么热！,,,,,,,,,,,,,NAME,我,,,SUBTITLE,紫烟，我还想喝冰糖水……,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,219,left_appear,,LIGHT_ACTOR,219,,,NAME,紫烟,,,SUBTITLE,小姐，都喝了三碗了，可不能再喝了，不然闹了肚子我们都担待不起的。,,,,,,,,,ACTOR_ANIMATION,218,right_appear,,LIGHT_ACTOR,218,,,NAME,白芷,,,SUBTITLE,小姐你就饶了我和紫烟吧，大夫人说了，李府全家要去清泉谷避暑禅修，今天下午就出发。,,,,,,,,,NAME,我,,,SUBTITLE,真的？太好了。,,,,,,,,,,,,,,,,,,,,,LIGHT_ACTOR,218,,,NAME,白芷,,,SUBTITLE,不过禅修也没有小姐你想的那么简单，要潜心修行，吃斋戒躁，马上就要出发了，小姐快去换上一身儒雅清凉的衣服吧。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
