id,name,desc,icon,quality,stack_count,type,use_conditions.conditions.type,use_conditions.conditions.arg,use_conditions.conditions.arg,use_conditions.conditions.type,use_conditions.conditions.arg,use_conditions.conditions.arg,max_use_count,use_events.events.type,use_events.events.arg,use_events.events.arg,use_events.events.type,use_events.events.arg,use_events.events.arg,target_events.events.type,target_events.events.arg,target_events.events.arg,sell_events.events.type,sell_events.events.arg,sell_events.events.arg,direct_use,tags,origins,origins,origins,origins,buy_desc,everyday_use_count
216,谈氏信物,“曾几何时，我也拥有美好的青春容颜。”赠送给佳等伙伴谈氏的信物。,icon/xinwu/xinwu_tanshi,4,999,ACTOR_FRAGMENT,COST_ITEM,216,1,,,,,CHANGE_ACTOR_INTIMACY,216,5,,,,,,,ADD_RESOURCE,GOLD,100,,,615,212,60001,,,
217,君桃信物,匕首锋利，人心温暖。赠送给绝等伙伴君桃的信物。,icon/xinwu/xinwu_juntao,5,999,ACTOR_FRAGMENT,COST_ITEM,217,1,,,,,CHANGE_ACTOR_INTIMACY,217,5,,,,,,,ADD_RESOURCE,GOLD,100,,,615,214,60001,,,
218,白芷信物,一梳忘记烦恼，二梳永远不老，三梳……赠送给佳等伙伴白芷的信物。,icon/xinwu/xinwu_ybaizhi,4,999,ACTOR_FRAGMENT,COST_ITEM,218,1,,,,,CHANGE_ACTOR_INTIMACY,218,5,,,,,,,ADD_RESOURCE,GOLD,100,,,615,212,60001,,,
219,紫烟信物,小小的妆匣，却能装下整个世界。赠送给佳等伙伴紫烟的信物。,icon/xinwu/xinwu_ziyan,4,999,ACTOR_FRAGMENT,COST_ITEM,219,1,,,,,CHANGE_ACTOR_INTIMACY,219,5,,,,,,,ADD_RESOURCE,GOLD,100,,,615,212,60001,,,
220,檀香信物,香，能让人浮躁的内心安静下来。赠送给佳等伙伴檀香的信物。,icon/xinwu/xinwu_tanxiang,4,999,ACTOR_FRAGMENT,COST_ITEM,220,1,,,,,CHANGE_ACTOR_INTIMACY,220,5,,,,,,,ADD_RESOURCE,GOLD,100,,,615,212,60001,,,
221,焦统领信物,少时沙场上的荣耀，依然历历在目。赠送给佳等伙伴焦统领的信物。,icon/xinwu/xinwu_jiaotongling,4,999,ACTOR_FRAGMENT,COST_ITEM,221,1,,,,,CHANGE_ACTOR_INTIMACY,221,5,,,,,,,ADD_RESOURCE,GOLD,100,,,615,212,60001,,,
222,春茗信物,鲤鱼戏水，不失为一出好戏。赠送给佳等伙伴春茗的信物。,icon/xinwu/xinwu_chunming,4,999,ACTOR_FRAGMENT,COST_ITEM,222,1,,,,,CHANGE_ACTOR_INTIMACY,222,5,,,,,,,ADD_RESOURCE,GOLD,100,,,615,212,60001,,,
223,承德信物,“御赐令牌在此！你们可听好了，我叫承德……”赠送给佳等伙伴承德的信物。,icon/xinwu/xinwu_chengde,4,999,ACTOR_FRAGMENT,COST_ITEM,223,1,,,,,CHANGE_ACTOR_INTIMACY,223,5,,,,,,,ADD_RESOURCE,GOLD,100,,,615,212,60001,,,
224,承安信物,“御赐令牌在此！有谁敢不从！”赠送给佳等伙伴承安的信物。,icon/xinwu/xinwu_chengan,4,999,ACTOR_FRAGMENT,COST_ITEM,224,1,,,,,CHANGE_ACTOR_INTIMACY,224,5,,,,,,,ADD_RESOURCE,GOLD,100,,,615,212,60001,,,
225,周忘尘信物,“请给我一束你的头发，让我来给你算一卦吧。”赠送给佳等伙伴周忘尘的信物。,icon/xinwu/xinwu_zhouwangchen,4,999,ACTOR_FRAGMENT,COST_ITEM,225,1,,,,,CHANGE_ACTOR_INTIMACY,225,5,,,,,,,ADD_RESOURCE,GOLD,100,,,615,212,60001,,,
226,张安寿信物,看透这红尘，参透这玄机。赠送给佳等伙伴张安寿的信物。,icon/xinwu/xinwu_zhanganshou,4,999,ACTOR_FRAGMENT,COST_ITEM,226,1,,,,,CHANGE_ACTOR_INTIMACY,226,5,,,,,,,ADD_RESOURCE,GOLD,100,,,615,212,60001,,,
227,红罗信物,赠送给佳等伙伴红罗的信物。,icon/xinwu/xinwu_hongluo,4,999,ACTOR_FRAGMENT,COST_ITEM,227,1,,,,,CHANGE_ACTOR_INTIMACY,227,5,,,,,,,ADD_RESOURCE,GOLD,100,,,615,212,20001,60001,,
228,明叔信物,一声主人，一世主人。赠送给佳等伙伴明叔的信物。,icon/xinwu/xinwu_mingshu,4,999,ACTOR_FRAGMENT,COST_ITEM,228,1,,,,,CHANGE_ACTOR_INTIMACY,228,5,,,,,,,ADD_RESOURCE,GOLD,100,,,615,212,60001,,,
229,静妃信物,选择一种活法，对于女人很重要。赠送给佳等伙伴静妃的信物。,icon/xinwu/xinwu_jinfei,4,999,ACTOR_FRAGMENT,COST_ITEM,229,1,,,,,CHANGE_ACTOR_INTIMACY,229,5,,,,,,,ADD_RESOURCE,GOLD,100,,,615,212,60001,,,
230,万安公主信物,“本公主最爱最爱的东西，就是这天下各种各样的鞭子。”赠送给佳等伙伴万安公主的信物。,icon/xinwu/xinwu_wanangongzhu,4,999,ACTOR_FRAGMENT,COST_ITEM,230,1,,,,,CHANGE_ACTOR_INTIMACY,230,5,,,,,,,ADD_RESOURCE,GOLD,100,,,615,212,60001,,,
301,风阡陌信物,赠送给良等伙伴风阡陌的信物。,icon/xinwu/xinwu_fengqianmo,3,999,ACTOR_FRAGMENT,COST_ITEM,301,1,,,,,CHANGE_ACTOR_INTIMACY,301,5,,,,,,,ADD_RESOURCE,GOLD,100,,,11,20,60001,,,
302,白法师信物,“天机不可泄露。不过你若真想知道，我可以告诉你。”赠送给良等伙伴白法师的信物。,icon/xinwu/xinwu_baifashi,3,999,ACTOR_FRAGMENT,COST_ITEM,302,1,,,,,CHANGE_ACTOR_INTIMACY,302,5,,,,,,,ADD_RESOURCE,GOLD,100,,,10,21,60001,,,
303,苏余音信物,赠送给良等伙伴苏余音的信物。,icon/xinwu/xinwu_suyuyin,3,999,ACTOR_FRAGMENT,COST_ITEM,303,1,,,,,CHANGE_ACTOR_INTIMACY,303,5,,,,,,,ADD_RESOURCE,GOLD,100,,,12,22,60001,,,
304,欧阳雅信物,赠送给良等伙伴欧阳雅的信物。,icon/xinwu/xinwu_ouyangya,3,999,ACTOR_FRAGMENT,COST_ITEM,304,1,,,,,CHANGE_ACTOR_INTIMACY,304,5,,,,,,,ADD_RESOURCE,GOLD,100,,,13,23,60001,,,
305,吕蝉信物,赠送给良等伙伴吕蝉的信物。,icon/xinwu/xinwu_lvchan,3,999,ACTOR_FRAGMENT,COST_ITEM,305,1,,,,,CHANGE_ACTOR_INTIMACY,305,5,,,,,,,ADD_RESOURCE,GOLD,100,,,14,24,60001,,,
306,洛水荷信物,赠送给良等伙伴洛水荷的信物。,icon/xinwu/xinwu_luoshuihe,3,999,ACTOR_FRAGMENT,COST_ITEM,306,1,,,,,CHANGE_ACTOR_INTIMACY,306,5,,,,,,,ADD_RESOURCE,GOLD,100,,,15,25,60001,,,
307,于音信物,赠送给良等伙伴于音的信物。,icon/xinwu/xinwu_yuyin,3,999,ACTOR_FRAGMENT,COST_ITEM,307,1,,,,,CHANGE_ACTOR_INTIMACY,307,5,,,,,,,ADD_RESOURCE,GOLD,100,,,16,26,60001,,,
308,阿紫信物,赠送给良等伙伴阿紫的信物。,icon/xinwu/xinwu_azi,3,999,ACTOR_FRAGMENT,COST_ITEM,308,1,,,,,CHANGE_ACTOR_INTIMACY,308,5,,,,,,,ADD_RESOURCE,GOLD,100,,,17,27,60001,,,
309,欧阳岚信物,赠送给良等伙伴欧阳岚的信物。,icon/xinwu/xinwu_ouyanglan,3,999,ACTOR_FRAGMENT,COST_ITEM,309,1,,,,,CHANGE_ACTOR_INTIMACY,309,5,,,,,,,ADD_RESOURCE,GOLD,100,,,18,28,60001,,,
310,古夜信物,赠送给良等伙伴古夜的信物。,icon/xinwu/xinwu_guye,3,999,ACTOR_FRAGMENT,COST_ITEM,310,1,,,,,CHANGE_ACTOR_INTIMACY,310,5,,,,,,,ADD_RESOURCE,GOLD,100,,,19,29,60001,,,
311,改名卡,用于改名功能。,icon/item/gaimingka,5,999,ITEM,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,5,,,,,
312,家族改名卡,用于家族改名。,icon/item/gaimingka_league,5,999,ITEM,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,5,,,,,
10001,玩家经验丹,GM道具，加100点玩家经验。,icon/item/danyao_xuanyuandan,5,999,ITEM,COST_ITEM,10001,1,,,,,ADD_RESOURCE,EXP,100,,,,,,,ADD_RESOURCE,GOLD,100,True,,,,,,,
10002,小福袋,祈福树中可以让10个人领取的装着小额金饼的口袋。,icon/item/xiaofudai,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,211,,,,,
10003,中福袋,祈福树中可以让10个人领取的装着金饼的口袋。,icon/item/zhongfudai,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,211,,,,,
10004,大福袋,祈福树中可以让10个人领取的装着大额金饼的口袋。,icon/item/dafudai,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
10005,行事文书,用于家族各种事务的消耗，通过家族每日任务获得。,icon/item/wenshu,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
11001,首周冲刺礼包一,打开后获得史书注释*10，医书注释*10，兵书注释*10，银饼*30000。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,11001,1,,,,,DROP,31001,1,,,,,,,ADD_RESOURCE,GOLD,100,True,,,,,,,
11002,首周冲刺礼包二,打开后获得桂花糕*10，雁翎刀*3，木战鼓*3，锦船帆*3，玲珑枪*3。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,11002,1,,,,,DROP,31002,1,,,,,,,ADD_RESOURCE,GOLD,101,True,,,,,,,
11003,首周冲刺礼包三,打开后桂花糕*10，获得高级时装材料礼包*3，中级时装材料礼包*3，初级时装材料礼包*3。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,11003,1,,,,,DROP,31003,1,,,,,,,ADD_RESOURCE,GOLD,102,True,,,,,,,
11004,首周冲刺礼包四,打开后学识礼包*8，甜蜜蜜*1，玫瑰*99。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,11004,1,,,,,DROP,31004,1,,,,,,,ADD_RESOURCE,GOLD,103,True,,,,,,,
11005,首周冲刺礼包五,打开后百年好合*1，一往情深*1，玫瑰*99，阅历*50000。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,11005,1,,,,,DROP,31005,1,,,,,,,ADD_RESOURCE,GOLD,104,True,,,,,,,
11006,首周冲刺礼包六,打开后获得诰命*500，铜狮甲*1，杏黄旗*1，虎皮衣*1，银月锚*1。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,11006,1,,,,,DROP,31006,1,,,,,,,ADD_RESOURCE,GOLD,105,True,,,,,,,
11007,首周冲刺礼包七,打开后获得天山玉露*3，仙柳露*6，花魂养成礼包*6。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,11007,1,,,,,DROP,31007,1,,,,,,,ADD_RESOURCE,GOLD,106,True,,,,,,,
11008,次周冲刺礼包一,打开后获得赏花券*10，化花灵符*10，花魂养成礼包*5。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,11008,1,,,,,DROP,31008,1,,,,,,,ADD_RESOURCE,GOLD,107,True,,,,,,,
11009,次周冲刺礼包二,打开后获得食盒*3，锦缎名流帖*3，精致烟花*3。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,11009,1,,,,,DROP,31009,1,,,,,,,ADD_RESOURCE,GOLD,108,True,,,,,,,
11010,次周冲刺礼包三,打开后获得银月锚*3，杏黄旗*3，诰命*300。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,11010,1,,,,,DROP,31010,1,,,,,,,ADD_RESOURCE,GOLD,109,True,,,,,,,
11011,次周冲刺礼包四,打开后获得虎皮衣*3，铜狮甲*3，诰命*300。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,11011,1,,,,,DROP,31011,1,,,,,,,ADD_RESOURCE,GOLD,110,True,,,,,,,
11012,次周冲刺礼包五,打开后获得山贼财宝*1，神秘海图*1，诰命*300。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,11012,1,,,,,DROP,31012,1,,,,,,,ADD_RESOURCE,GOLD,111,True,,,,,,,
11013,次周冲刺礼包六,打开后获得祭祀神像*1，叛军虎符*1，诰命*300。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,11013,1,,,,,DROP,31013,1,,,,,,,ADD_RESOURCE,GOLD,112,True,,,,,,,
11014,次周冲刺礼包七,打开后获得学识礼包*15，阅历*80000，银饼*250000。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,11014,1,,,,,DROP,31014,1,,,,,,,ADD_RESOURCE,GOLD,113,True,,,,,,,
13001,桃花时装礼包,打开后可获得紫色时装套装桃花。,icon/item/giftbox_1,4,1,ITEM,COST_ITEM,13001,1,,,,,DROP,50401,1,,,,,,,ADD_RESOURCE,GOLD,113,True,,,,,,,
13002,邀月时装礼包,打开后可获得橙色时装套装邀月。,icon/item/giftbox_1,5,1,ITEM,COST_ITEM,13002,1,,,,,DROP,50402,1,,,,,,,ADD_RESOURCE,GOLD,113,True,,,,,,,
14001,木槿套装礼包,打开后可获得一整套（4件）蓝色木槿花魂。,icon/item/giftbox_1,3,1,ITEM,COST_ITEM,14001,1,,,,,DROP,50403,1,,,,,,,ADD_RESOURCE,GOLD,113,True,,,,,,,
50001,毒药,用于封地活动。,icon/item/chanwu_mianxu,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,113,,,201,,,,,
50004,棉絮,棉花制成织物，保暖效果极好，封地布庄产出，用于时装制作。,icon/item/chanwu_mianxu,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,203,55,50,,,
50005,蚕丝,熟蚕结茧时形成的天然丝线，封地布庄产出，用于时装制作。,icon/item/chanwu_cansi,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,203,55,50,,,
50006,绸缎,柔软有光泽的丝织物，封地布庄产出，用于时装制作。,icon/item/chanwu_jiaoshaxian,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,203,55,50,,,
50007,飞云金线,华丽高贵的金色丝线，李长乐就是用此线为老夫人绣的百寿图，封地布庄产出，用于时装制作。,icon/item/chanwu_feiyunjinxian,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,203,55,50,,,
50008,银矿,封地矿场产出，用于时装制作。,icon/item/chanwu_yinkuang,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,204,55,50,,,
50009,金矿,封地矿场产出，用于时装制作。,icon/item/chanwu_jinkuang,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,204,55,50,,,
50010,翡翠,封地矿场产出，用于时装制作。,icon/item/chanwu_feicui,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,204,55,50,,,
50011,钻石,封地矿场产出，用于时装制作。,icon/item/chanwu_zuanshi,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,204,55,50,,,
50012,玛瑙,封地商会产出，用于时装制作。,icon/item/chanwu_manao,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,201,55,50,,,
50013,珊瑚,封地商会产出，用于时装制作。,icon/item/chanwu_shanhu,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,201,55,50,,,
50014,玉如意,封地商会产出，用于时装制作。,icon/item/chanwu_yuruyi,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,201,55,50,,,
50015,夜明珠,封地商会产出，用于时装制作。,icon/item/chanwu_yemingzhu,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,201,55,50,,,
50016,何首乌,封地医馆产出，可用于家族任务。,icon/item/chanwu_heshouwu,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,199,,,,,
50017,雪莲,封地医馆产出，可用于家族任务。,icon/item/chanwu_xuelian,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,199,,,,,
50018,人参,封地医馆产出，可用于家族任务。,icon/item/chanwu_renshen,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,199,,,,,
50019,灵芝,封地医馆产出，可用于家族任务。,icon/item/chanwu_lingzhi,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,199,,,,,
50020,十年,封地酒馆产出，可用于家族任务。,icon/item/chanwu_shinian,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,200,,,,,
50021,女儿红,封地酒馆产出，可用于家族任务。,icon/item/chanwu_nverhong,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,200,,,,,
50022,猴儿酿,封地酒馆产出，可用于家族任务。,icon/item/chanwu_houerniang,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,200,,,,,
50023,竹叶青,封地酒馆产出，可用于家族任务。,icon/item/chanwu_zhuyeqing,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,200,,,,,
50024,旅人遗落,封地城防产出，可用于家族任务。,icon/item/chanwu_lvrenyiluo,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,202,,,,,
50025,小偷赃物,封地城防产出，可用于家族任务。,icon/item/chanwu_xiaotouzangwu,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,202,,,,,
50026,古墓宝物,封地城防产出，可用于家族任务。,icon/item/chanwu_gumubaowu,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,202,,,,,
50027,大盗宝藏,封地城防产出，可用于家族任务。,icon/item/chanwu_dadaobaozang,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,202,,,,,
5000,药材,山中生长的药材。宫斗-调理所需材料，降低负面宫斗效果持续时间。,icon/item/chanwu_heshouwu,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,5,50,,,,
5001,安神散,西域进贡的丹药。宫斗-下药所需材料，一段时间内减少目标防御。,icon/item/danyao_dingyandan,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,5,50,,,,
5002,刑具,从天牢流传出的器具。宫斗-责罚所需材料，一段时间内减少目标攻击。,icon/item/xingju,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,5,50,,,,
5003,罪状,写满罪状的书卷。宫斗-降罪所需材料，一段时间内目标被宫斗效果提升。,icon/item/zui,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,5,50,,,,
5004,珍宝,产自海中的珍宝，使用后可以获得5000美名。,icon/item/chanwu_yemingzhu,4,999,ITEM,COST_ITEM,5004,1,,,,99,ADD_RESOURCE,MEIMING,5000,,,,,,,ADD_RESOURCE,GOLD,100,True,,5,,,,,
5005,凤凰金针,由尚衣署高级匠师打造，用于增加大量服装强化经验。,icon/item/icon_jinzhen,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,5,,,,,
5006,初级时装材料礼包,打开后可以获得20个绿色或蓝色品质时装制作材料。,icon/item/icon_chujishizhuanglibao,3,999,ITEM,COST_ITEM,5006,1,,,,99,DROP,50201,20,,,,,,,ADD_RESOURCE,GOLD,100,True,,,,,,,
5007,中级时装材料礼包,打开后可以获得20个绿色、蓝色或紫色品质时装制作材料。,icon/item/icon_zhongjishizhuanglibao,4,999,ITEM,COST_ITEM,5007,1,,,,99,DROP,50202,20,,,,,,,ADD_RESOURCE,GOLD,100,True,,,,,,,
5008,高级时装材料礼包,打开后可以获得20个紫色或橙色品质时装制作材料。,icon/item/icon_gaojishizhuanglibao,5,999,ITEM,COST_ITEM,5008,1,,,,99,DROP,50203,20,,,,,,,ADD_RESOURCE,GOLD,100,True,,,,,,,
5009,灵州云线,由尚衣署高级匠师打造，用于增加少量服装强化经验。,icon/item/icon_lingzhouyunxian,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
5010,玉楼银丝,由尚衣署高级匠师打造，用于增加中量服装强化经验。,icon/item/icon_yulouyinsi,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
6001,青虾,府邸池塘产出的纯淡水虾，皮皮虾的兄弟，可用于府邸烹饪等。,icon/cailiao/icon_qingxia,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,IT_FISH,181,,,,,
6002,金鱼,府邸池塘产出的观赏性鱼类，小巧可爱，可用于府邸烹饪或兑换等。,icon/cailiao/icon_jinyu,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,IT_FISH,181,,,,,
6003,鲫鱼,府邸池塘产出的杂食性鱼类，被用于形容跟风，“过江名士多于鲫”，可用于府邸烹饪或兑换等。,icon/cailiao/icon_jiyu,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,IT_FISH,181,,,,,
6004,鲤鱼,府邸池塘产出的生活在泥底的鱼类，但是越过龙门，也是能化龙的，可用于府邸烹饪或兑换等。,icon/cailiao/icon_liyu,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,IT_FISH,181,,,,,
6005,青鱼,府邸池塘产出的普通的鱼类，体型大，味美，存在就是为了被吃，可用于府邸烹饪或兑换等。,icon/cailiao/icon_qingyu,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,IT_FISH,181,,,,,
6006,河蟹,府邸池塘产出的蟹类，其雌蟹之蟹黄可谓人间美味，可用于府邸烹饪等。,icon/cailiao/icon_hexie,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,IT_FISH,181,,,,,
6007,河蚌,府邸池塘产出的动物，比象拔蚌差远了，可用于府邸烹饪或兑换等。,icon/cailiao/icon_hebang,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,IT_FISH,181,,,,,
6008,黄鱼,府邸池塘产出的小鱼，听到它会想到可口的小鱼干，可用于府邸烹饪或兑换等。,icon/cailiao/icon_huangyu,3,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,IT_FISH,181,,,,,
6009,黄鳝,府邸池塘产出的蛇型鱼，由于喜欢往洞里钻，很容易被捕捉，可用于府邸烹饪等。,icon/cailiao/icon_huangshan,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,IT_FISH,181,,,,,
6010,鲢鱼,府邸池塘产出的美味鱼，烹饪口感特别好，可用于府邸烹饪或兑换等。,icon/cailiao/icon_caoyu,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,IT_FISH,181,,,,,
6011,银龙鱼,府邸池塘产出的贵重观赏鱼，仿佛一条银色的龙，可用于府邸烹饪或兑换等。,icon/cailiao/icon_yinlongyu,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,IT_FISH,181,,,,,
6012,鲈鱼,府邸池塘产出的美味鱼，无论是清蒸还是红烧都很好吃，可用于府邸烹饪或兑换等。,icon/cailiao/icon_luyu,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,IT_FISH,181,,,,,
6013,甲鱼,府邸池塘产出的甲鱼，据说已经在池塘生活了几百年，可用于府邸烹饪等。,icon/cailiao/icon_jiayu,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,IT_FISH,181,,,,,
6014,黑鱼,府邸池塘产出的大型鱼，虽然通体漆黑，但并不影响其美味，可用于府邸烹饪等。,icon/cailiao/icon_heiyu,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,IT_FISH,181,,,,,
6015,鳜鱼,府邸池塘产出的美味鱼，常用于做松鼠鳜鱼，非常美味，可用于府邸烹饪等。,icon/cailiao/icon_guiyu,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,IT_FISH,181,,,,,
6016,金龙鱼,府邸池塘产出的珍贵鱼，传闻钓到之人，均为天选之子，可用于府邸烹饪或兑换等。,icon/cailiao/icon_jinlongyu,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,IT_FISH,181,,,,,
6100,肉包,朴素的小肉包，但吃起来却意外的好吃，包含者烹饪者那淳淳心意，可用于府邸兑换。,icon/item/dishs_000,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6101,烫青菜,用清水煮好的青菜，洒以料汁，虽烹饪简单却让人喜欢，用于广开宴会等。,icon/item/dishs_001,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6102,香酥小青虾,将池塘产出的小虾，放入油锅，辅以作料，片刻后出锅，清脆可口，用于广开宴会等。,icon/item/dishs_002,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6103,虾饺,面粉包裹住虾仁，清蒸熟透后，美味四溢，闻着无不被其吸引，用于广开宴会等。,icon/item/dishs_003,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6104,泡菜,坛子腌制的泡菜，可以储存很久，适合做开胃小菜，用于广开宴会等。,icon/item/dishs_004,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6105,蛋花汤,府邸产出的佳肴，用于广开宴会等。,icon/item/dishs_005,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6106,鲫鱼煲,美味的鲫鱼煲，鱼肉细腻而不腥，汤汁可口而不腻，让人回味无穷，用于广开宴会等。,icon/item/dishs_006,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6107,红烧鲫鱼,以鲫鱼为主要食材烧制的美味私房菜，口味香辣可口，美容抗皱，营养价值丰富，用于广开宴会等。,icon/item/dishs_007,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6108,糖醋鲤鱼,山东济南传统名菜，色泽金黄，外焦内嫩，酸甜可口，香鲜味美，用于广开宴会等。,icon/item/dishs_008,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
6109,清蒸鲤鱼,美味可口的传统名菜，此菜松软细嫩，鲜醇清香，爽口不腻，用于广开宴会等。,icon/item/dishs_009,2,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,185,,,,,
