id,on_add.content,on_add.expression,on_remove.content,on_remove.expression,on_skillin.content,on_skillin.expression,on_skillout.content,on_skillout.expression,on_damagein.content,on_damagein.expression,on_damageout.content,on_damageout.expression,on_healin.content,on_healin.expression,on_healout.content,on_healout.expression,on_attackin.content,on_attackin.expression,on_buffin.content,on_buffin.expression,on_turn.content,on_turn.expression,on_turn_end.content,on_turn_end.expression,on_killout.content,on_killout.expression,on_killin.content,on_killin.expression,on_round.content,on_round.expression,on_roundend.content,on_roundend.expression,on_boomin.content,on_boomin.expression,on_boomout.content,on_boomout.expression,on_reviveout.content,on_reviveout.expression,on_revivein.content,on_revivein.expression,on_dodgein.content,on_dodgein.expression,on_dodgeout.content,on_dodgeout.expression
7516700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,真是顽冥不化。,,,,,,,,,,,,,,,
7516800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,看你往哪里跑！,,,,,,,,,,,,,,,
7516900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢还手？一起上啊！,,,,,,,,,,,,,,,
7517000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢还手？一起上啊！,,,,,,,,,,,,,,,
7517100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你把爷爷我惹恼了！,,,,,,,,,,,,,,,
7517200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢还手？抓起来！,,,,,,,,,,,,,,,
7517300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢还手？,,,,,,,,,,,,,,,
7517400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大夫人有令，抓起来！,,,,,,,,,,,,,,,
7517500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,抓起来，带走！,,,,,,,,,,,,,,,
7517600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢还手？一起上啊！,,,,,,,,,,,,,,,
7517700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你把爷爷我惹恼了！,,,,,,,,,,,,,,,
7517800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢还手？一起上啊！,,,,,,,,,,,,,,,
7517900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不好对付，大家一起上！,,,,,,,,,,,,,,,
7518000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冲撞圣上，该当何罪！,,,,,,,,,,,,,,,
7518100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你把爷爷我惹恼了！,,,,,,,,,,,,,,,
7518200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢还手？给我狠狠教训！,,,,,,,,,,,,,,,
7518300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,别怪我们不客气了！,,,,,,,,,,,,,,,
7518400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢还手？给我狠狠教训！,,,,,,,,,,,,,,,
7518500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你把爷爷我惹恼了！,,,,,,,,,,,,,,,
7518600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢还手？给我狠狠教训！,,,,,,,,,,,,,,,
7518700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢还手？给我狠狠教训！,,,,,,,,,,,,,,,
7518800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢还手？给我狠狠教训！,,,,,,,,,,,,,,,
7518900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大家一起上啊！,,,,,,,,,,,,,,,
7519000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢还手？给我狠狠教训！,,,,,,,,,,,,,,,
7519100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢还手？给我狠狠教训！,,,,,,,,,,,,,,,
7519200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,胆敢反抗？！,,,,,,,,,,,,,,,
7519300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,胆敢反抗？！,,,,,,,,,,,,,,,
7519400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,啧……还挺难对付。,,,,,,,,,,,,,,,
7519500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢还手？给我打！,,,,,,,,,,,,,,,
7519600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢还手？给我打！,,,,,,,,,,,,,,,
7519700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢还手？给我打！,,,,,,,,,,,,,,,
7519800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,啧……还挺难对付！,,,,,,,,,,,,,,,
7519900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,啧……还挺难对付！,,,,,,,,,,,,,,,
7520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,啧……还挺难对付！,,,,,,,,,,,,,,,
7520100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,啧……还挺难对付！,,,,,,,,,,,,,,,
7520200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不要逼我们！我真的会杀了她！,,,,,,,,,,,,,,,
7520300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我们不能死在这！,,,,,,,,,,,,,,,
7520400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,没想到还挺能打！,,,,,,,,,,,,,,,
7520500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢抵抗？把他抓起来！,,,,,,,,,,,,,,,
7520600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢抵抗？把他抓起来！,,,,,,,,,,,,,,,
7520700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,啧……还挺难对付！,,,,,,,,,,,,,,,
7520800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,多管闲事的家伙，一起杀了！,,,,,,,,,,,,,,,
7520900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,啧……还挺难对付！,,,,,,,,,,,,,,,
7521000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,先把这个弱的解决了！,,,,,,,,,,,,,,,
7521100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,这里就是你的葬身之地！,,,,,,,,,,,,,,,
7521200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,啧……还挺难对付！,,,,,,,,,,,,,,,
7521300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你……难道也要帮着他？,,,,,,,,,,,,,,,
7521400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一起上，抓起来！,,,,,,,,,,,,,,,
7521500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,啧……还挺难对付！,,,,,,,,,,,,,,,
7521600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陛下命我和您比比身手！,,,,,,,,,,,,,,,
7521700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,看招！,,,,,,,,,,,,,,,
7521800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,果然身手了得！,,,,,,,,,,,,,,,
7521900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,承让！,,,,,,,,,,,,,,,
7522000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,看招！,,,,,,,,,,,,,,,
7522100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,这里不欢迎你，请走吧。,,,,,,,,,,,,,,,
7522200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陛下命我和您比比身手！,,,,,,,,,,,,,,,
7522300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,看招！,,,,,,,,,,,,,,,
7522400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,承让！,,,,,,,,,,,,,,,
7522500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,果然身手了得！,,,,,,,,,,,,,,,
7522600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,哼，你戏弄我！,,,,,,,,,,,,,,,
7522700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,哼，又想戏弄我吗？,,,,,,,,,,,,,,,
7522800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,和叱云南接触过的人，抓起来！,,,,,,,,,,,,,,,
7522900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,兄弟们一起上！,,,,,,,,,,,,,,,
7523000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,啧……还挺难对付！,,,,,,,,,,,,,,,
7523100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,跟我们走一趟！,,,,,,,,,,,,,,,
7523200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,再抵抗，可就不客气了！,,,,,,,,,,,,,,,
7523300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,别让他们跑了！,,,,,,,,,,,,,,,
7523400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,殿下有令，将此人拿下！,,,,,,,,,,,,,,,
7523500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢反抗？一起上！,,,,,,,,,,,,,,,
7523600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本王教教你猎场的规矩！,,,,,,,,,,,,,,,
7523700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大家上！为北凉报仇！,,,,,,,,,,,,,,,
7523800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一个都不放走！,,,,,,,,,,,,,,,
7523900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你们想进去，就打倒我吧！,,,,,,,,,,,,,,,
7524000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,殿下有令，将此人拿下！,,,,,,,,,,,,,,,
7524100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢反抗？一起上！,,,,,,,,,,,,,,,
7524200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你这个庶民不要太嚣张！,,,,,,,,,,,,,,,
7524300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,什么人，鬼鬼祟祟的！,,,,,,,,,,,,,,,
7524400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你是谁，怎么混进来的！,,,,,,,,,,,,,,,
7524500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,就是这个人！抓起来！,,,,,,,,,,,,,,,
7524600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我在这里等你很久了。,,,,,,,,,,,,,,,
7524700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,终于追上了！抓住他们！,,,,,,,,,,,,,,,
7524800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,看你往哪里跑！,,,,,,,,,,,,,,,
7524900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢反抗？一起上！,,,,,,,,,,,,,,,
7525000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,再抵抗，可就不客气了！,,,,,,,,,,,,,,,
7525100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你们找死！,,,,,,,,,,,,,,,
7525200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,这是你们自找的！,,,,,,,,,,,,,,,
7525300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大家一起上！往死里打！,,,,,,,,,,,,,,,
7525400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,啧……还挺难对付！,,,,,,,,,,,,,,,
7526300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,速速依循公主的旨意！,,,,,,,,,,,,,,,
7526400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公主的命令，怎能违抗？,,,,,,,,,,,,,,,
7526500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你好大的胆子！,,,,,,,,,,,,,,,
7526600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,喂！再不陪我喝，我不客气了！,,,,,,,,,,,,,,,
7526700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,来者何人！报上名来！,,,,,,,,,,,,,,,
7526800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大胆刁民！竟敢反抗！,,,,,,,,,,,,,,,
7526900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,把他们抓起来！,,,,,,,,,,,,,,,
7527000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大家一起上！往死里打！,,,,,,,,,,,,,,,
7527100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大胆刁民！,,,,,,,,,,,,,,,
7527200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢反抗？,,,,,,,,,,,,,,,
7527300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,来人啊！一起上！,,,,,,,,,,,,,,,
7527400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,往死里打！,,,,,,,,,,,,,,,
7527500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,把药交出来！,,,,,,,,,,,,,,,
7527600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,这是你自找的！,,,,,,,,,,,,,,,
7527700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,来人啊！一起上！,,,,,,,,,,,,,,,
7527800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢反抗？,,,,,,,,,,,,,,,
7527900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,殿下有令！抓起来！,,,,,,,,,,,,,,,
7528000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还敢反抗？,,,,,,,,,,,,,,,
7528100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,来人啊！一起上！,,,,,,,,,,,,,,,
7528200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大胆刁民！竟敢反抗！,,,,,,,,,,,,,,,
7528300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,这是殿下的吩咐。,,,,,,,,,,,,,,,
7528400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你必须留在这里。,,,,,,,,,,,,,,,
7528500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不要做无畏的反抗了。,,,,,,,,,,,,,,,
7528600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,要对我们少爷做什么！,,,,,,,,,,,,,,,
7528700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,离我们少爷远点儿！,,,,,,,,,,,,,,,
7528800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,以为我们少爷是好欺负的吗！,,,,,,,,,,,,,,,
7528900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大家一起上！,,,,,,,,,,,,,,,
7529000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你……难道也要帮着他？,,,,,,,,,,,,,,,
7529100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,戏弄我们小姐！找打！,,,,,,,,,,,,,,,
7529200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,干嘛戏弄我们小姐！,,,,,,,,,,,,,,,
7529300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我们小姐不开心了！该打！,,,,,,,,,,,,,,,
7529400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,哼，你戏弄我！,,,,,,,,,,,,,,,
7529500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,怎么又是你！,,,,,,,,,,,,,,,
7529600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你又来戏弄我们小姐了！,,,,,,,,,,,,,,,
7529700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我们小姐招你惹你了？,,,,,,,,,,,,,,,
7529800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我们小姐生气了！找打！,,,,,,,,,,,,,,,
7529900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,哼，又想戏弄我吗？,,,,,,,,,,,,,,,
7530000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,敬酒不吃吃罚酒！,,,,,,,,,,,,,,,
7530100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大家一起上啊！赶出去！,,,,,,,,,,,,,,,
7530200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大胆！大小姐的话都敢反驳！,,,,,,,,,,,,,,,
7530300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大小姐有令！好好教训他们！,,,,,,,,,,,,,,,
7530400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不知天高地厚的！,,,,,,,,,,,,,,,
7530500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,想跑？晚了！,,,,,,,,,,,,,,,
7530600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,啧……还挺难对付！一起上！,,,,,,,,,,,,,,,
7530700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我家少爷给你面子，你别给脸不要脸！,,,,,,,,,,,,,,,
7530800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,胆儿还挺肥！大家一起上！,,,,,,,,,,,,,,,
7530900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,今天这丫头我要定了！,,,,,,,,,,,,,,,
7531000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,敢顶撞老爷！反了你了！,,,,,,,,,,,,,,,
7531100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大家一起上！好好教育教育！,,,,,,,,,,,,,,,
7531200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你是不打算将我这个爹放在眼里了！,,,,,,,,,,,,,,,
7531300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大夫人有令！谁都不许进！,,,,,,,,,,,,,,,
7531400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大胆！大夫人的命令都不从！,,,,,,,,,,,,,,,
7531500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你好大的胆子！,,,,,,,,,,,,,,,
7531600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,又想骗我们布坊的好料子！,,,,,,,,,,,,,,,
7531700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,这人是骗子！赶出去！,,,,,,,,,,,,,,,
7531800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还挺难对付……大家一起上啊！,,,,,,,,,,,,,,,
7531900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,多管闲事！给我拿下！,,,,,,,,,,,,,,,
7532000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,王法？老子就是王法！,,,,,,,,,,,,,,,
7532100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,还挺难对付……一起上！,,,,,,,,,,,,,,,
7532200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,今天这丫头我要定了！,,,,,,,,,,,,,,,
7532300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吾辈愿意一战！,,,,,,,,,,,,,,,
7532400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,承让！,,,,,,,,,,,,,,,
7532500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,多多指教！,,,,,,,,,,,,,,,
7532600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,承让！,,,,,,,,,,,,,,,
7532700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你们魏人怕了不成？,,,,,,,,,,,,,,,
7532800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你们魏人，花拳绣腿！,,,,,,,,,,,,,,,
7532900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,机会难得，切磋一二？,,,,,,,,,,,,,,,
7533000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,好身手！,,,,,,,,,,,,,,,
7533100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,让我领教下你的身手。,,,,,,,,,,,,,,,
7533200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,没想到你竟然能识破我的剑法。,,,,,,,,,,,,,,,
7533300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,功夫不错，可敢与我一战？,,,,,,,,,,,,,,,
7533400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,战场上若这般瞻前顾后，早就殒命了。,,,,,,,,,,,,,,,
7533500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,想要钱袋，问问我手中这把刀！,,,,,,,,,,,,,,,
7533600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,啧……还挺难对付！,,,,,,,,,,,,,,,
7533700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大伙一起上啊！,,,,,,,,,,,,,,,
7533800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,养兔子这事，可是不合规矩的！,,,,,,,,,,,,,,,
7533900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,今日便将那兔子剥了吃肉。,,,,,,,,,,,,,,,
7534000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,今天就要好好教育白芷这个丫头！,,,,,,,,,,,,,,,
7534100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,少废话！快点把人交出来！,,,,,,,,,,,,,,,
7534200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,都给我拿下！,,,,,,,,,,,,,,,
7534300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,啧……还敢反抗！抓起来！,,,,,,,,,,,,,,,
7534400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,再不把人交出来，把你一起带走！,,,,,,,,,,,,,,,
7534500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,都给我上！抓起来！,,,,,,,,,,,,,,,
7534600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,没有人能快过我的刀刃！,,,,,,,,,,,,,,,
7534700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,动我一下试试？,,,,,,,,,,,,,,,
7534800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你能追的上我的影子吗？,,,,,,,,,,,,,,,
7534900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你是破不掉我的盾防的！,,,,,,,,,,,,,,,
7535000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,美人计可是最致命的。,,,,,,,,,,,,,,,
7535100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,姑娘们放下武器吧。,,,,,,,,,,,,,,,
7535200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我的盾防牢不可破！,,,,,,,,,,,,,,,
7535300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一夫当关，万夫莫开！,,,,,,,,,,,,,,,
7535400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,妙手回春，药到病除。,,,,,,,,,,,,,,,
7535500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大胆！敢杵逆老爷！,,,,,,,,,,,,,,,
7535600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,都给我上！抓起来！,,,,,,,,,,,,,,,
7535700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大家一起上！都给我拿下！,,,,,,,,,,,,,,,
7535800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,机会难得，今日不妨让大哥我见识一下？,,,,,,,,,,,,,,,
7535900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,说不让进就不让进，怕了你不成？,,,,,,,,,,,,,,,
7536000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你这还硬闯的？,,,,,,,,,,,,,,,
7536100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,既然此事与你无关，就跟我们回去一趟！,,,,,,,,,,,,,,,
7536200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,这个时候逞英雄，是不想洗脱这罪名了？,,,,,,,,,,,,,,,
7536300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大伙儿一起上！,,,,,,,,,,,,,,,
