id,scene,begin_battle_plot,start_battle_plot,end_battle_win_plot,end_battle_lose_plot,battle_background,type,left_helper.actors.actor,left_helper.actors.row,left_helper.actors.col,left_helper.actors.boss,left_helper.actors.actor,left_helper.actors.row,left_helper.actors.col,left_helper.actors.boss,left_helper.actors.actor,left_helper.actors.row,left_helper.actors.col,left_helper.actors.boss,right_helper.actors.actor,right_helper.actors.row,right_helper.actors.col,right_helper.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,win_conditions.conditions.type,win_conditions.conditions.arg,win_conditions.conditions.type,win_conditions.conditions.arg,win_conditions.reserved,win_conditions.conditions.type,win_conditions.conditions.arg,win_conditions.conditions.type,win_conditions.conditions.arg,win_conditions.reserved,win_conditions.conditions.type,win_conditions.conditions.arg,win_conditions.reserved,lose_conditions.conditions.type,lose_conditions.conditions.arg,win_conditions.reserved,lose_conditions.conditions.type,lose_conditions.conditions.arg,win_conditions.reserved,lose_conditions.conditions.type,lose_conditions.conditions.arg,win_conditions.reserved,round_events.round,round_events.type,round_events.arg,round_events.round,round_events.type,round_events.arg,recommand_zhanli
3096,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2367,2,1,,2368,1,2,,2369,2,2,,2370,2,3,,2371,3,3,TRUE,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,201050
3100,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2372,1,1,,2373,3,1,,2374,2,2,TRUE,2375,1,3,,2376,3,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,232460
3101,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2377,2,1,,2378,1,2,TRUE,2379,3,2,,2380,1,3,,2381,2,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,232460
3102,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2382,1,1,TRUE,2383,3,1,,2384,1,2,,2385,2,2,,2386,3,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,232460
3103,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2387,1,1,,2388,2,1,TRUE,2389,1,2,,2390,3,2,,2391,1,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,232460
3104,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2392,1,1,,2393,2,1,,2394,2,2,TRUE,2395,3,2,,2396,2,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,232460
3105,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2397,1,1,,2398,2,2,,2399,3,2,TRUE,2400,1,3,,2401,3,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,232460
3106,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2402,1,1,,2403,2,1,,2404,2,2,,2405,2,3,,2406,3,3,TRUE,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,232460
3110,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2407,2,1,,2408,3,1,,2409,2,2,TRUE,2410,3,2,,2411,2,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,263690
3111,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2412,1,1,TRUE,2413,2,1,,2414,1,2,,2415,3,2,,2416,2,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,263690
3112,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417,1,1,,2418,2,1,TRUE,2419,3,1,,2420,3,2,,2421,3,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,263690
3113,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2422,1,1,,2423,3,1,TRUE,2424,2,2,,2425,2,3,,2426,3,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,263690
3114,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2427,1,1,,2428,3,1,,2429,1,2,TRUE,2430,3,2,,2431,3,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,263690
3115,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2432,2,1,,2433,3,1,,2434,1,2,,2435,1,3,TRUE,2436,3,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,263690
3116,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437,1,1,,2438,3,1,,2439,2,2,,2440,3,2,,2441,3,3,TRUE,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,263690
3120,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2442,2,1,,2443,1,2,,2444,3,2,,2445,1,3,TRUE,2446,2,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,294740
3121,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2447,1,1,,2448,3,1,,2449,2,2,TRUE,2450,3,2,,2451,3,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,294740
3122,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2452,2,1,,2453,3,1,,2454,2,2,,2455,3,2,TRUE,2456,2,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,294740
3123,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457,2,1,,2458,1,2,TRUE,2459,2,2,,2460,2,3,,2461,3,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,294740
3124,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462,1,1,,2463,3,1,TRUE,2464,2,2,,2465,1,3,,2466,2,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,294740
3125,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2467,1,1,,2468,2,1,TRUE,2469,3,1,,2470,3,2,,2471,2,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,294740
3126,NewBattleScene,,,,,prefabs/zhandou_liemingtai2,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2472,1,1,TRUE,2473,2,1,,2474,1,2,,2475,3,2,,2476,2,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,294740
3130,NewBattleScene,,,,,prefabs/zhandou_liemingtai3,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2477,1,1,,2478,2,1,,2479,1,2,TRUE,2480,1,3,,2481,3,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,338650
3131,NewBattleScene,,,,,prefabs/zhandou_liemingtai3,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2482,1,1,,2483,3,1,TRUE,2484,1,2,,2485,3,2,,2486,1,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,338650
3132,NewBattleScene,,,,,prefabs/zhandou_liemingtai3,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2487,2,1,TRUE,2488,1,2,,2489,2,2,,2490,1,3,,2491,2,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,338650
3133,NewBattleScene,,,,,prefabs/zhandou_liemingtai3,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2492,1,1,TRUE,2493,2,1,,2494,1,2,,2495,2,3,,2496,3,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,338650
3134,NewBattleScene,,,,,prefabs/zhandou_liemingtai3,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497,2,1,,2498,3,1,,2499,1,2,,2500,3,2,TRUE,2501,3,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,338650
3135,NewBattleScene,,,,,prefabs/zhandou_liemingtai3,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2502,1,1,,2503,2,1,,2504,2,2,TRUE,2505,1,3,,2506,2,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,338650
3136,NewBattleScene,,,,,prefabs/zhandou_liemingtai3,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2507,1,1,,2508,3,1,,2509,1,2,TRUE,2510,2,2,,2511,1,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,338650
3140,NewBattleScene,,,,,prefabs/zhandou_liemingtai3,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2512,2,1,,2513,3,1,,2514,1,2,TRUE,2515,3,2,,2516,2,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,407270
3141,NewBattleScene,,,,,prefabs/zhandou_liemingtai3,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2517,1,1,,2518,2,1,,2519,1,2,TRUE,2520,3,2,,2521,1,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,407270
3142,NewBattleScene,,,,,prefabs/zhandou_liemingtai3,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2522,3,1,,2523,1,2,,2524,2,2,,2525,3,2,TRUE,2526,3,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,407270
3143,NewBattleScene,,,,,prefabs/zhandou_liemingtai3,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2527,2,1,,2528,3,1,TRUE,2529,2,2,,2530,3,2,,2531,2,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,407270
3144,NewBattleScene,,,,,prefabs/zhandou_liemingtai3,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2532,1,1,TRUE,2533,2,1,,2534,3,1,,2535,1,2,,2536,2,2,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,407270
3145,NewBattleScene,,,,,prefabs/zhandou_liemingtai3,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537,1,2,,2538,3,2,,2539,1,3,TRUE,2540,2,3,,2541,3,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,407270
3146,NewBattleScene,,,,,prefabs/zhandou_liemingtai3,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2542,2,1,TRUE,2543,3,1,,2544,2,2,,2545,3,2,,2546,2,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,407270
3150,NewBattleScene,,,,,prefabs/zhandou_liemingtai3,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547,2,1,,2548,3,1,,2549,2,2,,2550,2,3,,2551,3,3,TRUE,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,482680
3151,NewBattleScene,,,,,prefabs/zhandou_liemingtai3,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2552,1,1,TRUE,2553,3,1,,2554,1,2,,2555,3,2,,2556,2,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,482680
3152,NewBattleScene,,,,,prefabs/zhandou_liemingtai3,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2557,2,1,,2558,3,1,TRUE,2559,3,2,,2560,1,3,,2561,3,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,482680
3153,NewBattleScene,,,,,prefabs/zhandou_liemingtai3,BT_HIT_ALL_GRIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2562,1,1,,2563,2,1,TRUE,2564,3,1,,2565,2,2,,2566,3,3,,,,,,,,,,,,,,,,,,KILL_RIGHT_GRIDS_ALL_TIMES,1,ROUND_OVER,10,,KILL_RIGHT_GRIDS_ALL_TIMES,1,LIGHT_GRID_TIMES_MAX,,,RIGHT_GRIDS_ALL_DEAD,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,482680
