id,name,female_plot,male_plot,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,next_plot,events.events.type,events.events.arg,events.events.arg,fief_events.events.type,fief_events.events.arg,fief_events.events.arg,fief_events.events.type,fief_events.events.arg,fief_events.events.arg,lock_option
100392,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,城内的士兵听到柔然王子的丑闻后，纷纷觉得柔然国不足为惧。,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_MONEY,25,
100393,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,柔然国王非常感谢你，送给了你很多物资。,,,,,,,,,,,,,ADD_RESOURCE,FRT_MATERIAL,75,DEC_RESOURCE,FRT_ORDER,25,
100400,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,城门年久失修了，风一吹仿佛就要塌了，守城士兵每天都跟赴刑场似的。,,,,,100401,,,,,,,,,,
100401,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,最近一段时间物资和资金都比较紧缺，建设城防是否推迟。,,,OPTIONS,100401,,,,,,,,,,,,,,,,,,,
100402,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,守城士兵感觉安全得到了保障，工作更有干劲了。,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_MATERIAL,25,
100403,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,这笔物资用到了经济建设上。然后城门终于被风吹塌了。,,,,,,,,,,,,,DEC_RESOURCE,FRT_LABOUR,25,ADD_RESOURCE,FRT_MATERIAL,75,
100410,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,由于现在年轻人自主参军意愿太低，导致城防士兵短缺，是如何处理呢？,,,,,100411,,,,,,,,,,
100411,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,如何征兵，的确是个难题。,,,OPTIONS,100411,,,,,,,,,,,,,,,,,,,
100412,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,不少年轻人自愿参军，一时之间，不得不限制参军人数。,,,,,,,,,,,,,ADD_RESOURCE,FRT_LABOUR,75,DEC_RESOURCE,FRT_MONEY,25,
100413,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,由于强制参军，新兵提不起干劲，整天摸鱼。,,,,,,,,,,,,,DEC_RESOURCE,FRT_ORDER,25,ADD_RESOURCE,FRT_MATERIAL,75,
100420,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,管粮仓的小王，熬夜加班，烤羊腿当夜宵，不小心造成粮仓失火。,,,,,100421,,,,,,,,,,
100421,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,火势越来越大，如何处理是个问题？,,,OPTIONS,100421,,,,,,,,,,,,,,,,,,,
100422,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,粮仓受到了很好的保护。,,,,,,,,,,,,,DEC_RESOURCE,FRT_LABOUR,25,ADD_RESOURCE,FRT_MATERIAL,75,
100423,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,百姓对您的决断感恩戴德。,,,,,,,,,,,,,DEC_RESOURCE,FRT_MATERIAL,25,ADD_RESOURCE,FRT_LABOUR,75,
100430,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,城外的突厥势力突然大举进攻，要采取怎样的策略？,,,,,100431,,,,,,,,,,
100431,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,事关城内百姓，不得不谨慎处理。,,,OPTIONS,100431,,,,,,,,,,,,,,,,,,,
100432,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,夜袭成功，敌方受到了重创，不得不撤军。,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_LABOUR,25,
100433,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,突厥强行攻城，损伤惨重，但也对我方造成不小损伤。,,,,,,,,,,,,,DEC_RESOURCE,FRT_MATERIAL,25,ADD_RESOURCE,FRT_LABOUR,75,
100440,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,突厥攻城失败，不得不撤退，这时候，我方是否乘胜追击？,,,,,100441,,,,,,,,,,
100441,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,突厥为蛮夷之人，向来不善用计，追击应该没什么问题。,,,OPTIONS,100441,,,,,,,,,,,,,,,,,,,
100442,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,突厥人拼死一击，我方损失不小，但也缴获了大量物资。,,,,,,,,,,,,,DEC_RESOURCE,FRT_LABOUR,25,ADD_RESOURCE,FRT_MATERIAL,75,
100443,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,放过了突厥，保全了我方士兵。但貌似有人背后嘀咕你太过胆小。,,,,,,,,,,,,,DEC_RESOURCE,FRT_ORDER,25,ADD_RESOURCE,FRT_LABOUR,75,
100450,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,在你的英明代领下，突厥军节节败退，终于退到了突厥大本营。,,,,,100451,,,,,,,,,,
100451,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,是否对突厥斩草除根？,,,OPTIONS,100451,,,,,,,,,,,,,,,,,,,
100452,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,突厥对我们的恨更加强烈了。,,,,,,,,,,,,,DEC_RESOURCE,FRT_ORDER,25,ADD_RESOURCE,FRT_MATERIAL,75,
100453,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,您的仁慈赢得了百姓的拥戴。,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_MATERIAL,25,
100460,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,敌国派遣使者来访，希望能与我方签订互不干涉的协议。,,,,,100461,,,,,,,,,,
100461,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,敌国实力与我方不相伯仲，是否签订协议？,,,OPTIONS,100461,,,,,,,,,,,,,,,,,,,
100462,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,气势上赢了对方，对方不敢轻举妄动。,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_MATERIAL,25,
100463,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,总觉得敌国对我们还是虎视眈眈。,,,,,,,,,,,,,DEC_RESOURCE,FRT_ORDER,25,ADD_RESOURCE,FRT_MATERIAL,75,
100470,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,邻城发生了战争，很多百姓逃命到我们这边。,,,,,100471,,,,,,,,,,
100471,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,接收他们担心会引起动乱。,,,OPTIONS,100471,,,,,,,,,,,,,,,,,,,
100472,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,城中似乎混入了很多奇怪的人。,,,,,,,,,,,,,DEC_RESOURCE,FRT_ORDER,25,ADD_RESOURCE,FRT_LABOUR,75,
100473,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,很好的保护了自己的子民。,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_LABOUR,25,
100480,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,城内丐帮势力越来越大了，不少贫苦人家甚至主动加入丐帮。,,,,,100481,,,,,,,,,,
100481,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,要如何处理丐帮呢？,,,OPTIONS,100481,,,,,,,,,,,,,,,,,,,
100482,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,城中的卫生状况得到了提升，少了丐帮后，城中也空旷了不少。,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_LABOUR,25,
100483,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,很好的利用了这些剩余的劳力。,,,,,,,,,,,,,ADD_RESOURCE,FRT_LABOUR,75,DEC_RESOURCE,FRT_MATERIAL,25,
100490,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,柔然国突然大举进攻，然而现在城中士兵不足。,,,,,100491,,,,,,,,,,
100491,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,立刻征兵抵抗还是等待友军援助。,,,OPTIONS,100491,,,,,,,,,,,,,,,,,,,
100492,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,虽然死伤惨重，但是很好的保护了城中的百姓。,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,100,DEC_RESOURCE,FRT_LABOUR,25,
100493,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,救援很快赶到，但是他们带走了很多粮草物资。,,,,,,,,,,,,,DEC_RESOURCE,FRT_MATERIAL,25,ADD_RESOURCE,FRT_LABOUR,75,
100500,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,最近城内百姓的夜生活越来越丰富，夜夜笙箫，但也经常发生各种冲突。,,,,,100501,,,,,,,,,,
100501,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,是否实行宵禁？,,,OPTIONS,100501,,,,,,,,,,,,,,,,,,,
100502,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,宵禁之后治安确实得到了很大提升。,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_MONEY,25,
100503,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,宵禁会影响夜市的生意，对整体的商业其实是不利的。,,,,,,,,,,,,,DEC_RESOURCE,FRT_MONEY,25,ADD_RESOURCE,FRT_ORDER,75,
100510,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,天有不测风云，之前城中发生了一场地震。,,,,,100511,,,,,,,,,,
100511,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,先保护百姓还是先保护物资。,,,OPTIONS,100511,,,,,,,,,,,,,,,,,,,
100512,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,百姓更加拥戴您的统治。,,,,,,,,,,,,,ADD_RESOURCE,FRT_LABOUR,75,DEC_RESOURCE,FRT_MATERIAL,25,
100513,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,城中的财产得到了很好的保护。,,,,,,,,,,,,,ADD_RESOURCE,FRT_MATERIAL,75,DEC_RESOURCE,FRT_LABOUR,25,
100520,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,邻国来使表示愿意花钱购买我们一块荒地，莫名其妙的。,,,,,100521,,,,,,,,,,
100521,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,花钱购买一块毫无价值的荒地，邻国是钱多的没处使么？,,,OPTIONS,100521,,,,,,,,,,,,,,,,,,,
100522,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,其实邻国并没有打算付钱，只是想恶意侵占。,,,,,,,,,,,,,DEC_RESOURCE,FRT_MATERIAL,25,ADD_RESOURCE,FRT_MONEY,75,
100523,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,百姓赞同您的决断。,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_MATERIAL,25,
100530,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,今年收成不好，城中有很多饥荒民众。,,,,,100531,,,,,,,,,,
100531,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,如何对待这些饥荒民众？,,,OPTIONS,100531,,,,,,,,,,,,,,,,,,,
100532,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,城内的矛盾得到了缓和。,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_MATERIAL,25,
100533,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,引起了百姓的不满，但是节约了很多粮食。,,,,,,,,,,,,,DEC_RESOURCE,FRT_ORDER,25,ADD_RESOURCE,FRT_MATERIAL,75,
100540,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_disappear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,今年栽培研究院新出的杂交水稻后，粮食收成大幅提升。,,,,,100541,,,,,,,,,,
100541,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,要如何处理这些粮食呢？,,,OPTIONS,100541,,,,,,,,,,,,,,,,,,,
100542,,,,BACKGROUND,ui/fief/buildInfoBG/FBT_GUARD,,,MUSIC,music/nalanyiguan,,,ACTOR_ANIMATION,FIEF_MANAGER_ANIMATION,left_appear,,LIGHT_ACTOR,FIEF_MANAGER_ANIMATION,,,NAME,FIEF_MANAGER_NAME,,,SUBTITLE,士兵餐餐都能吃得饱饱的，更有干劲了。,,,,,,,,,,,,,ADD_RESOURCE,FRT_ORDER,75,DEC_RESOURCE,FRT_MATERIAL,25,
