id,icon,name,desc,male,files,repell,tags.type,tags.value,tags.invisible,tags.type,tags.value,tags.invisible,tags.type,tags.value,tags.invisible,tags.type,tags.value,tags.invisible,tags.type,tags.value,tags.invisible,tags.type,tags.value,tags.invisible,tags.type,tags.value,tags.invisible,quality,pos.x,pos.y,bone,idle_anim,fix_attr.decos.decos.type,fix_attr.decos.decos.change_value,fix_attr.decos.decos.change_percent,fix_attr.decos.decos.type,fix_attr.decos.decos.change_value,fix_attr.decos.decos.change_percent,fix_attr.levelup_growth,levelup_pttid,origins
210000,ui/hzicon/yichu/yifunan_dingxiang,锦绣,这大好的锦绣江山，少了你，怎么够？,True,spines/zhujue/huanzhuangNan/dingxiangnan_yifu,,HZ_FANHUA,308,,HZ_CAIZIJIAREN,238,,HZ_RUYADUANZHUANG,205,,HZ_SHIWEN,250,,FG_GUANCHANG,800,,FG_SHENGDIAN,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20212,1,
210001,ui/hzicon/yichu/yifunan_weiyang,未央,纯棉质地的蓝色衣裳，样式虽然简朴，其中的相接缝合之处，却别有一份心思。,True,spines/zhujue/huanzhuangNan/weiyangnan_yifu,,HZ_JIANYUE,288,,HZ_QINGCHUN,245,,HZ_RUYADUANZHUANG,218,,HZ_SHIWEN,250,,FG_SHUMO,800,,FG_XIUXIAN,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20214,1,1006
210002,ui/hzicon/yichu/yifunan_baijiang,白江,皎洁的月光洒在江面上，如梦如幻。,True,spines/zhujue/huanzhuangNan/baijiangnan_yifu,,HZ_JIANYUE,245,,HZ_HUOPO,210,,HZ_FENGLIUWUMEI,182,,HZ_QINGLIANG,250,,FG_YUANYOU,800,,FG_XIUXIAN,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20217,1,
210003,ui/hzicon/yichu/yifunan_huamei,画眉,清晨帘幕卷轻霜。呵手试梅妆。,True,spines/zhujue/huanzhuangNan/huameinan_yifu,,HZ_CHENGSHU,343,,HZ_FENGLIUWUMEI,298,,HZ_CAIZIJIAREN,252,,HZ_QINGLIANG,350,,FG_WUYI,800,,FG_YUANYOU,600,,,,,4,,,,,PHYSICAL_DEFENCE,288,,MAGICAL_DEFENCE,228,,20221,1,400
210004,ui/hzicon/yichu/yifunan_lingdong,灵动,福如东海，寿比南山！,True,spines/zhujue/huanzhuangNan/lingdongnan_yifu,,HZ_HUOPO,290,,HZ_QINGCHUN,245,,HZ_FANHUA,215,,HZ_SHIWEN,250,,FG_WUYI,800,,FG_XIJU,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20226,1,100
210005,ui/hzicon/yichu/yifunan_yemao,夜猫,天底下竟有如此精致考究的夜行衣！,True,spines/zhujue/huanzhuangNan/yemaonan_yifu,,HZ_CHENGSHU,242,,HZ_FENGLIUWUMEI,200,,HZ_YONGMENGYINGZI,195,,HZ_QINGLIANG,250,,FG_YEXING,800,,FG_YUNDONG,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20230,1,100
210006,ui/hzicon/yichu/yifunan_huazhiming,花之茗,花前月下，为君斟一杯热酒。,True,spines/zhujue/huanzhuangNan/huazhimingnan_yifu,,HZ_FANHUA,280,,HZ_FENGLIUWUMEI,255,,HZ_FANHUA,215,,HZ_SHIWEN,250,,FG_SHENGDIAN,800,,FG_CHUANYUE,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20234,1,100
210007,ui/hzicon/yichu/yifunan_mousi,谋思,读书破万卷，下笔如有神。,True,spines/zhujue/huanzhuangNan/mousinan_yifu,,HZ_RUYADUANZHUANG,399,,HZ_CHENGSHU,368,,HZ_CAIZIJIAREN,284,,HZ_SHIWEN,350,,FG_SHUMO,800,,FG_HUAYU,600,,,,,4,,,,,PHYSICAL_DEFENCE,360,,MAGICAL_DEFENCE,285,,20237,1,400
210008,ui/hzicon/yichu/yifunan_qingyu,清雨,清明时节雨纷纷，路上行人欲断魂。,True,spines/zhujue/huanzhuangNan/qingyunan_yifu,,HZ_CHENGSHU,235,,HZ_FENGLIUWUMEI,208,,HZ_FANHUA,195,,HZ_QINGLIANG,250,,FG_YUANYOU,800,,FG_XIUXIAN,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20239,1,100
210009,ui/hzicon/yichu/yifunan_mizong,秘踪,愿我化作一道夜空中的光。,True,spines/zhujue/huanzhuangNan/mizongnan_yifu,,HZ_JIANYUE,245,,HZ_HUOPO,208,,HZ_YONGMENGYINGZI,185,,HZ_QINGLIANG,250,,FG_JIANGHU,800,,FG_YUNDONG,600,,,,,3,,,,,PHYSICAL_DEFENCE,101,,MAGICAL_DEFENCE,101,,20241,1,30003
210010,ui/hzicon/yichu/yifunan_qingtian,青天,待上浓妆戏一场，谁人台上谁人观？,True,spines/zhujue/huanzhuangNan/qingtiannan_yifu,,HZ_FANHUA,446,,HZ_RUYADUANZHUANG,422,,HZ_FENGLIUWUMEI,355,,HZ_BAONUAN,480,,FG_XIJU,800,,FG_WUYI,600,,,,,5,,,,,PHYSICAL_DEFENCE,660,,MAGICAL_DEFENCE,660,,20245,1,100
210011,ui/hzicon/yichu/yifunan_moran,墨染,赫于城邦闹市何如？隐于乡郊绿野何如？所见所闻所思所想，皆有收获。,True,spines/zhujue/huanzhuangNan/morannan_yifu,,HZ_HUOPO,288,,HZ_QINGCHUN,238,,HZ_JIANYUE,225,,HZ_SHIWEN,250,,FG_XIUXIAN,800,,FG_JIANGHU,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20248,1,100
210012,ui/hzicon/yichu/yifunan_xialu,侠路相逢,江湖路上雨纷纷，鲜有相逢，独自钟情。,True,spines/zhujue/huanzhuangNan/jianxiaqingyuannan_yifu,,HZ_JIANYUE,290,,HZ_YONGMENGYINGZI,240,,HZ_HUOPO,220,,HZ_SHIWEN,250,,FG_JIANGHU,800,,FG_ZHENGZHAN,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20252,1,10
210013,ui/hzicon/yichu/yifunan_taohua,桃花,小花白碧桃，大花红碧桃，拨开三两枝，与君共园游。,True,spines/zhujue/huanzhuangNan/taohuanan_yifu,,HZ_FANHUA,322,,HZ_RUYADUANZHUANG,315,,HZ_QINGCHUN,256,,HZ_BAONUAN,350,,FG_YUANYOU,800,,FG_XIJU,600,,,,,4,,,,,PHYSICAL_DEFENCE,346,,MAGICAL_DEFENCE,274,,20256,1,400
210014,ui/hzicon/yichu/yifunan_fanxing,繁星,天上点点繁星，摘下一颗来送我，好不好……,True,spines/zhujue/huanzhuangNan/xingkongnan_yifu,,HZ_FANHUA,396,,HZ_RUYADUANZHUANG,332,,HZ_FENGLIUWUMEI,322,,HZ_SHIWEN,350,,FG_CHUANYUE,800,,FG_SHENGDIAN,600,,,,,4,,,,,PHYSICAL_DEFENCE,374,,MAGICAL_DEFENCE,296,,20260,1,400
210015,ui/hzicon/yichu/yifunan_huahuo,花火,花火的光芒照亮了整个夜空，好美……,True,spines/zhujue/huanzhuangNan/huahuonan_yifu,,HZ_YONGMENGYINGZI,238,,HZ_FANHUA,220,,HZ_FENGLIUWUMEI,180,,HZ_QINGLIANG,250,,FG_ZHENGZHAN,800,,FG_GUANCHANG,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20262,1,30003
210016,ui/hzicon/yichu/yifunan_gongxin,宫心,这深宫中的心事，岂是三言两语能道明。,True,spines/zhujue/huanzhuangNan/gongxinnan_yifu,,HZ_RUYADUANZHUANG,318,,HZ_CAIZIJIAREN,312,,HZ_FANHUA,262,,HZ_BAONUAN,350,,FG_GUANCHANG,800,,FG_YUANYOU,600,,,,,4,,,,,PHYSICAL_DEFENCE,302,,MAGICAL_DEFENCE,239,,20266,1,100
210017,ui/hzicon/yichu/yifunan_huancai,幻彩,若能穿上这身七色霓裳，成为那万众瞩目的对象，又有什么难。,True,spines/zhujue/huanzhuangNan/huancainan_yifu,,HZ_RUYADUANZHUANG,275,,HZ_CAIZIJIAREN,260,,HZ_QINGCHUN,215,,HZ_SHIWEN,250,,FG_GUANCHANG,800,,FG_HUAYU,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20271,1,100
210018,ui/hzicon/yichu/yifunan_hongjian,红笺,很久很久以前，就有传说，只要两个有情有意之人，同牵一根红线，就能白头到老永不分离……,True,spines/zhujue/huanzhuangNan/hongjiannan_yifu,,HZ_FENGLIUWUMEI,562,,HZ_RUYADUANZHUANG,442,,HZ_FANHUA,437,,HZ_SHIWEN,480,,FG_HUNFU,800,,FG_GUANCHANG,600,,,,,5,,,,,PHYSICAL_DEFENCE,739,,MAGICAL_DEFENCE,739,,20273,1,30003
210019,ui/hzicon/yichu/yifunan_ansheng,安生,王者仁心，天地可鉴！,True,spines/zhujue/huanzhuangNan/anshengnan_yifu,,HZ_QINGCHUN,262,,HZ_HUOPO,200,,HZ_JIANYUE,175,,HZ_QINGLIANG,250,,FG_XIUXIAN,800,,FG_YUANYOU,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20276,1,30003
210020,ui/hzicon/yichu/yifunan_huangshi,皇室来宾,你于我相见于此，可曾动心？可曾动情？,True,spines/zhujue/huanzhuangNan/huangshilaibin_yifu,,HZ_FANHUA,388,,HZ_QINGCHUN,364,,HZ_RUYADUANZHUANG,298,,HZ_SHIWEN,350,,FG_CHUANYUE,800,,FG_WUYI,600,,,,,4,,,,,PHYSICAL_DEFENCE,302,,MAGICAL_DEFENCE,239,,20279,1,100
210021,ui/hzicon/yichu/yifunan_shufang,淑芳,赵女弹箜篌，复能邯郸舞。,True,spines/zhujue/huanzhuangNan/shufangnan_yifu,,HZ_CAIZIJIAREN,410,,HZ_JIANYUE,329,,HZ_CHENGSHU,312,,HZ_SHIWEN,350,,FG_HUAYU,800,,FG_ZOUYUE,600,,,,,4,,,,,PHYSICAL_DEFENCE,302,,MAGICAL_DEFENCE,239,,20282,1,100
210022,ui/hzicon/yichu/yifunan_wangdie,王蝶,小小的蝴蝶飞啊飞，在天上，在地上，在你我的心头上。,True,spines/zhujue/huanzhuangNan/wangdienan_yifu,,HZ_QINGCHUN,346,,HZ_HUOPO,294,,HZ_JIANYUE,252,,HZ_QINGLIANG,350,,FG_XIJU,800,,FG_WUYI,600,,,,,4,,,,,PHYSICAL_DEFENCE,302,,MAGICAL_DEFENCE,239,,20286,1,100
210023,ui/hzicon/yichu/yifunan_zhizi,执子,执子之手，与子偕老。,True,spines/zhujue/huanzhuangNan/zhizinan_yifu,,HZ_FANHUA,581,,HZ_RUYADUANZHUANG,466,,HZ_CHENGSHU,394,,HZ_SHIWEN,480,,FG_HUNFU,800,,FG_GUANCHANG,600,,,,,5,,,,,PHYSICAL_DEFENCE,825,,MAGICAL_DEFENCE,825,,20290,1,400
210024,ui/hzicon/yichu/yifunan_changle,常乐,好雨知时节，当春乃发生。,True,spines/zhujue/huanzhuangNan/changlenan_yifu,,HZ_FANHUA,406,,HZ_CHENGSHU,346,,HZ_RUYADUANZHUANG,298,,HZ_SHIWEN,350,,FG_SHUMO,800,,FG_GUANCHANG,600,,,,,4,,,,,PHYSICAL_DEFENCE,346,,MAGICAL_DEFENCE,274,,20293,1,400
210025,ui/hzicon/yichu/yifunan_dingguo,定国,醉里挑灯看剑，梦回吹角连营。,True,spines/zhujue/huanzhuangNan/dingguonan_yifu,,HZ_JIANYUE,290,,HZ_YONGMENGYINGZI,238,,HZ_CHENGSHU,222,,HZ_SHIWEN,250,,FG_ZHENGZHAN,1000,,,,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20297,1,30003
210026,ui/hzicon/yichu/yifunan_jinyiwei,锦衣卫,饮马渡秋水，水寒风似刀。,True,spines/zhujue/huanzhuangNan/jinyiweinan_yifu,,HZ_YONGMENGYINGZI,438,,HZ_FANHUA,312,,HZ_CHENGSHU,301,,HZ_SHIWEN,350,,FG_YEXING,800,,FG_JIANGHU,600,,FG_ZHENGZHAN,300,,4,,,,,PHYSICAL_DEFENCE,346,,MAGICAL_DEFENCE,274,,20300,1,30003
210027,ui/hzicon/yichu/yifunan_yashi,雅士,冰肌雪肠原自同，铁心石腹何愁冻。,True,spines/zhujue/huanzhuangNan/yashinan_yifu,,HZ_FENGLIUWUMEI,336,,HZ_QINGCHUN,304,,HZ_HUOPO,252,,HZ_QINGLIANG,350,,FG_WUYI,800,,FG_SHENGDIAN,600,,,,,4,,,,,PHYSICAL_DEFENCE,302,,MAGICAL_DEFENCE,239,,20305,1,100
210028,ui/hzicon/yichu/yifunan_longfeng,龙凤,皇恩浩荡，万民景仰。,True,spines/zhujue/huanzhuangNan/longfengnan_yifu,,HZ_FANHUA,442,,HZ_RUYADUANZHUANG,413,,HZ_CHENGSHU,370,,HZ_BAONUAN,480,,FG_DIWANG,1000,,,,,,,,5,,,,,PHYSICAL_DEFENCE,647,,MAGICAL_DEFENCE,647,,20307,1,100
210029,ui/hzicon/yichu/yifunan_mengzhiyao,梦之瑶,有美人兮，见之不忘。一日不见兮，思之如狂。,True,spines/zhujue/huanzhuangNan/mengzhiyaonan_yifu,,HZ_QINGCHUN,430,,HZ_HUOPO,350,,HZ_FANHUA,270,,HZ_SHIWEN,350,,FG_ZOUYUE,800,,FG_WUYI,600,,,,,4,,,,,PHYSICAL_DEFENCE,302,,MAGICAL_DEFENCE,239,,20312,1,100
210030,ui/hzicon/yichu/yifunan_yelaifengyu,夜来风雨,桃李春风一杯酒，江湖夜雨十年灯。,True,spines/zhujue/huanzhuangNan/yelaifengyunan_yifu,,HZ_FENGLIUWUMEI,538,,HZ_JIANYUE,490,,HZ_CHENGSHU,413,,HZ_SHIWEN,480,,FG_JIANGHU,800,,FG_YUANYOU,600,,,,,5,,,,,PHYSICAL_DEFENCE,739,,MAGICAL_DEFENCE,739,,20316,1,30003
210031,ui/hzicon/yichu/yifunan_linglong,玲珑,千里茫茫若梦，双眸粲粲如星。,True,spines/zhujue/huanzhuangNan/linglongnan_yifu,,HZ_FANHUA,470,,HZ_HUOPO,418,,HZ_FENGLIUWUMEI,336,,HZ_QINGLIANG,480,,FG_CHUANYUE,800,,FG_GUANCHANG,600,,,,,5,,,,,PHYSICAL_DEFENCE,891,,MAGICAL_DEFENCE,891,,20320,1,400
210032,ui/hzicon/yichu/yifunan_lujian,路见,回首向来萧瑟处，归去，也无风雨也无晴。,True,spines/zhujue/huanzhuangNan/lujiannan_yifu,,HZ_JIANYUE,322,,HZ_CHENGSHU,304,,HZ_YONGMENGYINGZI,266,,HZ_BAONUAN,350,,FG_SHOULIE,800,,FG_JIANGHU,600,,,,,4,,,,,PHYSICAL_DEFENCE,302,,MAGICAL_DEFENCE,239,,20325,1,100
210033,ui/hzicon/yichu/yifunan_qiongyao,琼瑶,烟景若离远，未响寄琼瑶。,True,spines/zhujue/huanzhuangNan/qiongyaonan_yifu,,HZ_QINGCHUN,292,,HZ_HUOPO,238,,HZ_FENGLIUWUMEI,220,,HZ_SHIWEN,250,,FG_WUYI,800,,FG_YUNDONG,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20330,1,30003
210034,ui/hzicon/yichu/yifunan_yaoyue,邀月,若似月轮终皎洁，不辞冰雪为卿热。,True,spines/zhujue/huanzhuangNan/yaoyuenan_yifu,,HZ_QINGCHUN,538,,HZ_FANHUA,490,,HZ_RUYADUANZHUANG,413,,HZ_SHIWEN,480,,FG_GUANCHANG,800,,FG_XIUXIAN,600,,,,,5,,,,,PHYSICAL_DEFENCE,693,,MAGICAL_DEFENCE,693,,20333,1,400
210035,ui/hzicon/yichu/yifunan_chiyan,通明,侍臣鹄立通明殿，一朵红云捧玉皇。,True,spines/zhujue/huanzhuangNan/chiyannan_yifu,,HZ_CHENGSHU,406,,HZ_FANHUA,346,,HZ_CAIZIJIAREN,298,,HZ_SHIWEN,350,,FG_SHENGDIAN,800,,FG_YUANYOU,600,,,,,4,,,,,PHYSICAL_DEFENCE,288,,MAGICAL_DEFENCE,228,,20336,1,400
210036,ui/hzicon/yichu/yifunan_jinxiu,丁香,丁香体柔弱，乱枝结犹垫。,True,spines/zhujue/huanzhuangNan/jingxiunan_yifu,,HZ_JIANYUE,288,,HZ_CAIZIJIAREN,238,,HZ_RUYADUANZHUANG,225,,HZ_SHIWEN,250,,FG_YUANYOU,800,,FG_SHUMO,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20339,1,
210037,ui/hzicon/yichu/yifunan_feitian,清月照影,霓为衣兮风为马，云之君兮纷纷而来下。,True,spines/zhujue/huanzhuangNan/feitiannan_yifu,,HZ_FENGLIUWUMEI,470,,HZ_HUOPO,418,,HZ_FANHUA,336,,HZ_QINGLIANG,480,,FG_WUYI,800,,FG_GUANCHANG,600,,FG_XIJU,300,,5,,,,,PHYSICAL_DEFENCE,660,,MAGICAL_DEFENCE,660,,20341,1,
210038,ui/hzicon/yichu/yifunan_zifeng,紫风,残云收夏暑，新雨带秋岚。,True,spines/zhujue/huanzhuangNan/zifengnan_yifu,,HZ_FENGLIUWUMEI,329,,HZ_HUOPO,298,,HZ_CHENGSHU,266,,HZ_QINGLIANG,350,,FG_CHUANYUE,800,,FG_WUYI,600,,FG_YUNDONG,300,,4,,,,,PHYSICAL_DEFENCE,288,,MAGICAL_DEFENCE,228,,20345,1,30003
2100001,ui/hzicon/yichu/yifunan_jinxiu_1,采蓝,这大好的锦绣江山，少了你，怎么够？,True,spines/zhujue/huanzhuangNan/jingxiunan_1_yifu,,HZ_QINGCHUN,278,,HZ_RUYADUANZHUANG,248,,HZ_FANHUA,225,,HZ_SHIWEN,250,,FG_SHUMO,800,,FG_YUANYOU,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20349,1,
2100021,ui/hzicon/yichu/yifunan_baijiang_1,寄风,皎洁的月光洒在江面上，如梦如幻。,True,spines/zhujue/huanzhuangNan/baijiangnan_1_yifu,,HZ_RUYADUANZHUANG,288,,HZ_QINGCHUN,242,,HZ_FANHUA,220,,HZ_SHIWEN,250,,FG_YUANYOU,1000,,,,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20351,1,
2100031,ui/hzicon/yichu/yifunan_huamei_1,月蝉,清晨帘幕卷轻霜。呵手试梅妆。,True,spines/zhujue/huanzhuangNan/huameinan_1_yifu,,HZ_QINGCHUN,434,,HZ_FENGLIUWUMEI,318,,HZ_FANHUA,298,,HZ_SHIWEN,350,,FG_WUYI,800,,FG_YUANYOU,600,,,,,4,,,,,PHYSICAL_DEFENCE,288,,MAGICAL_DEFENCE,228,,20353,1,
2100041,ui/hzicon/yichu/yifunan_qiongyao_1,千寻,烟景若离远，未响寄琼瑶。,True,spines/zhujue/huanzhuangNan/qiongyaonan_1_yifu,,HZ_TONGZHEN,310,,HZ_HUOPO,240,,HZ_JIANYUE,200,,HZ_SHIWEN,250,,FG_WUYI,800,,FG_XIUXIAN,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20356,1,
2100051,ui/hzicon/yichu/yifunan_yemao_1,忆白,天底下竟有如此精致考究的夜行衣！,True,spines/zhujue/huanzhuangNan/yemaonan_1_yifu,,HZ_RUYADUANZHUANG,225,,HZ_CHENGSHU,215,,HZ_FANHUA,198,,HZ_QINGLIANG,250,,FG_YUNDONG,800,,FG_XIUXIAN,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20360,1,
2100061,ui/hzicon/yichu/yifunan_huazhiming_1,庭雨,花前月下，为君斟一杯热酒。,True,spines/zhujue/huanzhuangNan/huazhimingnan_1_yifu,,HZ_CHENGSHU,292,,HZ_RUYADUANZHUANG,240,,HZ_FENGLIUWUMEI,218,,HZ_SHIWEN,250,,FG_SHENGDIAN,800,,FG_WUYI,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20364,1,
2100071,ui/hzicon/yichu/yifunan_mousi_1,安暖,读书破万卷，下笔如有神。,True,spines/zhujue/huanzhuangNan/mousinan_1_yifu,,HZ_CHENGSHU,396,,HZ_RUYADUANZHUANG,336,,HZ_FANHUA,318,,HZ_SHIWEN,350,,FG_YUANYOU,800,,FG_HUAYU,600,,,,,4,,,,,PHYSICAL_DEFENCE,288,,MAGICAL_DEFENCE,228,,20367,1,
2100081,ui/hzicon/yichu/yifunan_qingyu_1,水荷,清明时节雨纷纷，路上行人欲断魂。,True,spines/zhujue/huanzhuangNan/qingyunan_1_yifu,,HZ_RUYADUANZHUANG,310,,HZ_CAIZIJIAREN,250,,HZ_FANHUA,190,,HZ_SHIWEN,250,,FG_XIUXIAN,800,,FG_GUANCHANG,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20369,1,
2100101,ui/hzicon/yichu/yifunan_qingtian_1,天迥,待上浓妆戏一场，谁人台上谁人观？,True,spines/zhujue/huanzhuangNan/qingtiannan_1_yifu,,HZ_FANHUA,461,,HZ_CHENGSHU,403,,HZ_FENGLIUWUMEI,360,,HZ_BAONUAN,480,,FG_XIJU,800,,FG_GUANCHANG,600,,,,,5,,,,,PHYSICAL_DEFENCE,660,,MAGICAL_DEFENCE,660,,20371,1,
2100131,ui/hzicon/yichu/yifunan_taohua_1,笙歌,小花白碧桃，大花红碧桃，拨开三两枝，与君共园游。,True,spines/zhujue/huanzhuangNan/taohuanan_1_yifu,,HZ_CAIZIJIAREN,343,,HZ_FANHUA,298,,HZ_HUOPO,252,,HZ_BAONUAN,350,,FG_JIANGHU,800,,FG_HUAYU,600,,,,,4,,,,,PHYSICAL_DEFENCE,288,,MAGICAL_DEFENCE,228,,20375,1,
2100141,ui/hzicon/yichu/yifunan_fanxing_1,早弦,天上点点繁星，摘下一颗来送我，好不好……,True,spines/zhujue/huanzhuangNan/xingkongnan_1_yifu,,HZ_QINGCHUN,434,,HZ_RUYADUANZHUANG,326,,HZ_FANHUA,290,,HZ_SHIWEN,350,,FG_WUYI,800,,FG_XIUXIAN,600,,,,,4,,,,,PHYSICAL_DEFENCE,288,,MAGICAL_DEFENCE,228,,20378,1,
2100151,ui/hzicon/yichu/yifunan_huahuo_1,垂杨,花火的光芒照亮了整个夜空，好美……,True,spines/zhujue/huanzhuangNan/huahuonan_1_yifu,,HZ_HUOPO,275,,HZ_FANHUA,248,,HZ_CHENGSHU,228,,HZ_SHIWEN,250,,FG_GUANCHANG,1000,,,,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20381,1,
2100171,ui/hzicon/yichu/yifunan_huancai_1,静香,若能穿上这身七色霓裳，成为那万众瞩目的对象，又有什么难。,True,spines/zhujue/huanzhuangNan/huancainan_1_yifu,,HZ_QINGCHUN,288,,HZ_HUOPO,242,,HZ_CAIZIJIAREN,220,,HZ_SHIWEN,250,,FG_ZOUYUE,1000,,,,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20384,1,
2100191,ui/hzicon/yichu/yifunan_ansheng_1,情叙,王者仁心，天地可鉴！,True,spines/zhujue/huanzhuangNan/anshengnan_1_yifu,,HZ_CHENGSHU,310,,HZ_CAIZIJIAREN,228,,HZ_HUOPO,212,,HZ_SHIWEN,250,,FG_YUANYOU,800,,FG_YUNDONG,600,,,,,3,,,,,PHYSICAL_DEFENCE,96,,MAGICAL_DEFENCE,96,,20386,1,
2100211,ui/hzicon/yichu/yifunan_shufang_1,沧澜,一针一线，织出明月。,True,spines/zhujue/huanzhuangNan/shufangnan_1_yifu,,HZ_CAIZIJIAREN,346,,HZ_CHENGSHU,290,,HZ_RUYADUANZHUANG,256,,HZ_QINGLIANG,350,,FG_ZOUYUE,800,,FG_WUYI,600,,,,,4,,,,,PHYSICAL_DEFENCE,288,,MAGICAL_DEFENCE,228,,20389,1,
2100221,ui/hzicon/yichu/yifunan_wangdie_1,风摇,小小的蝴蝶飞啊飞，在天上，在地上，在你我的心头上。,True,spines/zhujue/huanzhuangNan/wangdienan_1_yifu,,HZ_QINGCHUN,399,,HZ_JIANYUE,346,,HZ_RUYADUANZHUANG,304,,HZ_SHIWEN,350,,FG_JIANGHU,1000,,,,,,,,4,,,,,PHYSICAL_DEFENCE,288,,MAGICAL_DEFENCE,228,,20392,1,
2100241,ui/hzicon/yichu/yifunan_changle_1,生华,好雨知时节，当春乃发生。,True,spines/zhujue/huanzhuangNan/changlenan_1_yifu,,HZ_FANHUA,420,,HZ_YONGMENGYINGZI,336,,HZ_QINGCHUN,294,,HZ_SHIWEN,350,,FG_GUANCHANG,1000,,,,,,,,4,,,,,PHYSICAL_DEFENCE,288,,MAGICAL_DEFENCE,228,,20396,1,
2100261,ui/hzicon/yichu/yifunan_jinyiwei_1,丹阳,饮马渡秋水，水寒风似刀。,True,spines/zhujue/huanzhuangNan/jinyiweinan_1_yifu,,HZ_FANHUA,416,,HZ_QINGCHUN,322,,HZ_YONGMENGYINGZI,312,,HZ_SHIWEN,350,,FG_JIANGHU,800,,FG_ZHENGZHAN,600,,FG_GUANCHANG,300,,4,,,,,PHYSICAL_DEFENCE,288,,MAGICAL_DEFENCE,228,,20399,1,
2100271,ui/hzicon/yichu/yifunan_yashi_1,孤光,冰肌雪肠原自同，铁心石腹何愁冻。,True,spines/zhujue/huanzhuangNan/yashinan_1_yifu,,HZ_FENGLIUWUMEI,329,,HZ_QINGCHUN,308,,HZ_JIANYUE,256,,HZ_QINGLIANG,350,,FG_SHENGDIAN,800,,FG_ZOUYUE,600,,,,,4,,,,,PHYSICAL_DEFENCE,288,,MAGICAL_DEFENCE,228,,20402,1,
2100291,ui/hzicon/yichu/yifunan_mengzhiyao_1,忘忧,有美人兮，见之不忘。一日不见兮，思之如狂。,True,spines/zhujue/huanzhuangNan/mengzhiyaonan_1_yifu,,HZ_FANHUA,343,,HZ_FENGLIUWUMEI,298,,HZ_HUOPO,252,,HZ_QINGLIANG,350,,FG_ZOUYUE,800,,FG_WUYI,600,,FG_XIUXIAN,300,,4,,,,,PHYSICAL_DEFENCE,288,,MAGICAL_DEFENCE,228,,20404,1,
2100321,ui/hzicon/yichu/yifunan_lujian_1,无归,回首向来萧瑟处，归去，也无风雨也无晴。,True,spines/zhujue/huanzhuangNan/lujiannan_1_yifu,,HZ_YONGMENGYINGZI,581,,HZ_FENGLIUWUMEI,442,,HZ_CHENGSHU,418,,HZ_SHIWEN,480,,FG_SHOULIE,800,,FG_YUNDONG,600,,,,,5,,,,,PHYSICAL_DEFENCE,660,,MAGICAL_DEFENCE,660,,20408,1,
