id,type,desc,player_action.type,player_action.arg,player_action.arg,player_action.arg,player_action.arg,player_action.arg,player_action.arg,player_action.arg,player_action.arg,player_action.arg,player_action.arg,player_action.arg,player_action.arg,player_condition.type,player_condition.arg,player_condition.arg,conditions.conditions.type,conditions.conditions.arg,conditions.conditions.arg,battle_action.type,battle_action.arg,parallel.threshold,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children,children
1025,BNT_RANDOM_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,73,74,,,,,,,,,,,,,,,,,,,,,,
1026,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,76,75,,,,,,,,,,,,,,,,,,,,,,
1027,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,78,1028,,,,,,,,,,,,,,,,,,,,,,
1028,BNT_RANDOM_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,79,80,81,,,,,,,,,,,,,,,,,,,,,
2000,BNT_RANDOM_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,1000,1001,1002,,,,,,,,,,,,,,,,,,,,,
2001,BNT_RANDOM_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,1003,1004,1005,,,,,,,,,,,,,,,,,,,,,
2002,BNT_RANDOM_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,1006,1007,1008,,,,,,,,,,,,,,,,,,,,,
2003,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,1017,1009,,,,,,,,,,,,,,,,,,,,,,
2004,BNT_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,1012,27,,,,,,,,,,,,,,,,,,,,,,
2005,BNT_RANDOM_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,1021,1022,1023,1024,,,,,,,,,,,,,,,,,,,,
2006,BNT_RANDOM_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,250,251,252,,,,,,,,,,,,,,,,,,,,,
2007,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,71,1025,,,,,,,,,,,,,,,,,,,,,,
3000,BNT_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,26,2004,,,,,,,,,,,,,,,,,,,,,,
3001,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,70,2005,,,,,,,,,,,,,,,,,,,,,,
3002,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,70,2006,,,,,,,,,,,,,,,,,,,,,,
3003,BNT_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,1026,2007,72,,,,,,,,,,,,,,,,,,,,,
4000,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,46,41,,,,,,,,,,,,,,,,,,,,,,
4001,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,46,42,,,,,,,,,,,,,,,,,,,,,,
4002,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,46,43,,,,,,,,,,,,,,,,,,,,,,
4003,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,46,44,,,,,,,,,,,,,,,,,,,,,,
4004,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,46,45,,,,,,,,,,,,,,,,,,,,,,
4005,BNT_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,46,4008,,,,,,,,,,,,,,,,,,,,,,
4006,BNT_RANDOM_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,4000,4001,4002,4003,4004,4009,4010,4011,4012,4013,4014,4015,,,,,,,,,,,,
4007,BNT_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,4006,4005,,,,,,,,,,,,,,,,,,,,,,
4008,BNT_RANDOM_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,47,40,,,,,,,,,,,,,,,,,,,,,,
4009,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,46,48,,,,,,,,,,,,,,,,,,,,,,
4010,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,46,340,,,,,,,,,,,,,,,,,,,,,,
4011,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,46,341,,,,,,,,,,,,,,,,,,,,,,
4012,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,46,342,,,,,,,,,,,,,,,,,,,,,,
4013,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,46,343,,,,,,,,,,,,,,,,,,,,,,
4014,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,46,344,,,,,,,,,,,,,,,,,,,,,,
4015,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,46,345,,,,,,,,,,,,,,,,,,,,,,
4016,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,3003,77,,,,,,,,,,,,,,,,,,,,,,
5000,BNT_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,1015,,,,,,,,,,,,,,,,,,,,,,,
5001,BNT_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,1016,,,,,,,,,,,,,,,,,,,,,,,
5200,BNT_RANDOM_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,100,101,1014,,,,,,,,,,,,,,,,,,,,,
5300,BNT_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,38,39,,,,,,,,,,,,,,,,,,,,,,
5400,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,200,201,202,,,,,,,,,,,,,,,,,,,,,
5500,BNT_RANDOM_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,64,65,66,,,,,,,,,,,,,,,,,,,,,
5600,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,203,201,202,,,,,,,,,,,,,,,,,,,,,
5700,BNT_RANDOM_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,320,321,322,323,324,,,,,,,,,,,,,,,,,,,
5800,BNT_RANDOM_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,310,311,,,,,,,,,,,,,,,,,,,,,,
5900,BNT_SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,67,4016,,,,,,,,,,,,,,,,,,,,,,
10000,BNT_RANDOM_FALLBACK,,,,,,,,,,,,,,,,,,,,,,,,23,3000,2000,2001,2002,2003,1010,5000,5001,5200,5400,1020,1013,62,4007,5500,5600,5800,5900,330,340,1027,3002,5700
