id,name,actor,start_responses.content,start_responses.next_messages,start_responses.content,start_responses.next_messages,start_responses.content,start_responses.next_messages,start_messages,end_plot,finish_events.events.type,finish_events.events.arg,finish_events.events.arg,finish_events.events.arg,finish_events.events.type,finish_events.events.arg,finish_events.events.arg,finish_events.events.arg,finish_events.events.type,finish_events.events.arg,finish_events.events.arg,finish_events.events.arg
31003,家人,104,,,,,,,9474,,ADD_ITEM,104,1,,,,,,,,,
41003,家人,104,,,,,,,9505,,ADD_ITEM,104,1,,,,,,,,,
31004,对方的邀请,104,,,,,,,9536,40102100,ADD_ITEM,104,1,,ADD_FEIGE_CG,10,,,,,,
41004,对方的邀请,104,,,,,,,9564,50102100,ADD_ITEM,104,1,,ADD_FEIGE_CG,10,,,,,,
31005,调戏,104,,,,,,,9592,,ADD_ITEM,104,1,,,,,,,,,
41005,调戏,104,,,,,,,9623,,ADD_ITEM,104,1,,,,,,,,,
31006,受伤,104,,,,,,,9654,40103100,ADD_ITEM,104,1,,,,,,,,,
41006,受伤,104,,,,,,,9682,50103100,ADD_ITEM,104,1,,,,,,,,,
31007,猜谜,104,,,,,,,9710,40104100,ADD_ITEM,104,1,,,,,,,,,
41007,猜谜,104,,,,,,,9741,50104100,ADD_ITEM,104,1,,,,,,,,,
31008,睡颜,104,,,,,,,9772,,ADD_ITEM,104,1,,,,,,,,,
41008,睡颜,104,,,,,,,9803,,ADD_ITEM,104,1,,,,,,,,,
31009,奇怪的女人,104,那天你逃走之后，我遇到了一个女人，自称是你的姐姐。,9834,,,,,,,ADD_ITEM,104,1,,,,,,,,,
41009,奇怪的女人,104,那天你逃走之后，我遇到了一个女人，自称是你的姐姐。,9844,,,,,,,ADD_ITEM,104,1,,,,,,,,,
31010,雪景,104,,,,,,,9854,40105100,ADD_ITEM,104,1,,,,,,,,,
41010,雪景,104,,,,,,,9894,50105100,ADD_ITEM,104,1,,,,,,,,,
32001,箭术,203,,,,,,,9934,,ADD_ITEM,203,1,,,,,,,,,
42001,箭术,203,,,,,,,9974,,ADD_ITEM,203,1,,,,,,,,,
32002,皇兄,203,,,,,,,10014,,ADD_ITEM,203,1,,,,,,,,,
42002,皇兄,203,,,,,,,10054,,ADD_ITEM,203,1,,,,,,,,,
32003,天赋,203,你不会真的去问七殿下了吧，我怎么觉得我好像闯祸了……他怎么说的？,10094,,,,,,,ADD_ITEM,203,1,,,,,,,,,
42003,天赋,203,你不会真的去问七殿下了吧，我怎么觉得我好像闯祸了……他怎么说的？,10134,,,,,,,ADD_ITEM,203,1,,,,,,,,,
32004,靶场,203,,,,,,,10174,40111100,ADD_ITEM,203,1,,,,,,,,,
42004,靶场,203,,,,,,,10214,50111100,ADD_ITEM,203,1,,,,,,,,,
32005,基本功,203,,,,,,,10254,,ADD_ITEM,203,1,,,,,,,,,
42005,基本功,203,,,,,,,10294,,ADD_ITEM,203,1,,,,,,,,,
32006,剑谱,203,,,,,,,10334,,ADD_ITEM,203,1,,,,,,,,,
42006,剑谱,203,,,,,,,10374,,ADD_ITEM,203,1,,,,,,,,,
32007,九公主,203,,,,,,,10414,,ADD_ITEM,203,1,,,,,,,,,
42007,九公主,203,,,,,,,10454,,ADD_ITEM,203,1,,,,,,,,,
32008,礼物,203,,,,,,,10494,40112100,ADD_ITEM,203,1,,,,,,,,,
42008,礼物,203,,,,,,,10534,50112100,ADD_ITEM,203,1,,,,,,,,,
32009,陪伴,203,,,,,,,10574,,ADD_ITEM,203,1,,,,,,,,,
42009,陪伴,203,,,,,,,10614,,ADD_ITEM,203,1,,,,,,,,,
32010,风雨,203,,,,,,,10654,,ADD_ITEM,203,1,,,,,,,,,
42010,风雨,203,,,,,,,10694,,ADD_ITEM,203,1,,,,,,,,,
33001,二皇子,202,,,,,,,10734,,ADD_ITEM,202,1,,,,,,,,,
43001,二皇子,202,,,,,,,10774,,ADD_ITEM,202,1,,,,,,,,,
33002,劝诫,202,,,,,,,10814,,ADD_ITEM,202,1,,,,,,,,,
43002,劝诫,202,,,,,,,10854,,ADD_ITEM,202,1,,,,,,,,,
33003,广纳贤才,202,,,,,,,10894,40121100,ADD_ITEM,202,1,,,,,,,,,
43003,广纳贤才,202,,,,,,,10934,50121100,ADD_ITEM,202,1,,,,,,,,,
33004,烟花韵事,202,,,,,,,10974,,ADD_ITEM,202,1,,,,,,,,,
43004,烟花韵事,202,,,,,,,11014,,ADD_ITEM,202,1,,,,,,,,,
33005,华服,202,真想不到你竟然会送礼物给我。,11054,,,,,,,ADD_ITEM,202,1,,,,,,,,,
43005,华服,202,真想不到你竟然会送礼物给我。,11094,,,,,,,ADD_ITEM,202,1,,,,,,,,,
33006,手艺,202,殿下可有什么喜欢吃的？,11134,,,,,,,ADD_ITEM,202,1,,,,,,,,,
43006,手艺,202,殿下可有什么喜欢吃的？,11174,,,,,,,ADD_ITEM,202,1,,,,,,,,,
33007,马马虎虎,202,,,,,,,11214,40122100,ADD_ITEM,202,1,,,,,,,,,
43007,马马虎虎,202,,,,,,,11254,50122100,ADD_ITEM,202,1,,,,,,,,,
33008,雨后,202,,,,,,,11294,,ADD_ITEM,202,1,,,,,,,,,
43008,雨后,202,,,,,,,11334,,ADD_ITEM,202,1,,,,,,,,,
33009,茗茶,202,,,,,,,11374,,ADD_ITEM,202,1,,,,,,,,,
43009,茗茶,202,,,,,,,11414,,ADD_ITEM,202,1,,,,,,,,,
33010,天下,202,,,,,,,11454,,ADD_ITEM,202,1,,,,,,,,,
43010,天下,202,,,,,,,11494,,ADD_ITEM,202,1,,,,,,,,,
34001,东宫,212,,,,,,,11534,,ADD_ITEM,212,1,,,,,,,,,
44001,东宫,212,,,,,,,11574,,ADD_ITEM,212,1,,,,,,,,,
34002,高阳王,212,,,,,,,11614,,ADD_ITEM,212,1,,,,,,,,,
44002,高阳王,212,,,,,,,11654,,ADD_ITEM,212,1,,,,,,,,,
34003,政见,212,,,,,,,11694,,ADD_ITEM,212,1,,,,,,,,,
44003,政见,212,,,,,,,11734,,ADD_ITEM,212,1,,,,,,,,,
34004,生辰,212,听闻殿下马上要庆祝生辰了，小女在这信笺上先谢过了。,11774,,,,,,40131100,ADD_ITEM,212,1,,,,,,,,,
44004,生辰,212,听闻殿下马上要庆祝生辰了，在下在这信笺上先谢过了。,11814,,,,,,50131100,ADD_ITEM,212,1,,,,,,,,,
34005,年华易逝,212,,,,,,,11854,,ADD_ITEM,212,1,,,,,,,,,
44005,年华易逝,212,,,,,,,11894,,ADD_ITEM,212,1,,,,,,,,,
34006,金钗,212,,,,,,,11934,,ADD_ITEM,212,1,,,,,,,,,
44006,金钗,212,,,,,,,11974,,ADD_ITEM,212,1,,,,,,,,,
34007,花木,212,殿下之前送给我的苗木如今已经发芽了。,12014,,,,,,40132100,ADD_ITEM,212,1,,,,,,,,,
44007,花木,212,殿下之前送给我的苗木如今已经发芽了。,12027,,,,,,50132100,ADD_ITEM,212,1,,,,,,,,,
34008,盆景,212,,,,,,,12040,,ADD_ITEM,212,1,,,,,,,,,
44008,盆景,212,,,,,,,12080,,ADD_ITEM,212,1,,,,,,,,,
34009,描灯,212,,,,,,,12120,,ADD_ITEM,212,1,,,,,,,,,
44009,描灯,212,,,,,,,12160,,ADD_ITEM,212,1,,,,,,,,,
34010,出宫,212,,,,,,,12200,,ADD_ITEM,212,1,,,,,,,,,
44010,出宫,212,,,,,,,12240,,ADD_ITEM,212,1,,,,,,,,,
35001,铜钱信,217,,,,,,,12280,,ADD_ITEM,217,1,,,,,,,,,
45001,铜钱信,217,,,,,,,12320,,ADD_ITEM,217,1,,,,,,,,,
35002,何人相助,217,,,,,,,12360,,ADD_ITEM,217,1,,,,,,,,,
45002,何人相助,217,,,,,,,12400,,ADD_ITEM,217,1,,,,,,,,,
35003,小叽,217,,,,,,,12440,,ADD_ITEM,217,1,,,,,,,,,
45003,小叽,217,,,,,,,12471,,ADD_ITEM,217,1,,,,,,,,,
35004,北凉现状,217,,,,,,,12502,,ADD_ITEM,217,1,,,,,,,,,
45004,北凉现状,217,,,,,,,12542,,ADD_ITEM,217,1,,,,,,,,,
35005,童言无忌,217,,,,,,,12582,,ADD_ITEM,217,1,,,,,,,,,
45005,童言无忌,217,,,,,,,12622,,ADD_ITEM,217,1,,,,,,,,,
35006,发烧,217,前些日子发烧的时候，总能想起你小时候给我做的那锅汤。,12662,,,,,,,ADD_ITEM,217,1,,,,,,,,,
45006,发烧,217,前些日子发烧的时候，总能想起你小时候给我做的那锅汤。,12675,,,,,,,ADD_ITEM,217,1,,,,,,,,,
35007,海边,217,,,,,,,12688,,ADD_ITEM,217,1,,,,,,,,,
45007,海边,217,,,,,,,12728,,ADD_ITEM,217,1,,,,,,,,,
35008,童年,217,最近想了想，我们之间真的发生了很多事，开心的事也有，当然也有更多糗事。,12768,,,,,,,ADD_ITEM,217,1,,,,,,,,,
45008,童年,217,最近想了想，我们之间真的发生了很多事，开心的事也有，当然也有更多糗事。,12781,,,,,,,ADD_ITEM,217,1,,,,,,,,,
35009,交锋,217,,,,,,,12794,,ADD_ITEM,217,1,,,,,,,,,
45009,交锋,217,,,,,,,12834,,ADD_ITEM,217,1,,,,,,,,,
35010,我的看法,217,,,,,,,12874,,ADD_ITEM,217,1,,,,,,,,,
45010,我的看法,217,,,,,,,12914,,ADD_ITEM,217,1,,,,,,,,,
36001,叱云柔来信,206,,,,,,,12954,,ADD_ITEM,206,1,,,,,,,,,
46001,叱云柔来信,206,,,,,,,12964,,ADD_ITEM,206,1,,,,,,,,,
36002,聪明人,206,,,,,,,12974,,ADD_ITEM,206,1,,,,,,,,,
46002,聪明人,206,,,,,,,12987,,ADD_ITEM,206,1,,,,,,,,,
36003,冲突,206,,,,,,,13000,,ADD_ITEM,206,1,,,,,,,,,
46003,冲突,206,,,,,,,13040,,ADD_ITEM,206,1,,,,,,,,,
36004,年轻时候,206,,,,,,,13080,,ADD_ITEM,206,1,,,,,,,,,
46004,年轻时候,206,,,,,,,13093,,ADD_ITEM,206,1,,,,,,,,,
36005,穷人,206,母亲，身为李家的子嗣，我觉得有必要去接济一下城里的穷人。,13106,,,,,,,ADD_ITEM,206,1,,,,,,,,,
46005,穷人,206,母亲，身为李家的子嗣，我觉得有必要去接济一下城里的穷人。,13119,,,,,,,ADD_ITEM,206,1,,,,,,,,,
36006,接济,206,,,,,,,13132,,ADD_ITEM,206,1,,,,,,,,,
46006,接济,206,,,,,,,13145,,ADD_ITEM,206,1,,,,,,,,,
36007,平城往事,206,,,,,,,13158,,ADD_ITEM,206,1,,,,,,,,,
46007,平城往事,206,,,,,,,13171,,ADD_ITEM,206,1,,,,,,,,,
36008,情爱,206,,,,,,,13184,,ADD_ITEM,206,1,,,,,,,,,
46008,情爱,206,,,,,,,13195,,ADD_ITEM,206,1,,,,,,,,,
36009,牡丹酒,206,,,,,,,13206,,ADD_ITEM,206,1,,,,,,,,,
46009,牡丹酒,206,,,,,,,13213,,ADD_ITEM,206,1,,,,,,,,,
36010,喜欢的他,206,,,,,,,13220,,ADD_ITEM,206,1,,,,,,,,,
46010,喜欢的他,206,,,,,,,13248,,ADD_ITEM,206,1,,,,,,,,,
