id,name,icon,appearance,type,fancy,buildings.building,buildings.allowed_areas,buildings.init_pos.x,buildings.init_pos.y,collision_group,z_level,attach_areas,anchors.x,anchors.y,anchors.x,anchors.y,size.width,size.height,collision_points.x,collision_points.y,collision_points.x,collision_points.y,collision_points.x,collision_points.y,collision_points.x,collision_points.y,collision_points.x,collision_points.y,collision_points.x,collision_points.y,collision_points.x,collision_points.y,collision_points.x,collision_points.y,sub_furniture,sub_furniture,sub_furniture,sub_furniture,sub_furniture,sub_furniture,sub_furniture,unlock_conditions.conditions.type,unlock_conditions.conditions.arg,unlock_conditions.conditions.arg,buy_conditions.conditions.type,buy_conditions.conditions.arg,buy_conditions.conditions.arg,max_count
102023,小窗,zhuting_2024,zhuting_2024,2,0,MBT_HALL,2,,,,10,,0,0,99,109,99,109,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
102024,花束,zhuting_2025,zhuting_2025,2,0,MBT_HALL,2,,,,10,,0,0,90,108,90,108,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
102025,挂灯,zhuting_2026,zhuting_2026,2,0,MBT_HALL,2,,,,10,,0,0,101,107,101,107,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
102026,金挂灯,zhuting_2027,zhuting_2027,2,0,MBT_HALL,2,,,,10,,0,0,101,107,101,107,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
102027,网纹窗,zhuting_2028,zhuting_2028,2,84,MBT_HALL,2,,,,10,,0,0,222,266,222,266,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1800,COST_RESOURCE,DIAMOND,100,20
102028,西域窗,zhuting_2029,zhuting_2029,2,36,MBT_HALL,2,,,,10,,0,0,160,414,160,414,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,800,COST_RESOURCE,DIAMOND,100,20
102029,西域门,zhuting_2030,zhuting_2030,2,60,MBT_HALL,2,,,,10,,0,0,217,489,217,489,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1300,COST_RESOURCE,DIAMOND,100,20
102030,西域挂帘,zhuting_2031,zhuting_2031,2,60,MBT_HALL,2,,,,10,,0,0,155,365,155,365,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1300,COST_RESOURCE,DIAMOND,100,20
102031,网纹墙饰,zhuting_2032,zhuting_2032,2,72,MBT_HALL,2,,,,10,,0,0,300,384,300,384,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1600,COST_RESOURCE,DIAMOND,100,20
102032,菱形墙饰,zhuting_2033,zhuting_2033,2,120,MBT_HALL,2,,,,10,,0,0,82,277,82,277,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2600,COST_RESOURCE,DIAMOND,100,20
102033,珠帘窗,zhuting_2034,zhuting_2034,2,120,MBT_HALL,2,,,,10,,0,0,227,392,227,392,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2600,COST_RESOURCE,DIAMOND,100,20
102034,西域壁灯,zhuting_2035,zhuting_2035,2,144,MBT_HALL,2,,,,10,,0,0,95,123,95,123,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3200,COST_RESOURCE,DIAMOND,100,20
102035,雕花六边窗,zhuting_2036,zhuting_2036,2,76,MBT_HALL,2,,,,10,,0,0,193,172,193,172,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1400,COST_RESOURCE,DIAMOND,100,20
102036,雕花圆窗,zhuting_2037,zhuting_2037,2,214,MBT_HALL,2,,,,10,,0,0,165,165,165,165,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3900,COST_RESOURCE,DIAMOND,100,20
102037,花幻境,zhuting_2038,zhuting_2038,2,153,MBT_HALL,2,,,,10,,0,0,282,237,282,237,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2800,COST_RESOURCE,DIAMOND,100,20
102038,蔚蓝月洞门,zhuting_2039,zhuting_2039,2,184,MBT_HALL,2,,,,10,,0,0,429,523,429,523,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3300,COST_RESOURCE,DIAMOND,100,20
102039,和风挂画,zhuting_2040,zhuting_2040,2,109,MBT_HALL,2,,,,10,,0,0,348,488,348,488,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2200,COST_RESOURCE,DIAMOND,100,20
102040,和风方窗,zhuting_2041,zhuting_2041,2,163,MBT_HALL,2,,,,10,,0,0,302,199,302,199,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3300,COST_RESOURCE,DIAMOND,100,20
102041,和风圆窗,zhuting_2042,zhuting_2042,2,163,MBT_HALL,2,,,,10,,0,0,181,183,181,183,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3300,COST_RESOURCE,DIAMOND,100,20
102042,和风门一,zhuting_2043,zhuting_2043,2,204,MBT_HALL,2,,,,10,,0,0,632,488,632,488,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,4100,COST_RESOURCE,DIAMOND,100,20
102043,和风门二,zhuting_2044,zhuting_2044,2,136,MBT_HALL,2,,,,10,,0,0,632,488,632,488,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2700,COST_RESOURCE,DIAMOND,100,20
103001,吊灯,zhuting_3001,zhuting_3001,3,106,MBT_HALL,3,,,301,20,,0,197,71,197,71,197,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2500,COST_RESOURCE,DIAMOND,100,20
103002,纱帘,zhuting_3002,zhuting_3002,3,137,MBT_HALL,3,,,301,20,,0,567,200,567,200,567,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3300,COST_RESOURCE,DIAMOND,100,20
103003,鸟笼,zhuting_3003,zhuting_3003,3,42,MBT_HALL,3,,,301,20,,0,256,81,256,81,256,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1000,COST_RESOURCE,DIAMOND,100,20
103004,吉祥风铃,zhuting_3004,zhuting_3004,3,120,MBT_HALL,3,,,301,20,,0,333,148,333,148,333,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1900,COST_RESOURCE,DIAMOND,100,20
103005,紫金葫芦,zhuting_2009,zhuting_2009,3,164,MBT_HALL,3,,,301,20,,0,240,104,240,104,240,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2600,COST_RESOURCE,DIAMOND,100,20
103006,如意吊灯,zhuting_3005,zhuting_3005,3,150,MBT_HALL,3,,,301,20,,0,227,158,227,158,227,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2400,COST_RESOURCE,DIAMOND,100,20
103007,金丝纱帘,zhuting_3006,zhuting_3006,3,224,MBT_HALL,3,,,301,20,,0,256,174,256,174,256,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3600,COST_RESOURCE,DIAMOND,100,20
103008,金丝垂帘,zhuting_3007,zhuting_3007,3,209,MBT_HALL,3,,,301,20,,0,554,182,554,182,554,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3300,COST_RESOURCE,DIAMOND,100,20
103009,蔚蓝垂帘,zhuting_3008,zhuting_3008,3,90,MBT_HALL,3,,,301,20,,0,539,199,539,199,539,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1400,COST_RESOURCE,DIAMOND,100,20
103010,纱帘一,zhuting_3009,zhuting_3009,3,0,MBT_HALL,3,,,301,20,,0,560,206,560,206,560,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
103011,纱帘二,zhuting_3010,zhuting_3010,3,0,MBT_HALL,3,,,301,20,,0,503,203,503,203,503,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
103012,纱帘三,zhuting_3011,zhuting_3011,3,0,MBT_HALL,3,,,301,20,,0,572,319,572,319,572,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
103013,吊灯一,zhuting_3012,zhuting_3012,3,0,MBT_HALL,3,,,301,20,,0,206,102,206,102,206,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
103014,吊灯二,zhuting_3013,zhuting_3013,3,0,MBT_HALL,3,,,301,20,,0,218,163,218,163,218,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
103015,吊灯三,zhuting_3014,zhuting_3014,3,0,MBT_HALL,3,,,301,20,,0,327,374,327,374,327,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
103016,白纱帘,zhuting_3015,zhuting_3015,3,144,MBT_HALL,3,,,301,20,,0,497,317,497,317,497,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3200,COST_RESOURCE,DIAMOND,100,20
103017,奇异吊灯,zhuting_3016,zhuting_3016,3,96,MBT_HALL,3,,,301,20,,0,316,94,316,94,316,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2100,COST_RESOURCE,DIAMOND,100,20
103018,尖锥吊灯,zhuting_3017,zhuting_3017,3,72,MBT_HALL,3,,,301,20,,0,173,69,173,69,173,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1600,COST_RESOURCE,DIAMOND,100,20
103019,西域掉帘,zhuting_3018,zhuting_3018,3,120,MBT_HALL,3,,,301,20,,0,198,447,198,447,198,0,80,0,198,447,198,447,80,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2600,COST_RESOURCE,DIAMOND,100,20
103020,奇异掉帘,zhuting_3019,zhuting_3019,3,120,MBT_HALL,3,,,301,20,,0,488,527,488,527,488,0,0,0,488,527,488,527,0,253,336,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2600,COST_RESOURCE,DIAMOND,100,20
103021,莲花灯,zhuting_3020,zhuting_3020,3,214,MBT_HALL,3,,,301,20,,0,248,174,248,174,248,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3900,COST_RESOURCE,DIAMOND,100,20
103022,群花绕月,zhuting_3021,zhuting_3021,3,76,MBT_HALL,3,,,301,20,,0,240,129,240,129,240,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1400,COST_RESOURCE,DIAMOND,100,20
103023,玲珑灯,zhuting_3022,zhuting_3022,3,138,MBT_HALL,3,,,301,20,,0,212,158,212,158,212,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2500,COST_RESOURCE,DIAMOND,100,20
103024,薄丝帘左,zhuting_3023,zhuting_3023,3,107,MBT_HALL,3,,,301,20,,0,491,212,491,212,491,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1900,COST_RESOURCE,DIAMOND,100,20
103025,薄丝帘右,zhuting_3024,zhuting_3024,3,168,MBT_HALL,3,,,301,20,,0,491,212,491,212,491,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3000,COST_RESOURCE,DIAMOND,100,20
103026,仙气环绕,zhuting_3025,zhuting_3025,3,168,MBT_HALL,3,,,301,20,,0,523,219,523,219,523,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3000,COST_RESOURCE,DIAMOND,100,20
103027,紫帘,zhuting_3026,zhuting_3026,3,122,MBT_HALL,3,,,301,20,,0,547,283,547,283,547,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2200,COST_RESOURCE,DIAMOND,100,20
103028,和风鲤鱼旗,zhuting_3027,zhuting_3027,3,136,MBT_HALL,3,,,301,20,,0,272,58,272,58,272,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2700,COST_RESOURCE,DIAMOND,100,20
103029,和风吊灯,zhuting_3028,zhuting_3028,3,109,MBT_HALL,3,,,301,20,,0,192,119,192,119,192,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2200,COST_RESOURCE,DIAMOND,100,20
103030,和风竹帘,zhuting_3029,zhuting_3029,3,163,MBT_HALL,3,,,301,20,,0,125,278,125,278,125,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3300,COST_RESOURCE,DIAMOND,100,20
103031,和风紫帘,zhuting_3030,zhuting_3030,3,68,MBT_HALL,3,,,301,20,,0,273,198,273,198,273,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1400,COST_RESOURCE,DIAMOND,100,20
105001,山茶地毯,zhuting_5001,zhuting_5001,1,127,MBT_HALL,1,,,,2,,0,0,598,88,598,88,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3000,COST_RESOURCE,DIAMOND,100,20
105002,鹤翔地毯,zhuting_5002,zhuting_5002,1,135,MBT_HALL,1,,,,2,,0,0,592,84,592,84,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2200,COST_RESOURCE,DIAMOND,100,20
105003,金丝地毯,zhuting_5003,zhuting_5003,1,0,MBT_HALL,1,,,,2,,0,0,602,92,602,92,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
105004,绒毛地毯,zhuting_5004,zhuting_5004,1,96,MBT_HALL,1,,,,2,,0,0,287,93,287,93,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2100,COST_RESOURCE,DIAMOND,100,20
105005,西域坐垫,zhuting_5005,zhuting_5005,1,96,MBT_HALL,1,,,,2,,0,0,124,59,124,59,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2100,COST_RESOURCE,DIAMOND,100,20
105006,百花毯,zhuting_5006,zhuting_5006,1,76,MBT_HALL,1,,,,2,,0,0,607,99,607,99,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1400,COST_RESOURCE,DIAMOND,100,20
106001,房柱,zhuting_6001,zhuting_6001,3,0,MBT_HALL,3,362,234,101,9,,0,534,42,534,42,534,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
106002,盘鹤柱,zhuting_6002,zhuting_6002,3,75,MBT_HALL,3,,,101,9,,0,534,80,534,80,534,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1200,COST_RESOURCE,DIAMOND,100,20
106003,大理石柱,zhuting_6003,zhuting_6003,3,0,MBT_HALL,3,,,101,9,,0,534,98,534,98,534,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
106004,西域柱,zhuting_6004,zhuting_6004,3,48,MBT_HALL,3,,,101,9,,0,534,75,534,75,534,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1100,COST_RESOURCE,DIAMOND,100,20
106005,星辰柱,zhuting_6005,zhuting_6005,3,122,MBT_HALL,3,,,101,9,,0,534,82,534,82,534,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2200,COST_RESOURCE,DIAMOND,100,20
107001,房梁,zhuting_7001,zhuting_7001,4,0,MBT_HALL,3,0,638,,999,,0,130,2001,130,2001,130,0,65,0,130,2001,130,2001,65,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
107002,金鹤梁,zhuting_7002,zhuting_7002,4,194,MBT_HALL,3,0,635,,999,,0,131,2001,131,2001,131,0,68,0,131,2001,131,2001,68,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3100,COST_RESOURCE,DIAMOND,100,20
107003,大理石梁,zhuting_7003,zhuting_7003,4,0,MBT_HALL,3,0,636,,999,,0,132,2001,132,2001,132,0,66,0,132,2001,132,2001,66,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
107004,西域梁,zhuting_7004,zhuting_7004,4,96,MBT_HALL,3,0,688,,999,,0,80,2001,80,2001,80,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2100,COST_RESOURCE,DIAMOND,100,20
107005,星辰梁,zhuting_7005,zhuting_7005,4,168,MBT_HALL,3,0,632,,999,,0,136,2001,136,2001,136,0,65,0,136,2001,136,2001,65,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3000,COST_RESOURCE,DIAMOND,100,20
107006,和风梁,zhuting_7006,zhuting_7006,4,95,MBT_HALL,3,0,704,,999,,0,64,2001,64,2001,64,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1900,COST_RESOURCE,DIAMOND,100,20
108001,梦幻壁纸,zhuting_8001,zhuting_8001,5,0,MBT_HALL,3,0,0,,1,,0,768,2001,768,2001,768,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
108002,山茶壁纸,zhuting_8002,zhuting_8002,5,0,MBT_HALL,3,0,0,,1,,0,768,2001,768,2001,768,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
108003,仙鹤壁纸,zhuting_8003,zhuting_8003,5,150,MBT_HALL,3,0,0,,1,,0,768,2001,768,2001,768,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2400,COST_RESOURCE,DIAMOND,100,20
108004,西域壁纸,zhuting_8004,zhuting_8004,5,144,MBT_HALL,3,0,0,,1,,0,768,2001,768,2001,768,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3200,COST_RESOURCE,DIAMOND,100,20
108005,星空壁纸,zhuting_8005,zhuting_8005,5,153,MBT_HALL,3,0,0,,1,,0,768,2001,768,2001,768,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2800,COST_RESOURCE,DIAMOND,100,20
108006,和风壁纸,zhuting_8006,zhuting_8006,5,68,MBT_HALL,3,0,0,,1,,0,768,2001,768,2001,768,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1400,COST_RESOURCE,DIAMOND,100,20
201001,茅草,chitang_1001,chitang_1001,6,0,MBT_POND,5,940,285,501,40,,0,0,177,8,177,8,0,0,0,281,177,281,177,0,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
201004,莲叶,chitang_1004,chitang_1004,6,0,MBT_POND,5,145,180,501,26,,0,0,261,82,261,82,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
201005,莲叶群,chitang_1005,chitang_1005,6,190,MBT_POND,5,,,501,26,,0,0,506,141,506,141,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,4600,COST_RESOURCE,DIAMOND,100,20
201006,皇室鱼雕,chitang_1006,chitang_1006,6,131,MBT_POND,5,,,501,30,,0,0,172,30,172,30,0,0,0,228,172,228,172,0,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2100,COST_RESOURCE,DIAMOND,100,20
201007,皇室石灯,chitang_1007,chitang_1007,6,135,MBT_POND,5,,,501,30,,0,0,132,25,132,25,0,0,0,228,132,228,132,0,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2200,COST_RESOURCE,DIAMOND,100,20
201008,皇室金蛙,chitang_1008,chitang_1008,6,140,MBT_POND,5,,,501,30,,0,0,190,60,190,60,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2200,COST_RESOURCE,DIAMOND,100,20
201009,皇室莲花,chitang_1009,chitang_1009,6,145,MBT_POND,5,,,501,30,,0,0,148,85,148,85,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2300,COST_RESOURCE,DIAMOND,100,20
201010,皇室锦鲤,chitang_1010,chitang_1010,6,149,MBT_POND,5,,,501,30,,0,0,92,44,92,44,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2400,COST_RESOURCE,DIAMOND,100,20
201011,和风池灯,chitang_1011,chitang_1011,6,256,MBT_POND,5,,,501,30,,0,0,205,65,205,65,0,0,0,244,205,244,205,0,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,5100,COST_RESOURCE,DIAMOND,100,20
201012,和风茅草,chitang_1012,chitang_1012,6,40,MBT_POND,5,,,501,30,,0,0,244,28,244,28,0,0,0,257,244,257,244,0,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,800,COST_RESOURCE,DIAMOND,100,20
201013,和风荷叶,chitang_1013,chitang_1013,6,54,MBT_POND,5,,,501,30,,0,0,172,54,172,54,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1100,COST_RESOURCE,DIAMOND,100,20
201014,和风白莲,chitang_1014,chitang_1014,6,67,MBT_POND,5,,,501,30,,0,0,172,54,149,78,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1300,COST_RESOURCE,DIAMOND,100,20
201015,天鹅冰雕,chitang_1015,chitang_1015,6,31,MBT_POND,5,,,501,30,,0,0,179,30,179,30,0,0,0,195,179,195,179,0,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,700,COST_RESOURCE,DIAMOND,100,20
201016,浮冰,chitang_1016,chitang_1016,6,63,MBT_POND,5,,,501,30,,0,0,333,158,333,158,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1400,COST_RESOURCE,DIAMOND,100,20
201017,枯木,chitang_1017,chitang_1017,6,71,MBT_POND,5,,,501,30,,0,0,323,95,323,95,0,0,0,197,323,197,323,0,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1600,COST_RESOURCE,DIAMOND,100,20
201018,雪景石灯,chitang_1018,chitang_1018,6,79,MBT_POND,5,,,501,30,,0,0,168,26,168,26,0,0,0,234,168,234,168,0,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1700,COST_RESOURCE,DIAMOND,100,20
201019,雪景冰灯,chitang_1019,chitang_1019,6,86,MBT_POND,5,,,501,30,,0,0,180,25,180,25,0,0,0,228,180,228,180,0,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1900,COST_RESOURCE,DIAMOND,100,20
201020,夜景许愿灯,chitang_1020,chitang_1020,6,99,MBT_POND,5,,,501,30,,0,0,253,82,253,82,0,0,0,227,253,227,253,0,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1800,COST_RESOURCE,DIAMOND,100,20
201021,夜景夜灯,chitang_1021,chitang_1021,6,106,MBT_POND,5,,,501,30,,0,0,173,64,173,64,0,0,0,151,173,151,173,0,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1900,COST_RESOURCE,DIAMOND,100,20
201022,彩莲,chitang_1022,chitang_1022,6,113,MBT_POND,5,,,501,30,,0,0,173,64,173,64,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2000,COST_RESOURCE,DIAMOND,100,20
201023,荧光草,chitang_1023,chitang_1023,6,120,MBT_POND,5,,,501,30,,0,0,209,30,209,30,0,0,0,228,209,228,209,0,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2200,COST_RESOURCE,DIAMOND,100,20
201024,水草,chitang_1024,chitang_1024,6,127,MBT_POND,5,,,501,30,,0,0,163,30,163,30,0,0,0,228,163,228,163,0,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2300,COST_RESOURCE,DIAMOND,100,20
202002,假山,chitang_2002,chitang_2002,7,265,MBT_POND,6,,,,20,,50,0,358,0,390,319,50,0,358,0,358,319,0,319,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,6400,COST_RESOURCE,DIAMOND,100,20
202003,月季,chitang_2003,chitang_2003,7,190,MBT_POND,6,,,,20,,150,0,385,0,502,266,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,4600,COST_RESOURCE,DIAMOND,100,20
202004,小花,chitang_2004,chitang_2004,7,114,MBT_POND,6,,,,20,,125,0,250,0,305,272,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2700,COST_RESOURCE,DIAMOND,100,20
202005,皇室松树,chitang_2005,chitang_2005,7,154,MBT_POND,6,,,,20,,180,0,250,0,405,348,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2500,COST_RESOURCE,DIAMOND,100,20
202006,皇室樱花,chitang_2006,chitang_2006,7,159,MBT_POND,6,,,,20,,145,0,195,0,303,266,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2500,COST_RESOURCE,DIAMOND,100,20
202007,和风植物,chitang_2007,chitang_2007,7,81,MBT_POND,6,,,,20,,178,0,296,0,315,119,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1600,COST_RESOURCE,DIAMOND,100,20
