id,name,slot,multi_step_damages.pttids,multi_step_damages.weight,multi_step_damages.pttids,multi_step_damages.weight,multi_step_damages.pttids,multi_step_damages.weight,multi_step_damages.pttids,multi_step_damages.weight,multi_step_damages.pttids,multi_step_damages.weight,multi_step_damages.pttids,multi_step_damages.weight,damage_type,target_find.target_grids,target_find.target_select,target_find.target_filters.target_filters.type,target_find.target_filters.target_filters.arg,target_find.target_filters.target_filters.type,target_find.target_filters.target_filters.arg,target_find.target_sort,target_find.max_target,target_find.target_is_grid,opacity,speed,type,time,icon,scale,cd,default_cd,on_cast_self.pttid,on_cast_self.caster,on_cast_self.target,on_cast_self.pttid,on_cast_self.caster,on_cast_self.target,on_cast.pttid,on_cast.caster,on_cast.target,on_cast.pttid,on_cast.caster,on_cast.target,on_hit.pttid,on_hit.caster,on_hit.target,on_hit.pttid,on_hit.caster,on_hit.target,on_hit.pttid,on_hit.caster,on_hit.target,on_hit.pttid,on_hit.caster,on_hit.target,tags,tags,special_lens,cast_effect.stitching_effect,cast_effect.effect,cast_effect.unflipped_over,cast_effect.create_in_center,cast_effect.forever,cast_effect.stitching_effect,cast_effect.effect,cast_effect.unflipped_over,cast_effect.create_in_center,cast_effect.forever,cast_effect_down.stitching_effect,cast_effect_down.effect,cast_effect_down.unflipped_over,cast_effect_down.create_in_center,cast_effect_down.forever,cast_effect_down.stitching_effect,cast_effect_down.effect,cast_effect_down.unflipped_over,cast_effect_down.create_in_center,cast_effect_down.forever,cast_effect_down.stitching_effect,cast_effect_down.effect,cast_effect_down.unflipped_over,cast_effect_down.create_in_center,cast_effect_down.forever,cast_effect_ctr.stitching_effect,cast_effect_ctr.effect,cast_effect_ctr.unflipped_over,cast_effect_ctr.create_in_center,cast_effect_ctr.forever,cast_attack_effect.stitching_effect,cast_attack_effect.effect,cast_attack_effect.unflipped_over,cast_attack_effect.create_in_center,cast_attack_effect.forever,target_effect.stitching_effect,target_effect.effect,target_effect.unflipped_over,target_effect.create_in_center,target_effect.forever,target_effect_down.stitching_effect,target_effect_down.effect,target_effect_down.unflipped_over,target_effect_down.create_in_center,target_effect_down.forever,target_effect_down.stitching_effect,target_effect_down.effect,target_effect_down.unflipped_over,target_effect_down.create_in_center,target_effect_down.forever,target_effect_down.stitching_effect,target_effect_down.effect,target_effect_down.unflipped_over,target_effect_down.create_in_center,target_effect_down.forever,target_effect_down.stitching_effect,target_effect_down.effect,target_effect_down.unflipped_over,target_effect_down.create_in_center,target_effect_down.forever,target_effect_down.stitching_effect,target_effect_down.effect,target_effect_down.unflipped_over,target_effect_down.create_in_center,target_effect_down.forever,target_effect_ctr.stitching_effect,target_effect_ctr.effect,target_effect_ctr.unflipped_over,target_effect_ctr.create_in_center,target_effect_ctr.forever,cast_anim,special_sound,name_sound,attack_sound,hit_sound,value,factor,level,levelup_skill,levelup_conditions.conditions.type,levelup_conditions.conditions.arg,levelup_conditions.conditions.arg,unlock_conditions.conditions.type,unlock_conditions.conditions.arg,unite_skill.dps,unite_skill.tank,unite_skill.assist,desc,zhanli
102022,火舞流星,2,1,100,1,150,1,200,1,250,1,300,,,PHYSICAL,ENEMY,ROW,ALIVE,,,,,,,,,,,sprites/skill/jineng_liekong,1,2,0,,,,,,,,,,,,,10202012,SKILL_CASTER,SKILL_TARGET,1,SKILL_CASTER,SKILL_TARGET,10202022,SKILL_CASTER,SKILL_TARGET,,,,DAMAGE,,True,,newskills/effect_0182u,,,,,,,,,,newskills/effect_0182d,,,,,,,,,,,,,,,newskills/pre_camera_0182u,,,,,,,,,True,newskills/effect_hit_0240u,,,,True,newskills/effect_hit_0240d,,True,,,newskills/effect_hit_0241u,,True,,,newskills/effect_hit_0241d,,,,,,,,,,,,,,,newskills/effect_camera_0240u,,,,attack,,soundeffects/tuobadi_skill,soundeffects/tuobadi2_sk_1,soundeffects/tuobadi2_sk_2,0,1650,4,,,,,,,40202,40201,40203,{normal-color}攻击横排目标，造成{green-color}165%{normal-color}的{red-color}物理伤害{normal-color}，如果目标处于灼烧状态，则移除灼烧状态，并且使本次伤害提高{green-color}100%{normal-color},
10204,景星之凰,3,,,,,,,,,,,,,PHYSICAL,ALLY,SINGLE,SELF,,,,,,,,,PASSIVE,,sprites/skill/jineng_liuxue,1,1,,1020401,SKILL_CASTER,SKILL_CASTER,,,,,,,,,,,,,,,,,,,,,,BELONG_PASSIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_hit_3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,102041,,,,,,,,,{normal-color}回合开始时，移除自身负面状态，如果自身没有负面状态，则本回合暴击提高{green-color}5%{normal-color},
102041,景星之凰,3,,,,,,,,,,,,,PHYSICAL,ALLY,SINGLE,SELF,,,,,,,,,PASSIVE,,sprites/skill/jineng_liuxue,1,1,,10204011,SKILL_CASTER,SKILL_CASTER,,,,,,,,,,,,,,,,,,,,,,BELONG_PASSIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_hit_3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,,,,,,,,,,{normal-color}回合开始时，移除自身负面状态，如果自身没有负面状态，则本回合暴击提高{green-color}13%{normal-color},
13001,踏雪无痕,1,1,250,1,350,1,400,,,,,,,PHYSICAL,ENEMY,FRONT_SINGLE,ALIVE,,,,,,,,,,2,sprites/skill/jineng_taxuewuheng,1,0,0,,,,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,DAMAGE,,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0101u,,,,,newskills/effect_hit_0135u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,,,,soundeffects/liweiyang1_sk,0,890,1,13005,,,,,,,,,{normal-color}攻击对方前排单体目标，造成{green-color}89%{normal-color}的{purple-color}法术伤害{normal-color},
13005,踏雪无痕,1,1,250,1,350,1,400,,,,,,,PHYSICAL,ENEMY,FRONT_SINGLE,ALIVE,,,,,,,,,,2,sprites/skill/jineng_taxuewuheng,1,0,0,,,,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,1300101,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0101u,,,,,newskills/effect_hit_0135u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,,,,soundeffects/liweiyang1_sk,0,890,2,,,,,,,,,,{normal-color}攻击对方前排单体目标，造成{green-color}89%{normal-color}的{purple-color}法术伤害{normal-color}，有{green-color}20%{normal-color}几率使目标受到冰冻效果,
13006,傲雪凌霜,2,1,100,1,150,1,200,1,250,1,300,1,0,MAGICAL,ENEMY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/jineng_aoxuelingshuang,1,2,3,,,,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,DAMAGE,,True,,newskills/effect_0014u,,,,,,,,,,newskills/effect_0129d,,,,,,,,,,,,,,,newskills/pre_camera_0129u,,,,,newskills/effect_0129u,,,,,newskills/effect_hit_0157u,,,,,newskills/effect_hit_0157d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0157u,,,,attack,,soundeffects/liweiyang_skill,soundeffects/liweiyang2_sk_1,soundeffects/liweiyang2_sk_2,0,1040,1,13002,,,,,,41002,41001,41003,{normal-color}对所有角色造成{green-color}104%{normal-color}的{purple-color}法术伤害{normal-color},
13002,傲雪凌霜,2,1,100,1,150,1,200,1,250,1,300,1,0,MAGICAL,ENEMY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/jineng_aoxuelingshuang,1,2,3,,,,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,1300201,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,,True,,newskills/effect_0014u,,,,,,,,,,newskills/effect_0129d,,,,,,,,,,,,,,,newskills/pre_camera_0129u,,,,,newskills/effect_0129u,,,,,newskills/effect_hit_0157u,,,,,newskills/effect_hit_0157d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0157u,,,,attack,,soundeffects/liweiyang_skill,soundeffects/liweiyang2_sk_1,soundeffects/liweiyang2_sk_2,0,1040,2,130021,,,,,,41002,41001,41003,{normal-color}对所有角色造成{green-color}104%{normal-color}的{purple-color}法术伤害{normal-color}，并且{green-color}20%{normal-color}几率造成冰冻效果,
130021,傲雪凌霜,2,1,100,1,150,1,200,1,250,1,300,1,0,MAGICAL,ENEMY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/jineng_aoxuelingshuang,1,2,0,,,,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,13002011,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,,True,,newskills/effect_0014u,,,,,,,,,,newskills/effect_0129d,,,,,,,,,,,,,,,newskills/pre_camera_0129u,,,,,newskills/effect_0129u,,,,,newskills/effect_hit_0157u,,,,,newskills/effect_hit_0157d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0157u,,,,attack,,soundeffects/liweiyang_skill,soundeffects/liweiyang2_sk_1,soundeffects/liweiyang2_sk_2,0,1040,3,130022,,,,,,41002,41001,41003,{normal-color}对所有角色造成{green-color}104%{normal-color}的{purple-color}法术伤害{normal-color}，并且{green-color}20%{normal-color}几率造成冰冻效果,
130022,傲雪凌霜,2,1,100,1,150,1,200,1,250,1,300,1,0,MAGICAL,ENEMY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/jineng_aoxuelingshuang,1,1,0,,,,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,13002012,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,,True,,newskills/effect_0014u,,,,,,,,,,newskills/effect_0129d,,,,,,,,,,,,,,,newskills/pre_camera_0129u,,,,,newskills/effect_0129u,,,,,newskills/effect_hit_0157u,,,,,newskills/effect_hit_0157d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0157u,,,,attack,,soundeffects/liweiyang_skill,soundeffects/liweiyang2_sk_1,soundeffects/liweiyang2_sk_2,0,1040,4,,,,,,,41002,41001,41003,{normal-color}对所有角色造成{green-color}104%{normal-color}的{purple-color}法术伤害{normal-color}，并且{green-color}20%{normal-color}几率造成冰冻效果,
13003,冰心,3,,,,,,,,,,,,,PHYSICAL,ALLY,SINGLE,SELF,,,,,,,,,PASSIVE,2,sprites/skill/jineng_bingxin,1,0,,,,,,,,1300301,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,,,,BELONG_PASSIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_hit_3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,130031,,,,,,,,,{normal-color}在场时，使所有受到冰冻影响的目标，双防降低{green-color}12%{normal-color},
13004,03skill1,,,,,,,,,,,,,,MAGICAL,ENEMY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/jineng_bingxin,1,0,,,,,,,,1300401,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_hit_3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
130031,冰心,3,,,,,,,,,,,,,PHYSICAL,ALLY,SINGLE,SELF,,,,,,,,,PASSIVE,2,sprites/skill/jineng_bingxin,1,0,,,,,,,,13003011,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,,,,BELONG_PASSIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_hit_3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,,,,,,,,,,{normal-color}在场时，使所有受到冰冻影响的目标，双防降低{green-color}20%{normal-color},
130041,03skill1,,,,,,,,,,,,,,MAGICAL,ENEMY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/jineng_bingxin,1,0,,,,,,,,13004011,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_hit_3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
10801,傲世,1,,,,,,,,,,,,,PHYSICAL,ENEMY,FRONT_SINGLE,ALIVE,,,,,,,,,,2,sprites/skill/jineng_aoshi,1,0,0,,,,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,DAMAGE,,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0118u,,,,,newskills/effect_hit_0142u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,,,,soundeffects/chiyunnan1_sk,0,810,1,10806,,,,,,,,,{normal-color}攻击对方前排单体目标，造成{green-color}81%{normal-color}的{red-color}物理伤害{normal-color},
10806,傲世,1,,,,,,,,,,,,,PHYSICAL,ENEMY,PEER_BACK_SINGLE,ALIVE,,,,,,,,,,2,sprites/skill/jineng_aoshi,1,0,0,,,,,,,1080101,SKILL_CASTER,SKILL_TARGET,,,,1,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,DAMAGE,,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0118u,,,,,newskills/effect_hit_0142u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,,,,soundeffects/chiyunnan1_sk,0,810,2,,,,,,,,,,{normal-color}攻击对排末位目标，造成{green-color}81%{normal-color}的{red-color}物理伤害{normal-color}，有{green-color}20%{normal-color}几率嘲讽目标，持续一回合,
10808,黄天剑落,2,1,100,1,150,1,200,1,250,1,300,1,0,PHYSICAL,ENEMY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/jineng_huangtianjianluo,1,3,4,,,,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,DAMAGE,,True,,newskills/effect_0139u,,,,,,,,,,newskills/effect_0139d,,,,,,,,,,,,,,,newskills/pre_camera_0139u,,,,,,,,,,newskills/effect_hit_0152u,,,,,newskills/effect_hit_0152d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0152u,,,,attack,soundeffects/chiyunnan3_sk_1,soundeffects/chiyunnan_skill,soundeffects/chiyunnan3_sk_2,soundeffects/chiyunnan3_sk_3,0,930,1,10807,,,,,,40803,40801,40804,{normal-color}攻击敌方群体造成{green-color}93%{normal-color}{red-color}物理伤害{normal-color},
10807,黄天剑落,2,1,100,1,150,1,200,1,250,1,300,1,0,PHYSICAL,ENEMY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/jineng_huangtianjianluo,1,3,3,,,,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,1080701,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,,True,,newskills/effect_0139u,,,,,,,,,,newskills/effect_0139d,,,,,,,,,,,,,,,newskills/pre_camera_0139u,,,,,,,,,,newskills/effect_hit_0152u,,,,,newskills/effect_hit_0152d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0152u,,,,attack,soundeffects/chiyunnan3_sk_1,soundeffects/chiyunnan_skill,soundeffects/chiyunnan3_sk_2,soundeffects/chiyunnan3_sk_3,0,930,2,108071,,,,,,40803,40801,40804,{normal-color}攻击敌方群体造成{green-color}93%{normal-color}{red-color}物理伤害{normal-color}，并且{green-color}50%{normal-color}几率嘲讽目标,
108071,黄天剑落,2,1,100,1,150,1,200,1,250,1,300,1,0,PHYSICAL,ENEMY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/jineng_huangtianjianluo,1,2,3,,,,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,10807011,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,,True,,newskills/effect_0139u,,,,,,,,,,newskills/effect_0139d,,,,,,,,,,,,,,,newskills/pre_camera_0139u,,,,,,,,,,newskills/effect_hit_0152u,,,,,newskills/effect_hit_0152d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0152u,,,,attack,soundeffects/chiyunnan3_sk_1,soundeffects/chiyunnan_skill,soundeffects/chiyunnan3_sk_2,soundeffects/chiyunnan3_sk_3,0,930,3,108072,,,,,,40803,40801,40804,{normal-color}攻击敌方群体造成{green-color}93%{normal-color}{red-color}物理伤害{normal-color}，并且{green-color}50%{normal-color}几率嘲讽目标,
108072,黄天剑落,2,1,100,1,150,1,200,1,250,1,300,1,0,PHYSICAL,ENEMY,ALL,ALIVE,,,,,,,,,,2,sprites/skill/jineng_huangtianjianluo,1,2,0,,,,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,10807012,SKILL_CASTER,SKILL_TARGET,,,,,,,DAMAGE,,True,,newskills/effect_0139u,,,,,,,,,,newskills/effect_0139d,,,,,,,,,,,,,,,newskills/pre_camera_0139u,,,,,,,,,,newskills/effect_hit_0152u,,,,,newskills/effect_hit_0152d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0152u,,,,attack,soundeffects/chiyunnan3_sk_1,soundeffects/chiyunnan_skill,soundeffects/chiyunnan3_sk_2,soundeffects/chiyunnan3_sk_3,0,930,4,,,,,,,40803,40801,40804,{normal-color}攻击敌方群体造成{green-color}93%{normal-color}{red-color}物理伤害{normal-color}，并且{green-color}60%{normal-color}几率嘲讽目标,
10805,血气,3,,,,,,,,,,,,,PHYSICAL,ALLY,SINGLE,SELF,,,,,,,,,PASSIVE,,sprites/skill/jineng_xueqi,1,1,,,,,,,,1080501,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_hit_3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,108051,,,,,,,,,{normal-color}每次受到攻击会使自身造成的伤害提高{green-color}2.5%{normal-color}，最多叠加5层，持续1回合,
108051,血气,3,,,,,,,,,,,,,PHYSICAL,ALLY,SINGLE,SELF,,,,,,,,,PASSIVE,,sprites/skill/jineng_xueqi,1,1,,,,,,,,10805011,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_hit_3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,,,,,,,,,,{normal-color}每次受到攻击会使自身造成的伤害提高{green-color}3.5%{normal-color}，最多叠加5层，持续1回合,
15301,普攻暴击,1,,,,,,,,,,,,,PHYSICAL,ENEMY,FRONT_SINGLE,ALIVE,,,,,,,,,,,sprites/skill/jineng_fengxiaojiutian,1,0,0,1530101,SKILL_CASTER,SKILL_CASTER,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,DAMAGE,,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_c0123u,,,,,newskills/effect_0118u,,,,,newskills/effect_hit_0142u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,,,,,0,1000,1,,,,,,,,,,{normal-color}攻击对方前排单体目标，造成{green-color}100%{normal-color}的{red-color}物理伤害{normal-color}，本次技能必定暴击,
15302,群攻暴击,2,,,,,,,,,,,,,MAGICAL,ENEMY,ROW,ALIVE,,,,,,,,,,,sprites/skill/jineng_fengxiaojiutian,1,0,0,1530201,SKILL_CASTER,SKILL_CASTER,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,DAMAGE,,,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_0126u,,,,,newskills/effect_0125u,,,,True,newskills/effect_hit_0186u,,,,,newskills/effect_hit_0186d,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0186u,,,,attack,,,,,0,1000,1,,,,,,,,,,{normal-color}攻击对方指定列目标，造成{green-color}100%{normal-color}的{red-color}物理伤害{normal-color}，本次技能必定暴击,
15303,攻击回盾,3,,,,,,,,,,,,,PHYSICAL,ALLY,SINGLE,SELF,,,,,,,,,PASSIVE,,sprites/skill/jineng_fengxiaojiutian,1,0,0,,,,,,,1530301,SKILL_CASTER,SKILL_CASTER,,,,,,,,,,,,,,,,BELONG_PASSIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_hit_3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1000,1,,,,,,,,,,{normal-color}根据造成的伤害获得{green-color}100%{normal-color}的护盾,
12001,乾坤一掷,1,1,400,1,600,,,,,,,,,PHYSICAL,ENEMY,FRONT_SINGLE,ALIVE,,,,,,,,,,,sprites/skill/jineng_qiankunyizhi,1,0,0,,,,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,DAMAGE,,,,newskills/effect_0180u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_0126u,,,,,newskills/effect_hit_0034u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,,,,soundeffects/wulipugong_sk,0,880,1,120011,,,,,,,,,{normal-color}攻击对方前排单体目标，造成{green-color}88%{normal-color}的{red-color}物理伤害{normal-color},
120011,乾坤一掷,1,1,400,1,600,,,,,,,,,PHYSICAL,ENEMY,FRONT_SINGLE,ALIVE,,,,,,,,,,,sprites/skill/jineng_qiankunyizhi,1,0,0,,,,,,,,,,,,,1,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,DAMAGE,,,,newskills/effect_0180u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_0126u,,,,,newskills/effect_hit_0034u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,,,,soundeffects/wulipugong_sk,0,1210,2,,,,,,,,,,{normal-color}攻击对方前排单体目标，造成{green-color}121%{normal-color}的{red-color}物理伤害{normal-color},
12002,幻影三式,2,1,250,1,350,1,400,,,,,,,PHYSICAL,ENEMY,ROW,ALIVE,,,,,,,,,,,sprites/skill/jineng_huanyingsanshipao,1,1,3,,,,,,,1200201,SKILL_CASTER,SKILL_CASTER,,,,1,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,DAMAGE,,True,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_0111u,,,,,newskills/effect_0126u,,,,True,newskills/effect_hit_0150u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0150u,,,,attack,,soundeffects/tuobazhi_skill,,soundeffects/zhanganshou2_sk,0,1700,1,120021,,,,,,,,,{normal-color}对指定排目标造成{green-color}170%{normal-color}的{red-color}物理伤害{normal-color}，每命中一个目标，自身消耗生命上限{green-color}10%{normal-color}的生命值,
120021,幻影三式,2,1,250,1,350,1,400,,,,,,,PHYSICAL,ENEMY,ROW,ALIVE,,,,,,,,,,,sprites/skill/jineng_huanyingsanshipao,1,1,3,,,,,,,12002011,SKILL_CASTER,SKILL_CASTER,,,,1,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,DAMAGE,,True,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_0111u,,,,,newskills/effect_0126u,,,,True,newskills/effect_hit_0150u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0150u,,,,attack,,soundeffects/tuobazhi_skill,,soundeffects/zhanganshou2_sk,0,2000,2,120022,,,,,,,,,{normal-color}对指定排目标造成{green-color}200%{normal-color}的{red-color}物理伤害{normal-color}，每命中一个目标，自身消耗生命上限{green-color}10%{normal-color}的生命值,
120022,幻影三式,2,1,250,1,350,1,400,,,,,,,PHYSICAL,ENEMY,ROW,ALIVE,,,,,,,,,,,sprites/skill/jineng_huanyingsanshipao,1,1,0,,,,,,,12002012,SKILL_CASTER,SKILL_CASTER,,,,1,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,DAMAGE,,True,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_0111u,,,,,newskills/effect_0126u,,,,True,newskills/effect_hit_0150u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0150u,,,,attack,,soundeffects/tuobazhi_skill,,soundeffects/zhanganshou2_sk,0,2000,3,120023,,,,,,,,,{normal-color}对指定排目标造成{green-color}200%{normal-color}的{red-color}物理伤害{normal-color}，每命中一个目标，自身消耗生命上限{green-color}10%{normal-color}的生命值,
120023,幻影三式,2,1,250,1,350,1,400,,,,,,,PHYSICAL,ENEMY,ROW,ALIVE,,,,,,,,,,,sprites/skill/jineng_huanyingsanshipao,1,1,0,,,,,,,12002013,SKILL_CASTER,SKILL_CASTER,,,,1,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,DAMAGE,,True,,newskills/effect_0014u,,,,,,,,,,,,,,,,,,,,,,,,,newskills/pre_camera_0111u,,,,,newskills/effect_0126u,,,,True,newskills/effect_hit_0150u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_camera_0150u,,,,attack,,soundeffects/tuobazhi_skill,,soundeffects/zhanganshou2_sk,0,2400,4,,,,,,,,,,{normal-color}对指定排目标造成{green-color}240%{normal-color}的{red-color}物理伤害{normal-color}，每命中一个目标，自身消耗生命上限{green-color}10%{normal-color}的生命值,
12003,背水一战,3,,,,,,,,,,,,,MAGICAL,ALLY,SINGLE,SELF,,,,,,,,,PASSIVE,,sprites/skill/jineng_beishuiyizhan,1,1,,,,,,,,1200301,SKILL_CASTER,SKILL_CASTER,,,,,,,,,,,,,,,,BELONG_PASSIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_hit_3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,120031,,,,,,,,,{normal-color}自身血量每减少{green-color}30%{normal-color}，造成的伤害提高{green-color}5%{normal-color},
120031,背水一战,3,,,,,,,,,,,,,MAGICAL,ALLY,SINGLE,SELF,,,,,,,,,PASSIVE,,sprites/skill/jineng_beishuiyizhan,1,1,,,,,,,,12003011,SKILL_CASTER,SKILL_CASTER,,,,,,,,,,,,,,,,BELONG_PASSIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_hit_3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,,,,,,,,,,{normal-color}自身血量每减少{green-color}30%{normal-color}，造成的伤害提高{green-color}10%{normal-color},
13906,嗜魂之力,1,1,400,1,600,,,,,,,,,MAGICAL,ENEMY,FRONT_SINGLE,ALIVE,,,,,,,,,,2,sprites/skill/jineng_shihunzhili,1,0,0,,,,,,,1390101,SKILL_CASTER,SKILL_CASTER,,,,1,SKILL_CASTER,SKILL_TARGET,,,,,,,,,,DAMAGE,,,,newskills/effect_0180u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newskills/effect_0126u,,,,,newskills/effect_hit_0034u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,,,,soundeffects/wulipugong_sk,0,740,1,139061,,,,,,,,,{normal-color}攻击对方前排单体目标，造成{green-color}74%{normal-color}的{purple-color}法术伤害{normal-color},
