id,ips.origin,ips.end_point,ips.area_id,ips.area_name
3966,101.102.100.0,101.102.102.255,1001,华东地区
3967,101.102.103.0,101.102.103.255,1014,大洋州地区
3968,101.102.104.0,101.102.127.255,1002,华南地区
3969,101.103.0.0,101.103.255.255,1014,大洋州地区
3970,101.104.0.0,101.104.127.255,1002,华南地区
3971,101.104.128.0,101.104.191.255,1007,东北地区
3972,101.104.192.0,101.104.223.255,1003,华中地区
3973,101.104.224.0,101.104.255.255,1007,东北地区
3974,101.105.0.0,101.105.63.255,1002,华南地区
3975,101.105.64.0,101.105.127.255,1001,华东地区
3976,101.105.128.0,101.105.191.255,1006,西南地区
3977,101.105.192.0,101.105.223.255,1001,华东地区
3978,101.105.224.0,101.105.255.255,1005,西北地区
3979,101.106.0.0,101.106.63.255,1004,华北地区
3980,101.106.64.0,101.106.127.255,1002,华南地区
3981,101.106.128.0,101.106.239.255,1007,东北地区
3982,101.106.240.0,101.106.247.255,1001,华东地区
3983,101.106.248.0,101.106.255.255,1004,华北地区
3984,101.107.0.0,101.107.255.255,1002,华南地区
3985,101.108.0.0,101.109.255.255,1011,东南亚地区
3986,101.110.64.0,101.110.111.255,1002,华南地区
3987,101.110.112.0,101.110.115.255,1014,大洋州地区
3988,101.110.116.0,101.110.119.255,1004,华北地区
3989,101.110.120.0,101.110.127.255,1002,华南地区
3990,101.112.0.0,101.119.255.255,1014,大洋州地区
3991,101.120.0.0,101.124.255.255,1004,华北地区
3992,101.125.0.0,101.125.255.255,1001,华东地区
3993,101.126.0.0,101.126.63.255,1002,华南地区
3994,101.126.64.0,101.126.127.255,1004,华北地区
3995,101.126.128.0,101.126.191.255,1003,华中地区
3996,101.126.192.0,101.126.255.255,1004,华北地区
3997,101.127.0.0,101.127.1.0,1008,港澳台地区
3998,101.127.1.1,101.127.255.255,1011,东南亚地区
3999,101.128.0.0,101.128.3.255,1004,华北地区
4000,101.128.4.0,101.128.7.255,1014,大洋州地区
4001,101.128.8.0,101.128.63.255,1002,华南地区
4002,101.128.64.0,101.128.127.255,1011,东南亚地区
4003,101.129.0.0,101.129.255.255,1004,华北地区
4004,101.130.0.0,101.130.127.255,1003,华中地区
4005,101.130.128.0,101.130.255.255,1002,华南地区
4006,101.131.0.0,101.131.255.255,1007,东北地区
4007,101.132.0.0,101.135.255.255,1004,华北地区
4008,101.136.0.0,101.139.255.255,1008,港澳台地区
4009,101.144.0.0,101.145.255.255,1003,华中地区
4010,101.146.0.0,101.147.255.255,1002,华南地区
4011,101.150.0.0,101.152.255.255,1006,西南地区
4012,101.155.0.0,101.155.255.255,1004,华北地区
4013,101.158.0.0,101.159.255.255,1005,西北地区
4014,101.160.0.0,101.191.255.255,1014,大洋州地区
4015,101.192.0.0,101.201.255.255,1004,华北地区
4016,101.203.128.0,101.203.167.255,1002,华南地区
4017,101.203.168.0,101.203.171.255,1011,东南亚地区
4018,101.203.172.0,101.203.175.0,1004,华北地区
4019,101.203.175.1,101.203.175.255,1001,华东地区
4020,101.203.176.0,101.203.191.255,1002,华南地区
4021,101.204.0.0,101.207.255.255,1006,西南地区
4022,101.224.0.0,101.231.255.255,1001,华东地区
4023,101.232.0.0,101.233.255.255,1002,华南地区
4024,101.234.0.0,101.234.63.255,1011,东南亚地区
4025,101.234.64.0,101.234.71.255,1002,华南地区
4026,101.234.72.0,101.234.75.255,1014,大洋州地区
4027,101.234.76.0,101.234.79.255,1004,华北地区
4028,101.234.80.0,101.234.127.255,1002,华南地区
4029,101.234.128.0,101.234.255.255,1014,大洋州地区
4030,101.236.0.0,101.237.255.255,1004,华北地区
4031,101.238.0.0,101.238.255.255,1006,西南地区
4032,101.239.0.0,101.243.255.255,1004,华北地区
4033,101.244.0.0,101.245.255.255,1001,华东地区
4034,101.246.0.0,101.246.63.255,1002,华南地区
4035,101.246.64.0,101.246.255.255,1007,东北地区
4036,101.247.0.0,101.247.63.255,1005,西北地区
4037,101.247.64.0,101.247.127.255,1001,华东地区
4038,101.247.128.0,101.247.191.255,1004,华北地区
4039,101.247.192.0,101.247.255.255,1002,华南地区
4040,101.248.0.0,101.249.255.255,1006,西南地区
4041,101.251.0.0,101.251.3.255,1004,华北地区
4042,101.251.8.0,101.251.63.255,1002,华南地区
4043,101.251.64.0,101.251.127.255,1001,华东地区
4044,101.251.128.0,101.254.255.255,1004,华北地区
4045,101.255.0.0,101.255.255.255,1011,东南亚地区
4046,103.0.0.0,103.1.4.255,1014,大洋州地区
4047,103.1.5.0,103.1.5.255,1011,东南亚地区
4048,103.1.7.0,103.1.7.255,1014,大洋州地区
4049,103.1.8.0,103.1.11.255,1004,华北地区
4050,103.1.12.0,103.1.19.255,1008,港澳台地区
4051,103.1.20.0,103.1.23.255,1004,华北地区
4052,103.1.24.0,103.1.27.255,1001,华东地区
4053,103.1.28.0,103.1.31.255,1011,东南亚地区
4054,103.1.32.0,103.1.51.255,1008,港澳台地区
4055,103.1.52.0,103.1.63.255,1014,大洋州地区
4056,103.1.64.0,103.1.67.255,1008,港澳台地区
4057,103.1.68.0,103.1.71.255,1011,东南亚地区
4058,103.1.72.0,103.1.75.255,1001,华东地区
4059,103.1.76.0,103.1.79.255,1014,大洋州地区
4060,103.1.84.0,103.1.87.255,1011,东南亚地区
4061,103.1.88.0,103.1.91.255,1004,华北地区
4062,103.1.96.0,103.1.99.255,1014,大洋州地区
4063,103.1.104.0,103.1.107.255,1011,东南亚地区
4064,103.1.108.0,103.1.111.255,1014,大洋州地区
4065,103.1.116.0,103.1.119.255,1011,东南亚地区
4066,103.1.132.0,103.1.139.255,1011,东南亚地区
4067,103.1.144.0,103.1.155.255,1011,东南亚地区
4068,103.1.156.0,103.1.159.255,1008,港澳台地区
4069,103.1.160.0,103.1.167.255,1011,东南亚地区
4070,103.1.168.0,103.1.171.255,1004,华北地区
4071,103.1.172.0,103.1.175.255,1011,东南亚地区
4072,103.1.184.0,103.1.195.255,1014,大洋州地区
4073,103.1.200.0,103.1.203.255,1011,东南亚地区
4074,103.1.204.0,103.1.207.255,1014,大洋州地区
4075,103.1.208.0,103.1.211.255,1011,东南亚地区
4076,103.1.212.0,103.1.219.255,1014,大洋州地区
4077,103.1.220.0,103.1.227.255,1008,港澳台地区
4078,103.1.228.0,103.1.231.255,1014,大洋州地区
4079,103.1.232.0,103.1.239.255,1011,东南亚地区
4080,103.1.240.0,103.1.243.255,1014,大洋州地区
4081,103.2.88.0,103.2.91.255,1014,大洋州地区
4082,103.2.104.0,103.2.107.255,1011,东南亚地区
4083,103.2.108.0,103.2.111.255,1004,华北地区
4084,103.2.112.0,103.2.115.255,1011,东南亚地区
4085,103.2.116.0,103.2.123.255,1014,大洋州地区
4086,103.2.140.0,103.2.143.255,1014,大洋州地区
4087,103.2.144.0,103.2.147.255,1011,东南亚地区
4088,103.2.168.0,103.2.179.255,1014,大洋州地区
4089,103.2.180.0,103.2.183.255,1011,东南亚地区
4090,103.2.184.0,103.2.199.255,1014,大洋州地区
4091,103.2.200.0,103.2.203.255,1004,华北地区
4092,103.2.204.0,103.2.207.255,1001,华东地区
4093,103.2.216.0,103.2.219.255,1008,港澳台地区
4094,103.2.220.0,103.2.231.255,1011,东南亚地区
4095,103.3.20.0,103.3.23.255,1011,东南亚地区
4096,103.3.24.0,103.3.27.255,1008,港澳台地区
4097,103.3.44.0,103.3.47.255,1011,东南亚地区
4098,103.3.56.0,103.3.83.255,1011,东南亚地区
4099,103.3.84.0,103.3.87.255,1004,华北地区
4100,103.3.92.0,103.3.99.255,1004,华北地区
4101,103.3.100.0,103.3.103.255,1007,东北地区
4102,103.3.104.0,103.3.107.255,1003,华中地区
4103,103.3.108.0,103.3.111.255,1006,西南地区
4104,103.3.112.0,103.3.115.255,1001,华东地区
4105,103.3.116.0,103.3.119.255,1006,西南地区
4106,103.3.120.0,103.3.123.255,1004,华北地区
4107,103.3.124.0,103.3.127.255,1006,西南地区
4108,103.3.132.0,103.3.139.255,1005,西北地区
4109,103.3.140.0,103.3.143.255,1004,华北地区
4110,103.3.144.0,103.3.147.255,1014,大洋州地区
4111,103.3.148.0,103.3.155.255,1006,西南地区
4112,103.3.156.0,103.3.159.255,1004,华北地区
4113,103.3.160.0,103.3.163.255,1014,大洋州地区
4114,103.3.164.0,103.3.167.255,1011,东南亚地区
4115,103.3.168.0,103.3.171.255,1014,大洋州地区
4116,103.3.172.0,103.3.179.255,1011,东南亚地区
4117,103.3.192.0,103.3.195.255,1008,港澳台地区
4118,103.3.196.0,103.3.199.255,1014,大洋州地区
4119,103.3.200.0,103.3.203.255,1011,东南亚地区
4120,103.3.208.0,103.3.215.255,1011,东南亚地区
4121,103.3.216.0,103.3.219.255,1014,大洋州地区
4122,103.3.220.0,103.3.223.255,1011,东南亚地区
4123,103.3.232.0,103.3.243.255,1014,大洋州地区
4124,103.3.244.0,103.4.7.255,1011,东南亚地区
4125,103.4.12.0,103.4.15.255,1011,东南亚地区
4126,103.4.16.0,103.4.19.255,1014,大洋州地区
4127,103.4.20.0,103.4.23.255,1011,东南亚地区
4128,103.4.28.0,103.4.31.255,1011,东南亚地区
4129,103.4.36.0,103.4.39.255,1011,东南亚地区
4130,103.4.44.0,103.4.47.255,1011,东南亚地区
4131,103.4.52.0,103.4.55.255,1011,东南亚地区
4132,103.4.60.0,103.4.63.255,1014,大洋州地区
4133,103.4.72.0,103.4.75.255,1014,大洋州地区
4134,103.4.84.0,103.4.87.255,1014,大洋州地区
4135,103.4.88.0,103.4.91.255,1011,东南亚地区
4136,103.4.96.0,103.4.99.255,1009,北美地区
4137,103.4.100.0,103.4.103.255,1014,大洋州地区
4138,103.4.104.0,103.4.107.255,1008,港澳台地区
4139,103.4.108.0,103.4.111.255,1011,东南亚地区
4140,103.4.112.0,103.4.113.255,1008,港澳台地区
4141,103.4.114.0,103.4.115.255,1011,东南亚地区
4142,103.4.120.0,103.4.123.255,1014,大洋州地区
4143,103.4.124.0,103.4.131.255,1011,东南亚地区
4144,103.4.132.0,103.4.134.255,1014,大洋州地区
4145,103.4.136.0,103.4.139.255,1014,大洋州地区
4146,103.4.140.0,103.4.143.255,1011,东南亚地区
4147,103.4.152.0,103.4.155.255,1014,大洋州地区
4148,103.4.156.0,103.4.159.255,1011,东南亚地区
4149,103.4.160.0,103.4.163.255,1014,大洋州地区
4150,103.4.164.0,103.4.167.255,1011,东南亚地区
4151,103.4.172.0,103.4.173.255,1014,大洋州地区
4152,103.4.174.0,103.4.175.255,1011,东南亚地区
4153,103.4.188.0,103.4.191.255,1011,东南亚地区
4154,103.4.192.0,103.4.195.255,1014,大洋州地区
4155,103.4.196.0,103.4.199.255,1011,东南亚地区
4156,103.4.205.0,103.4.205.255,1014,大洋州地区
4157,103.4.206.0,103.4.207.255,1011,东南亚地区
4158,103.4.212.0,103.4.215.255,1014,大洋州地区
4159,103.4.216.0,103.4.219.255,1011,东南亚地区
4160,103.4.224.0,103.4.227.255,1008,港澳台地区
4161,103.4.228.0,103.4.232.255,1011,东南亚地区
4162,103.4.234.0,103.4.239.255,1014,大洋州地区
4163,103.4.240.0,103.4.243.255,1011,东南亚地区
4164,103.4.244.0,103.4.247.255,1008,港澳台地区
4165,103.5.0.0,103.5.11.255,1011,东南亚地区
4166,103.5.12.0,103.5.15.255,1008,港澳台地区
4167,103.5.24.0,103.5.27.255,1011,东南亚地区
4168,103.5.28.0,103.5.29.255,1014,大洋州地区
4169,103.5.30.0,103.5.31.255,1011,东南亚地区
4170,103.5.32.0,103.5.35.255,1008,港澳台地区
4171,103.5.36.0,103.5.39.255,1001,华东地区
4172,103.5.44.0,103.5.51.255,1011,东南亚地区
4173,103.5.52.0,103.5.59.255,1002,华南地区
4174,103.5.60.0,103.5.63.255,1011,东南亚地区
4175,103.5.68.0,103.5.69.255,1014,大洋州地区
4176,103.5.71.0,103.5.77.255,1014,大洋州地区
4177,103.5.79.0,103.5.79.255,1011,东南亚地区
4178,103.5.80.0,103.5.83.255,1014,大洋州地区
4179,103.5.88.0,103.5.99.255,1014,大洋州地区
4180,103.5.100.0,103.5.103.255,1008,港澳台地区
4181,103.5.105.0,103.5.105.255,1011,东南亚地区
4182,103.5.106.0,103.5.106.255,1014,大洋州地区
4183,103.5.107.0,103.5.107.255,1011,东南亚地区
4184,103.5.108.0,103.5.111.255,1014,大洋州地区
4185,103.5.120.0,103.5.127.255,1011,东南亚地区
4186,103.5.148.0,103.5.148.255,1011,东南亚地区
4187,103.5.149.0,103.5.149.255,1008,港澳台地区
4188,103.5.151.0,103.5.151.255,1011,东南亚地区
4189,103.5.156.0,103.5.159.255,1014,大洋州地区
4190,103.5.164.0,103.5.167.255,1014,大洋州地区
4191,103.5.168.0,103.5.171.255,1001,华东地区
4192,103.5.180.0,103.5.183.255,1011,东南亚地区
4193,103.5.198.0,103.5.198.255,1008,港澳台地区
4194,103.5.199.0,103.5.199.255,1011,东南亚地区
4195,103.5.204.0,103.5.211.255,1011,东南亚地区
4196,103.5.212.0,103.5.214.255,1014,大洋州地区
4197,103.5.215.0,103.5.215.255,1011,东南亚地区
4198,103.5.220.0,103.5.223.255,1008,港澳台地区
4199,103.5.224.0,103.5.227.255,1014,大洋州地区
4200,103.5.230.0,103.5.231.255,1014,大洋州地区
4201,103.5.236.0,103.5.243.255,1011,东南亚地区
4202,103.6.0.0,103.6.1.255,1011,东南亚地区
4203,103.6.4.0,103.6.7.255,1008,港澳台地区
4204,103.6.8.0,103.6.11.255,1011,东南亚地区
4205,103.6.12.0,103.6.15.255,1014,大洋州地区
4206,103.6.24.0,103.6.25.255,1014,大洋州地区
4207,103.6.28.0,103.6.31.255,1014,大洋州地区
4208,103.6.34.0,103.6.34.255,1011,东南亚地区
4209,103.6.35.0,103.6.35.255,1014,大洋州地区
4210,103.6.36.0,103.6.43.255,1011,东南亚地区
4211,103.6.48.0,103.6.51.255,1008,港澳台地区
4212,103.6.52.0,103.6.55.255,1011,东南亚地区
4213,103.6.64.0,103.6.67.255,1014,大洋州地区
4214,103.6.76.0,103.6.76.255,1002,华南地区
4215,103.6.84.0,103.6.86.255,1008,港澳台地区
4216,103.6.89.0,103.6.89.255,1014,大洋州地区
4217,103.6.90.0,103.6.91.255,1008,港澳台地区
4218,103.6.96.0,103.6.99.255,1011,东南亚地区
4219,103.6.105.0,103.6.105.255,1014,大洋州地区
4220,103.6.106.0,103.6.107.255,1011,东南亚地区
4221,103.6.116.0,103.6.116.255,1014,大洋州地区
4222,103.6.117.0,103.6.118.255,1011,东南亚地区
4223,103.6.120.0,103.6.131.255,1008,港澳台地区
4224,103.6.136.0,103.6.143.255,1008,港澳台地区
4225,103.6.144.0,103.6.147.255,1014,大洋州地区
4226,103.6.148.0,103.6.151.255,1011,东南亚地区
4227,103.6.152.0,103.6.155.255,1008,港澳台地区
4228,103.6.160.0,103.6.161.255,1008,港澳台地区
4229,103.6.162.0,103.6.163.255,1011,东南亚地区
4230,103.6.165.0,103.6.165.255,1011,东南亚地区
4231,103.6.166.0,103.6.166.255,1008,港澳台地区
4232,103.6.176.0,103.6.179.255,1008,港澳台地区
4233,103.6.180.0,103.6.183.255,1011,东南亚地区
4234,103.6.188.0,103.6.191.255,1014,大洋州地区
4235,103.6.192.0,103.6.195.255,1008,港澳台地区
4236,103.6.196.0,103.6.207.255,1011,东南亚地区
4237,103.6.208.0,103.6.213.255,1014,大洋州地区
4238,103.6.214.0,103.6.214.255,1011,东南亚地区
4239,103.6.215.0,103.6.219.255,1014,大洋州地区
4240,103.6.220.0,103.6.223.255,1001,华东地区
4241,103.6.232.0,103.6.235.255,1014,大洋州地区
4242,103.6.236.0,103.6.239.255,1011,东南亚地区
4243,103.6.244.0,103.6.251.255,1011,东南亚地区
4244,103.6.252.0,103.6.255.255,1014,大洋州地区
4245,103.7.0.0,103.7.2.255,1011,东南亚地区
4246,103.7.8.0,103.7.19.255,1011,东南亚地区
4247,103.7.24.0,103.7.27.255,1011,东南亚地区
4248,103.7.28.0,103.7.31.255,1008,港澳台地区
4249,103.7.36.0,103.7.43.255,1011,东南亚地区
4250,103.7.44.0,103.7.51.255,1014,大洋州地区
4251,103.7.52.0,103.7.53.255,1011,东南亚地区
4252,103.7.54.0,103.7.55.255,1008,港澳台地区
4253,103.7.56.0,103.7.59.255,1011,东南亚地区
4254,103.7.68.0,103.7.71.255,1011,东南亚地区
4255,103.7.72.0,103.7.75.255,1014,大洋州地区
4256,103.7.84.0,103.7.87.255,1011,东南亚地区
4257,103.7.88.0,103.7.91.255,1014,大洋州地区
4258,103.7.96.0,103.7.103.255,1014,大洋州地区
4259,103.7.124.0,103.7.127.255,1011,东南亚地区
4260,103.7.136.0,103.7.139.255,1014,大洋州地区
4261,103.7.140.0,103.7.144.255,1011,东南亚地区
4262,103.7.146.0,103.7.146.255,1011,东南亚地区
4263,103.7.147.0,103.7.147.255,1014,大洋州地区
4264,103.7.156.0,103.7.159.255,1011,东南亚地区
4265,103.7.160.0,103.7.163.255,1008,港澳台地区
4266,103.7.164.0,103.7.171.255,1014,大洋州地区
4267,103.7.172.0,103.7.179.255,1011,东南亚地区
4268,103.7.184.0,103.7.187.255,1011,东南亚地区
4269,103.7.188.0,103.7.189.255,1014,大洋州地区
4270,103.7.190.0,103.7.191.255,1008,港澳台地区
4271,103.7.192.0,103.7.195.255,1014,大洋州地区
4272,103.7.196.0,103.7.196.255,1011,东南亚地区
4273,103.7.197.0,103.7.197.255,1014,大洋州地区
4274,103.7.200.0,103.7.203.255,1011,东南亚地区
4275,103.7.212.0,103.7.215.255,1001,华东地区
4276,103.7.224.0,103.7.231.255,1011,东南亚地区
4277,103.7.232.0,103.7.235.255,1014,大洋州地区
4278,103.7.240.0,103.7.243.255,1008,港澳台地区
4279,103.8.0.0,103.8.3.255,1011,东南亚地区
4280,103.8.12.0,103.8.13.255,1011,东南亚地区
4281,103.8.16.0,103.8.19.255,1014,大洋州地区
4282,103.8.24.0,103.8.27.255,1011,东南亚地区
4283,103.8.28.0,103.8.29.255,1014,大洋州地区
4284,103.8.30.0,103.8.31.255,1011,东南亚地区
4285,103.8.32.0,103.8.32.255,1001,华东地区
4286,103.8.34.0,103.8.35.255,1001,华东地区
4287,103.8.52.0,103.8.55.255,1004,华北地区
4288,103.8.56.0,103.8.59.255,1011,东南亚地区
4289,103.8.61.0,103.8.61.255,1014,大洋州地区
4290,103.8.63.0,103.8.63.255,1011,东南亚地区
4291,103.8.72.0,103.8.73.255,1014,大洋州地区
4292,103.8.74.0,103.8.79.255,1011,东南亚地区
4293,103.8.80.0,103.8.83.255,1014,大洋州地区
4294,103.8.96.0,103.8.99.255,1011,东南亚地区
4295,103.8.104.0,103.8.107.255,1008,港澳台地区
4296,103.8.120.0,103.8.120.255,1011,东南亚地区
4297,103.8.122.0,103.8.122.255,1011,东南亚地区
4298,103.8.128.0,103.8.131.255,1011,东南亚地区
4299,103.8.132.0,103.8.143.255,1014,大洋州地区
4300,103.8.144.0,103.8.147.255,1011,东南亚地区
4301,103.8.152.0,103.8.155.255,1011,东南亚地区
4302,103.8.156.0,103.8.159.255,1004,华北地区
4303,103.8.160.0,103.8.163.255,1011,东南亚地区
4304,103.8.168.0,103.8.175.255,1014,大洋州地区
4305,103.8.176.0,103.8.183.255,1011,东南亚地区
4306,103.8.191.0,103.8.191.255,1008,港澳台地区
4307,103.8.204.0,103.8.207.255,1004,华北地区
4308,103.8.208.0,103.8.213.255,1011,东南亚地区
4309,103.8.220.0,103.8.223.255,1004,华北地区
4310,103.8.224.0,103.8.228.255,1011,东南亚地区
4311,103.8.229.0,103.8.229.255,1014,大洋州地区
4312,103.8.232.0,103.8.237.255,1014,大洋州地区
4313,103.8.238.0,103.8.238.255,1011,东南亚地区
4314,103.8.239.0,103.8.239.255,1014,大洋州地区
4315,103.8.244.0,103.8.247.255,1011,东南亚地区
4316,103.8.252.0,103.8.255.255,1014,大洋州地区
4317,103.9.0.0,103.9.11.255,1011,东南亚地区
4318,103.9.16.0,103.9.21.255,1014,大洋州地区
4319,103.9.22.0,103.9.22.255,1011,东南亚地区
4320,103.9.36.0,103.9.39.255,1011,东南亚地区
4321,103.9.40.0,103.9.43.255,1014,大洋州地区
4322,103.9.44.0,103.9.47.255,1011,东南亚地区
4323,103.9.50.0,103.9.50.255,1014,大洋州地区
4324,103.9.51.0,103.9.51.255,1008,港澳台地区
4325,103.9.52.0,103.9.71.255,1014,大洋州地区
4326,103.9.76.0,103.9.87.255,1011,东南亚地区
4327,103.9.100.0,103.9.103.255,1011,东南亚地区
4328,103.9.106.0,103.9.106.255,1014,大洋州地区
4329,103.9.116.0,103.9.119.255,1008,港澳台地区
4330,103.9.124.0,103.9.127.255,1011,东南亚地区
4331,103.9.140.0,103.9.143.255,1014,大洋州地区
4332,103.9.144.0,103.9.151.255,1011,东南亚地区
4333,103.9.160.0,103.9.163.255,1014,大洋州地区
4334,103.9.168.0,103.9.171.255,1014,大洋州地区
4335,103.9.183.0,103.9.183.255,1011,东南亚地区
4336,103.9.188.0,103.9.191.255,1011,东南亚地区
4337,103.9.196.0,103.9.215.255,1011,东南亚地区
4338,103.9.216.0,103.9.219.255,1014,大洋州地区
4339,103.9.226.0,103.9.226.255,1014,大洋州地区
4340,103.9.227.0,103.9.227.255,1011,东南亚地区
4341,103.9.228.0,103.9.231.255,1014,大洋州地区
4342,103.9.236.0,103.9.243.255,1014,大洋州地区
4343,103.9.244.0,103.9.247.255,1008,港澳台地区
4344,103.9.248.0,103.9.251.255,1001,华东地区
4345,103.10.0.0,103.10.3.255,1007,东北地区
4346,103.10.4.0,103.10.7.255,1008,港澳台地区
4347,103.10.8.0,103.10.8.255,1014,大洋州地区
4348,103.10.11.0,103.10.11.255,1014,大洋州地区
4349,103.10.12.0,103.10.15.255,1008,港澳台地区
4350,103.10.16.0,103.10.19.255,1004,华北地区
4351,103.10.32.0,103.10.35.255,1014,大洋州地区
4352,103.10.40.0,103.10.43.255,1011,东南亚地区
4353,103.10.44.0,103.10.51.255,1014,大洋州地区
4354,103.10.56.0,103.10.56.255,1011,东南亚地区
4355,103.10.57.0,103.10.57.255,1014,大洋州地区
4356,103.10.58.0,103.10.67.255,1011,东南亚地区
4357,103.10.72.0,103.10.75.255,1014,大洋州地区
4358,103.10.80.0,103.10.81.255,1011,东南亚地区
4359,103.10.82.0,103.10.83.255,1014,大洋州地区
4360,103.10.84.0,103.10.87.255,1004,华北地区
4361,103.10.88.0,103.10.91.255,1011,东南亚地区
4362,103.10.96.0,103.10.107.255,1011,东南亚地区
4363,103.10.108.0,103.10.108.255,1008,港澳台地区
4364,103.10.110.0,103.10.110.255,1011,东南亚地区
4365,103.10.120.0,103.10.124.255,1011,东南亚地区
4366,103.10.125.0,103.10.126.255,1014,大洋州地区
4367,103.10.128.0,103.10.131.255,1011,东南亚地区
4368,103.10.136.0,103.10.139.255,1011,东南亚地区
4369,103.10.144.0,103.10.163.255,1011,东南亚地区
4370,103.10.169.0,103.10.171.255,1011,东南亚地区
4371,103.10.176.0,103.10.179.255,1011,东南亚地区
4372,103.10.184.0,103.10.187.255,1011,东南亚地区
4373,103.10.196.0,103.10.196.255,1011,东南亚地区
4374,103.10.197.0,103.10.197.255,1008,港澳台地区
4375,103.10.198.0,103.10.198.255,1011,东南亚地区
4376,103.10.199.0,103.10.199.255,1008,港澳台地区
4377,103.10.200.0,103.10.203.255,1011,东南亚地区
4378,103.10.204.0,103.10.207.255,1008,港澳台地区
4379,103.10.212.0,103.10.215.255,1011,东南亚地区
4380,103.10.220.0,103.10.221.255,1011,东南亚地区
4381,103.10.223.0,103.10.223.255,1011,东南亚地区
4382,103.10.228.0,103.10.231.255,1011,东南亚地区
4383,103.10.232.0,103.10.233.255,1014,大洋州地区
4384,103.10.236.0,103.10.239.255,1008,港澳台地区
4385,103.10.253.0,103.10.255.255,1011,东南亚地区
4386,103.11.0.0,103.11.3.255,1014,大洋州地区
4387,103.11.8.0,103.11.11.255,1014,大洋州地区
4388,103.11.12.0,103.11.15.255,1011,东南亚地区
4389,103.11.21.0,103.11.21.255,1014,大洋州地区
4390,103.11.22.0,103.11.23.255,1011,东南亚地区
4391,103.11.28.0,103.11.31.255,1011,东南亚地区
4392,103.11.36.0,103.11.39.255,1008,港澳台地区
4393,103.11.40.0,103.11.43.255,1011,东南亚地区
4394,103.11.48.0,103.11.51.255,1011,东南亚地区
4395,103.11.52.0,103.11.55.255,1014,大洋州地区
4396,103.11.64.0,103.11.67.255,1011,东南亚地区
4397,103.11.72.0,103.11.73.255,1014,大洋州地区
4398,103.11.74.0,103.11.75.255,1011,东南亚地区
4399,103.11.76.0,103.11.79.255,1014,大洋州地区
4400,103.11.88.0,103.11.95.255,1008,港澳台地区
4401,103.11.96.0,103.11.99.255,1011,东南亚地区
4402,103.11.100.0,103.11.105.255,1008,港澳台地区
4403,103.11.106.0,103.11.107.255,1011,东南亚地区
4404,103.11.108.0,103.11.111.255,1008,港澳台地区
4405,103.11.112.0,103.11.115.255,1011,东南亚地区
4406,103.11.124.0,103.11.127.255,1014,大洋州地区
4407,103.11.132.0,103.11.135.255,1011,东南亚地区
4408,103.11.140.0,103.11.141.255,1011,东南亚地区
4409,103.11.142.0,103.11.142.255,1014,大洋州地区
4410,103.11.143.0,103.11.143.255,1011,东南亚地区
4411,103.11.144.0,103.11.147.255,1014,大洋州地区
4412,103.11.148.0,103.11.151.255,1011,东南亚地区
4413,103.11.160.0,103.11.171.255,1014,大洋州地区
4414,103.11.172.0,103.11.177.255,1011,东南亚地区
4415,103.11.178.0,103.11.178.255,1014,大洋州地区
4416,103.11.179.0,103.11.179.255,1011,东南亚地区
4417,103.11.184.0,103.11.185.255,1014,大洋州地区
4418,103.11.186.0,103.11.191.255,1011,东南亚地区
4419,103.11.200.0,103.11.203.255,1011,东南亚地区
4420,103.11.204.0,103.11.207.255,1014,大洋州地区
4421,103.11.212.0,103.11.215.255,1014,大洋州地区
4422,103.11.216.0,103.11.220.255,1011,东南亚地区
4423,103.11.222.0,103.11.223.255,1011,东南亚地区
4424,103.11.228.0,103.11.231.255,1008,港澳台地区
4425,103.11.240.0,103.11.243.255,1014,大洋州地区
4426,103.11.244.0,103.11.247.255,1008,港澳台地区
4427,103.11.252.0,103.11.255.255,1011,东南亚地区
4428,103.12.2.0,103.12.2.255,1011,东南亚地区
4429,103.12.3.0,103.12.11.255,1014,大洋州地区
4430,103.12.12.0,103.12.15.255,1011,东南亚地区
4431,103.12.20.0,103.12.21.255,1011,东南亚地区
4432,103.12.22.0,103.12.22.255,1014,大洋州地区
4433,103.12.23.0,103.12.23.255,1011,东南亚地区
4434,103.12.28.0,103.12.31.255,1011,东南亚地区
4435,103.12.36.0,103.12.39.255,1014,大洋州地区
4436,103.12.56.0,103.12.57.255,1014,大洋州地区
4437,103.12.59.0,103.12.59.255,1014,大洋州地区
4438,103.12.60.0,103.12.63.255,1008,港澳台地区
4439,103.12.64.0,103.12.67.255,1011,东南亚地区
4440,103.12.69.0,103.12.69.255,1008,港澳台地区
4441,103.12.76.0,103.12.79.255,1008,港澳台地区
4442,103.12.80.0,103.12.81.255,1011,东南亚地区
4443,103.12.84.0,103.12.84.255,1011,东南亚地区
4444,103.12.85.0,103.12.87.255,1014,大洋州地区
4445,103.12.88.0,103.12.91.255,1011,东南亚地区
4446,103.12.92.0,103.12.95.255,1008,港澳台地区
4447,103.12.100.0,103.12.103.255,1014,大洋州地区
4448,103.12.104.0,103.12.107.255,1011,东南亚地区
4449,103.12.108.0,103.12.111.255,1014,大洋州地区
4450,103.12.112.0,103.12.115.255,1011,东南亚地区
4451,103.12.128.0,103.12.131.255,1014,大洋州地区
4452,103.12.140.0,103.12.143.255,1008,港澳台地区
4453,103.12.144.0,103.12.147.255,1011,东南亚地区
