id,options.content,options.plot_pttid,options.conditions.conditions.type,options.conditions.conditions.arg,options.conditions.conditions.arg,options.events.events.type,options.events.events.arg,options.events.events.arg,options.events.events.type,options.events.events.arg,options.events.events.arg,options.fief_events.events.type,options.fief_events.events.arg,options.fief_events.events.arg,options.battle.pttid,options.battle.origin,options.battle.win_events.events.type,options.battle.win_events.events.arg,options.battle.win_events.events.arg,options.battle.win_plot,options.battle.lose_events.events.type,options.battle.lose_events.events.arg,options.battle.lose_events.events.arg,options.battle.lose_plot,options.appearance.sprite,options.appearance.spine,options.appearance.position.x,options.appearance.position.y,options.plot_events.events.type,options.plot_events.events.arg,options.unlock_conditions.conditions.type,options.unlock_conditions.conditions.arg,options.unlock_conditions.conditions.arg,options.content,options.plot_pttid,options.conditions.conditions.type,options.conditions.conditions.arg,options.conditions.conditions.arg,options.events.events.type,options.events.events.arg,options.events.events.arg,options.events.events.type,options.events.events.arg,options.events.events.arg,options.fief_events.events.type,options.fief_events.events.arg,options.fief_events.events.arg,options.battle.pttid,options.battle.origin,options.battle.win_events.events.type,options.battle.win_events.events.arg,options.battle.win_events.events.arg,options.battle.win_plot,options.battle.lose_events.events.type,options.battle.lose_events.events.arg,options.battle.lose_events.events.arg,options.battle.lose_plot,options.appearance.sprite,options.appearance.spine,options.appearance.position.x,options.appearance.position.y,options.plot_events.events.type,options.plot_events.events.arg,options.unlock_conditions.conditions.type,options.unlock_conditions.conditions.arg,options.unlock_conditions.conditions.arg,options.content,options.plot_pttid,options.conditions.conditions.type,options.conditions.conditions.arg,options.conditions.conditions.arg,options.events.events.type,options.events.events.arg,options.events.events.arg,options.fief_events.events.type,options.fief_events.events.arg,options.fief_events.events.arg,options.battle.pttid,options.battle.origin,options.battle.win_events.events.type,options.battle.win_events.events.arg,options.battle.win_events.events.arg,options.battle.win_plot,options.battle.lose_events.events.type,options.battle.lose_events.events.arg,options.battle.lose_events.events.arg,options.battle.lose_plot,options.appearance.sprite,options.appearance.spine,options.appearance.position.x,options.appearance.position.y,options.plot_events.events.type,options.plot_events.events.arg,options.unlock_conditions.conditions.type,options.unlock_conditions.conditions.arg,options.unlock_conditions.conditions.arg
408002,退让一步,608801,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不依不饶,608802,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408003,依信赴约,608803,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不管此事,608804,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408004,依信赴约,608805,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不管此事,608806,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408005,待在原地,608901,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,四处看看,608902,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408006,打开,608903,,,,ADD_ITEM,103,1,ADD_FEIGE_CG,9,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不打开,608904,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409001,麻袋？你确定没有看错？,609101,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,这里面一定有问题。,609102,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409002,厉声质问,609601,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,暗中观察,609602,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409003,答应她,609801,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,为难,609802,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409004,不认识,609901,,,,ADD_RESOURCE,RED,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,好像见过,609902,,,,ADD_RESOURCE,BLUE,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410001,李常茹,610101,,,,ADD_ITEM,107,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,李敏德,610102,,,,ADD_ITEM,101,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410002,拓跋浚,610701,,,,ADD_ITEM,102,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,李长乐,610702,,,,ADD_ITEM,106,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410003,坦诚相告,610901,,,,ADD_RESOURCE,BLUE,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,隐瞒实情,610902,,,,ADD_RESOURCE,RED,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411001,罪无可恕,611201,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,难以分辨,611202,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411002,还请殿下遵从自己的判断,611901,,,,ADD_RESOURCE,BLUE,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,高阳王殿下是否相信民女？,611902,,,,ADD_RESOURCE,RED,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411003,白芷,612001,,,,ADD_ITEM,218,5,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,紫烟,612002,,,,ADD_ITEM,219,5,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,七姨娘,612003,,,,ADD_ITEM,216,5,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000
411004,李敏德,612004,,,,ADD_ITEM,101,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,李常茹,612005,,,,ADD_ITEM,107,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411005,拓跋浚,612006,,,,ADD_ITEM,102,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拓跋余,612007,,,,ADD_ITEM,103,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拓跋瑾,612008,,,,ADD_ITEM,105,1,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000
411006,拓跋浚,612009,,,,ADD_ITEM,102,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拓跋余,612010,,,,ADD_ITEM,103,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拓跋瑾,612011,,,,ADD_ITEM,105,1,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000
411007,李敏德,612012,,,,ADD_ITEM,101,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,李常茹,612013,,,,ADD_ITEM,107,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411008,拓跋浚,612014,,,,ADD_ITEM,102,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拓跋余,612015,,,,ADD_ITEM,103,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拓跋瑾,612016,,,,ADD_ITEM,105,1,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000
411009,拓跋浚,612017,,,,ADD_ITEM,102,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拓跋余,612018,,,,ADD_ITEM,103,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拓跋瑾,612019,,,,ADD_ITEM,105,1,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000
411010,李敏德,612020,,,,ADD_ITEM,101,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,李常茹,612021,,,,ADD_ITEM,107,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411011,拓跋浚,612022,,,,ADD_ITEM,102,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拓跋余,612023,,,,ADD_ITEM,103,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拓跋瑾,612024,,,,ADD_ITEM,105,1,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000
411012,拓跋浚,612025,,,,ADD_ITEM,102,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拓跋余,612026,,,,ADD_ITEM,103,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拓跋瑾,612027,,,,ADD_ITEM,105,1,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000
412001,前去看看,612601,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,无聊的话题,612602,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412002,报出真实身份,612701,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,沉吟不说,612702,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412003,你这是血口喷人！,612901,,,,ADD_RESOURCE,RED,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,冷哼不语,612902,,,,ADD_RESOURCE,BLUE,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413001,贿赂狱卒,613701,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不贿赂,613702,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413002,请安,613801,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,沉默不语,613802,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414001,糊弄过去,614201,,,,ADD_RESOURCE,BLUE,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,坚决的否定,614202,,,,ADD_RESOURCE,RED,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414002,谢谢你，敏德,614801,,,,ADD_ITEM,101,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,敏德，你不用待我这般好,614802,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414003,有人将你推下山崖？,614901,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,是谁救了你？,614902,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415001,义正言辞坚决否认,615101,,,,ADD_RESOURCE,RED,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,沉默不语思索对策,615102,,,,ADD_RESOURCE,BLUE,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415002,相信且听从拓跋浚,615201,,,,ADD_ITEM,102,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拒绝拓跋浚自己想办法,615202,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415003,顺从的把手交给她,615301,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不把手交给她,615302,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416001,含糊过去,616101,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,坦诚回答,616102,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416002,调戏一下,616201,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,坦诚回答,616202,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416003,帮忙圆场,616203,,,,ADD_RESOURCE,BLUE,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,暗自讥讽,616204,,,,ADD_RESOURCE,RED,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416004,爽快答应,616801,,,,ADD_RESOURCE,BLUE,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,婉拒,616802,,,,ADD_RESOURCE,RED,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417001,微笑答应,617101,,,,ADD_RESOURCE,BLUE,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,回绝,617102,,,,ADD_RESOURCE,RED,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417002,沉默赞同,617301,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,为李尚书开脱,617302,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417003,急忙否认,617901,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,抱住君桃,617902,,,,ADD_ITEM,217,2,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418001,震惊质问,618101,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,隐忍不发,618102,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418002,严词反驳,618401,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,隐忍不发,618402,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418003,相信,618501,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,质疑,618502,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418004,去矿洞里躲避,619101,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,四处搜寻,619102,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420001,大声呼喊,620101,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,紧张对峙,620102,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420002,放弃,620201,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,继续,620202,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420003,考虑一下,620701,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,直接拒绝,620702,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420004,强烈反驳,620801,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,沉默不语,620802,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421001,默默的看着,621101,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,去帮助士兵,621102,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421002,叫住他,621201,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,默默走开,621202,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421003,跟上去,621701,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,留在账内,621702,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421004,去帮叱云南,621703,,,,ADD_ITEM,110,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,看着他死,621704,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421005,去帮叱云南,621705,,,,ADD_ITEM,110,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,看着他死,621706,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421006,顺从躲起,621801,,,,ADD_RESOURCE,RED,20,ADD_FEIGE_CG,6,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,继续硬拼,621802,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422001,叛变大魏，罪无可恕,622101,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,他也是有苦衷的,622102,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422002,事关重大，还是要告诉他,622301,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,亡国之恨，我必须隐瞒实情,622302,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422003,有贵人相助,622401,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,隐瞒到底,622402,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422004,激动反驳,622501,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,软语求情,622502,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423001,才智,623101,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,美貌,623102,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423002,相似,623201,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不同,623202,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423003,点头,623301,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,摇头,623302,,,,ADD_ITEM,110,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423004,维护李敏德,623303,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,沉默不语,623304,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423005,维护李敏德,623305,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,沉默不语,623306,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423006,街旁的茶铺,623801,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,街边的面馆,623802,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423007,感谢他,623901,,,,ADD_ITEM,110,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,责问他,623902,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424001,皇上在和什么人谈话？,624101,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,白天干了些什么？,624102,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424002,岔开话题,624201,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,沉默,624202,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424003,关心询问,624203,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,沉默不语,624204,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424004,关心询问,624205,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,沉默不语,624206,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424005,拒绝,624301,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,接受,624302,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424006,拓跋浚,624801,,,,ADD_ITEM,102,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拓跋余,624802,,,,ADD_ITEM,103,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
