id,name,female_plot,male_plot,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,next_plot,events.events.type,events.events.arg,events.events.arg,fief_events.events.type,fief_events.events.arg,fief_events.events.arg,lock_option
200600,,,,BACKGROUND,sprites/juqing_yamen1,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,最近又有什么大案么？,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,好像之前轰动全城的采花大盗被抓到了。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,终于抓到了，不然还不知道多少姑娘会被祸害。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,看模样，那个采花大盗倒是长了副好皮囊。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,唉，长得好看又如何呢？,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,是呀，像%{NAME}这样又好看，心地又善良的太少了。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,赞同！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,40,,,,,
200601,,,,BACKGROUND,sprites/juqing_yamen1,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,这次又是谁家遭殃了？,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,没想到连多朝元老这次也被牵连了。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,唉，多事之秋呀。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,这个敏感时期，只能守护好自己身边了。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,对呀，希望不要天降横祸。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,乌鸦嘴，这话还是不要说了！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,40,,,,,
200602,,,,BACKGROUND,sprites/juqing_yamen1,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,上次我们逛街时，送进衙门的小偷好像要被游街示众了。,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,他是罪有应得！,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,是呀，现在都城内到处都是活，非得干那些偷鸡摸狗的事。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,小偷真是太让人讨厌了！,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,希望衙门能给力点，重整都城治安。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,没错没错！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,100,,,,,
200700,,,,BACKGROUND,sprites/juqing_nvfangjian5,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,皓月当空，此情此景真是让人印象深刻。,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,是呀，又是一年中秋时。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,你知道中秋的来历么？,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,《礼记》上记载：“天子春朝日，秋夕月”；中秋源于古代帝王的祭祀活动。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,哇，你的知识真渊博。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,过奖过奖。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,40,,,,,
200701,,,,BACKGROUND,sprites/juqing_nvfangjian5,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,已经很久没有这样悠闲的品茶喝酒了。,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,是呀，和%{NAME}在一起，基本没有一天消停过。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,但是你好像很乐在其中。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,痛并快乐着，人生就是要这样处处充满刺激才惊喜呀。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,你和%{NAME}还真是一路人。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,你不也是么。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,40,,,,,
200702,,,,BACKGROUND,sprites/juqing_nvfangjian5,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,今晚就你我二人么？,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,怎么，有我陪着你还不够么。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,没有，只是人多的话，大家一起饮酒赏月不是更开心么。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,人多太过嘈杂，就不能和你静静的一起饮酒了。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,哈哈，那就我们两人吧。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,来来来，今晚不醉不归。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,100,,,,,
200800,,,,BACKGROUND,sprites/juqing_chaguan,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,今天这位说书人讲的真是不错。,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,是的，虽然只是寥寥数句，但却使人仿佛身临其境一般。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,故事开头里，东凉王府突遭此巨变，让人为之惋惜。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,这东凉公主年纪轻轻，却要承受如此血海深仇。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,不晓得故事后来走向如何。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,下次我们再相约来茶座倾听。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,40,,,,,
200801,,,,BACKGROUND,sprites/juqing_chaguan,,,MUSIC,music/richang1,open,,NAME,卖艺人,,,SUBTITLE,上回说到，那东凉王，遭到佞臣陷害，偌大的东凉王府，一夜之间，化为一片血海。,,,,,,,,,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,今天的茶馆依然人山人海，好生热闹！,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,大家都被东凉王府的故事吸引住了啊。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,东凉公主以后的命运如何，的确很吸引人。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,希望这东凉公主最后能成功为东凉王平反，让恶人得到应有的报应。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,你我在这里瞎猜也没有，还是继续听这个故事吧。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,40,,,,,
200802,,,,BACKGROUND,sprites/juqing_chaguan,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,没有想到，这东凉公主，居然使了一计偷梁换柱，成功混入仇人家中。,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,虽然这一计成功了，但之后要如何复仇呢？,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,依我看，当需韬光养晦，暗自发展势力，实力才是复仇的根本。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,但这等待的过程也太痛苦了，还是需快刀斩乱麻，与仇人拼个鱼死网破。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,我都不晓得，你居然也有这么偏激的一面。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,我只是受此故事感染，偶尔任性一下，哈哈。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,100,,,,,
200900,,,,BACKGROUND,sprites/juqing_biwuchang1,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,现在都城尚武之风，果然盛行。,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,是的，今天秋高气爽，比武场果然就人山人海了。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,那边两位壮汉拳势汹涌，是两位能手。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,不错，出拳铿锵有力，如果能招揽过来，那是极好的。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,那我们在这稍候，等等两位壮汉。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,恩，现在正是缺人的时候。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,40,,,,,
200901,,,,BACKGROUND,sprites/juqing_biwuchang1,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,不好意思，今天来晚了。,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,没事，我也是刚到一会儿。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,你最近成长的很快啊，我也不能输给你。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,是吗？被你夸奖我很高兴。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,今天我们依然点到为止，就当做锻炼身体哦。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,求之不得，那么开始吧！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,40,,,,,
200902,,,,BACKGROUND,sprites/juqing_biwuchang1,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,累了吧，辛苦你今天陪我练了这么久了。,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,没事的，看到你变的越来越强，反而激起了我的斗志呢。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,为了能更多的帮到%{NAME}，我希望能变的更强。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,有这份心思，%{NAME}一定很开心。但你也要保重自己的身体。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,我会注意的，看时辰尚早，我们是不是继续练练。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,好的，等练完了，我们可要好好吃一顿。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,100,,,,,
201000,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,这处环境优雅，正好又有闲暇时间，对弈一局如何？,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,可以的，不过距离上次下棋，已经很久了，不晓得棋力是否下降了。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,没事，让我让你几子如何？,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,你居然如此托大，那么就让我三子吧。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,你还真是不客气，大话居然已经说出了口，那么我也不会收回了。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,佩服佩服，那我们赶紧开始吧。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,40,,,,,
201001,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,遗憾，居然棋差一招。,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,哈哈，这次侥幸得胜，你下次还有机会的。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,不行，来来来，我们再来一局。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,你已经连输十局了！再来也改变不了什么啊。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,我这个位置风水不好，我们换个方位再来。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,你已经魔怔了！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,40,,,,,
201002,,,,BACKGROUND,sprites/juqing_qiyuan,,,MUSIC,music/richang1,open,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_A_ANIMATION,left_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,不知不觉，已经这个时辰了。,,,,,,,,,ACTOR_ANIMATION,MANSION_HALL_QUESTER_B_ANIMATION,right_appear,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,围棋的魅力，果然容易让人忘却时光。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,不过%{NAME}是个臭棋篓子，真希望能好好练练。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,没有吧，上次我和%{NAME}对弈，可是连输好几局。,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_A_ANIMATION,,,NAME,MANSION_HALL_QUESTER_A_NAME,,,SUBTITLE,难道%{NAME}真去苦练棋艺了？不过可真厉害，短短时间，棋艺见长如此之多。,,,,,,,,,LIGHT_ACTOR,MANSION_HALL_QUESTER_B_ANIMATION,,,NAME,MANSION_HALL_QUESTER_B_NAME,,,SUBTITLE,我们也不能输给%{NAME}。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE_ACTOR_INTIMACY,100,,,,,
